State,FIPS,Average Annual Count,Recent Trend,incidence_rate_trend,county,State_Code,Cancer_Rate
Michigan,26075,919,stable,-2.2,Jackson,MI,0.46229999999999993
Louisiana,22105,624,stable,-0.5,Tangipahoa,LA,0.4622
South Carolina,45019,2026,falling,-2.5,Charleston,SC,0.4622
Missouri,29023,263,stable,-3.1,Butler,MO,0.4622
Texas,48223,203,falling,-4.6,Hopkins,TX,0.4621
Louisiana,22089,256,stable,-0.7,St Charles,LA,0.462
Indiana,18093,287,stable,-3.0,Lawrence,IN,0.462
Iowa,19109,111,stable,0.2,Kossuth,IA,0.462
Tennessee,47123,290,stable,4.5,Monroe,TN,0.462
Texas,48467,339,stable,-2.4,Van Zandt,TX,0.462
Vermont,50027,385,stable,2.8,Windsor,VT,0.462
Missouri,29061,53,stable,1.3,Daviess,MO,0.4619
North Dakota,38051,22,stable,-6.0,McIntosh,ND,0.4619
South Carolina,45051,1984,stable,-1.3,Horry,SC,0.4619
Louisiana,22015,603,falling,-0.9,Bossier,LA,0.4618
Ohio,39139,751,stable,1.6,Richland,OH,0.4618
Iowa,19181,258,stable,0.2,Warren,IA,0.46170000000000005
Texas,48307,56,stable,5.8,McCulloch,TX,0.46159999999999995
Mississippi,28005,88,stable,-5.8,Amite,MS,0.46159999999999995
Missouri,29007,145,stable,-0.8,Audrain,MO,0.4615
Idaho,16061,27,falling,-3.0,Lewis,ID,0.46140000000000003
Louisiana,22009,229,stable,-0.4,Avoyelles,LA,0.4613
Montana,30073,38,stable,3.6,Pondera,MT,0.4613
Tennessee,47179,723,stable,2.2,Washington,TN,0.4612
Indiana,18015,122,stable,4.9,Carroll,IN,0.4612
Texas,48063,74,stable,-3.9,Camp,TX,0.4612
Texas,48403,87,falling,-11.5,Sabine,TX,0.4612
Oregon,41005,2257,stable,-1.1,Clackamas,OR,0.4612
Indiana,18047,132,stable,-4.3,Franklin,IN,0.46110000000000007
Nebraska,31153,725,stable,-2.0,Sarpy,NE,0.46110000000000007
Missouri,29121,102,stable,-2.3,Macon,MO,0.461
South Dakota,46111,15,stable,-6.7,Sanborn,SD,0.461
Idaho,16069,250,falling,-0.7,Nez Perce,ID,0.461
Arkansas,5135,126,stable,3.3,Sharp,AR,0.461
New Hampshire,33019,280,stable,-4.2,Sullivan,NH,0.4608999999999999
Montana,30067,111,stable,2.6,Park,MT,0.4608999999999999
Texas,48375,544,stable,2.1,Potter,TX,0.4608999999999999
Tennessee,47167,309,stable,-3.7,Tipton,TN,0.4608
West Virginia,54097,150,stable,0.0,Upshur,WV,0.4607
Nebraska,31023,53,stable,0.4,Butler,NE,0.4607
Mississippi,28001,193,stable,-1.8,Adams,MS,0.4607
Illinois,17001,414,stable,-0.4,Adams,IL,0.4607
Louisiana,22085,150,stable,-0.9,Sabine,LA,0.4606
Indiana,18023,180,stable,2.9,Clinton,IN,0.46049999999999996
Virginia,51095,505,stable,0.8,James City,VA,0.4604
South Dakota,46013,215,stable,2.4,Brown,SD,0.4604
Iowa,19011,153,stable,-0.4,Benton,IA,0.46030000000000004
Washington,53007,438,stable,-1.7,Chelan,WA,0.46030000000000004
South Dakota,46065,98,stable,-2.9,Hughes,SD,0.4602
Colorado,8079,6,stable,-4.9,Mineral,CO,0.4602
North Dakota,38015,473,stable,-3.0,Burleigh,ND,0.4602
Nebraska,31125,24,rising,15.7,Nance,NE,0.4602
Michigan,26021,956,stable,-0.8,Berrien,MI,0.4601
Alabama,1029,91,stable,-1.9,Cleburne,AL,0.4601
Georgia,13175,267,stable,-0.1,Laurens,GA,0.45999999999999996
Illinois,17101,97,stable,-2.4,Lawrence,IL,0.45999999999999996
Georgia,13059,448,stable,-0.3,Clarke,GA,0.45999999999999996
Arkansas,5033,339,stable,-1.4,Crawford,AR,0.45999999999999996
Missouri,29183,1916,stable,-0.5,St Charles,MO,0.45999999999999996
South Carolina,45069,158,stable,-4.1,Marlboro,SC,0.4599
Arkansas,5055,234,stable,2.5,Greene,AR,0.4599
Idaho,16035,69,stable,0.3,Clearwater,ID,0.4599
North Carolina,37141,330,stable,-1.6,Pender,NC,0.45980000000000004
North Carolina,37011,116,stable,3.1,Avery,NC,0.45980000000000004
Wisconsin,55069,195,stable,-1.4,Lincoln,WI,0.45980000000000004
North Dakota,38103,34,stable,9.1,Wells,ND,0.45980000000000004
Idaho,16059,65,stable,0.0,Lemhi,ID,0.45980000000000004
Georgia,13231,96,stable,0.0,Pike,GA,0.45970000000000005
Illinois,17087,82,stable,-5.3,Johnson,IL,0.45970000000000005
Oklahoma,40115,183,rising,8.2,Ottawa,OK,0.45970000000000005
Pennsylvania,42009,333,stable,3.2,Bedford,PA,0.45970000000000005
Missouri,29113,262,stable,0.4,Lincoln,MO,0.4596
Utah,49001,32,stable,0.5,Beaver,UT,0.4596
Maryland,24009,471,stable,-3.3,Calvert,MD,0.4596
Tennessee,47053,291,stable,-0.1,Gibson,TN,0.4595
Ohio,39155,1326,stable,-0.2,Trumbull,OH,0.4595
Ohio,39069,162,stable,1.1,Henry,OH,0.4594
Mississippi,28093,205,stable,0.6,Marshall,MS,0.4594
North Carolina,37199,129,stable,-3.4,Yancey,NC,0.4594
North Carolina,37019,930,stable,1.6,Brunswick,NC,0.4594
North Carolina,37109,462,stable,-0.3,Lincoln,NC,0.4593
Massachusetts,25009,4323,falling,-2.8,Essex,MA,0.4593
Missouri,29101,230,stable,-1.9,Johnson,MO,0.4593
Texas,48115,65,stable,-4.4,Dawson,TX,0.4593
Montana,30097,26,stable,-0.9,Sweet Grass,MT,0.4593
North Carolina,37187,88,stable,-0.8,Washington,NC,0.4593
Arkansas,5093,222,stable,3.7,Mississippi,AR,0.45920000000000005
Ohio,39071,247,stable,4.7,Highland,OH,0.45920000000000005
Tennessee,47145,368,stable,-2.3,Roane,TN,0.45920000000000005
Tennessee,47095,41,stable,-4.1,Lake,TN,0.45899999999999996
Tennessee,47131,196,stable,1.3,Obion,TN,0.45899999999999996
Missouri,29095,3500,stable,-0.2,Jackson,MO,0.45890000000000003
Washington,53047,271,stable,1.3,Okanogan,WA,0.45890000000000003
Georgia,13279,145,stable,-0.5,Toombs,GA,0.45890000000000003
West Virginia,54069,284,stable,-2.9,Ohio,WV,0.4588
Tennessee,47015,84,falling,-4.0,Cannon,TN,0.4587
Vermont,50007,797,falling,-3.3,Chittenden,VT,0.4587
New Jersey,34023,4233,falling,-7.7,Middlesex,NJ,0.4586
Nebraska,31069,17,stable,-2.2,Garden,NE,0.4586
Georgia,13185,472,stable,-0.5,Lowndes,GA,0.4586
Louisiana,22049,97,stable,-0.6,Jackson,LA,0.4586
Nebraska,31057,15,stable,3.0,Dundy,NE,0.4585000000000001
Mississippi,28067,377,stable,0.3,Jones,MS,0.4585000000000001
Oregon,41047,1675,stable,-0.1,Marion,OR,0.45840000000000003
New York,36105,454,falling,-1.1,Sullivan,NY,0.45840000000000003
Tennessee,47077,162,stable,-2.5,Henderson,TN,0.45840000000000003
Tennessee,47157,4404,stable,-1.4,Shelby,TN,0.45829999999999993
Iowa,19047,98,stable,-0.1,Crawford,IA,0.45829999999999993
Illinois,17085,168,stable,0.8,Jo Daviess,IL,0.45829999999999993
Nebraska,31011,37,stable,-9.2,Boone,NE,0.4582
New Hampshire,33005,458,stable,1.3,Cheshire,NH,0.4582
Georgia,13147,167,stable,-0.2,Hart,GA,0.4582
Mississippi,28121,748,stable,-0.7,Rankin,MS,0.4582
Tennessee,47065,1987,stable,0.2,Hamilton,TN,0.4581
Virginia,51165,465,stable,0.5,Rockingham,VA,0.4581
Illinois,17043,4796,stable,-0.5,Du Page,IL,0.4581
Connecticut,9013,782,falling,-1.2,Tolland,CT,0.4581
Tennessee,47075,104,stable,-5.4,Haywood,TN,0.45799999999999996
Montana,30007,40,stable,5.4,Broadwater,MT,0.4579
Illinois,17067,124,rising,4.4,Hancock,IL,0.4579
South Dakota,46039,29,stable,6.0,Deuel,SD,0.4579
Kentucky,21035,204,stable,-0.6,Calloway,KY,0.4579
Indiana,18177,403,falling,-5.7,Wayne,IN,0.4579
Texas,48233,120,stable,3.5,Hutchinson,TX,0.4579
Virginia,51770,541,stable,-0.4,Roanoke City,VA,0.45780000000000004
Washington,53013,31,stable,1.5,Columbia,WA,0.45780000000000004
Virginia,51760,1013,stable,-2.8,Richmond City,VA,0.45780000000000004
Wisconsin,55013,123,stable,5.0,Burnett,WI,0.45770000000000005
Ohio,39107,236,stable,-0.5,Mercer,OH,0.4576
Florida,12007,157,stable,-1.4,Bradford,FL,0.4576
Louisiana,22029,113,stable,-4.6,Concordia,LA,0.4574
Georgia,13145,193,stable,0.3,Harris,GA,0.4574
Mississippi,28147,89,rising,10.9,Walthall,MS,0.4574
Virginia,51177,614,stable,-1.5,Spotsylvania,VA,0.4574
New Jersey,34013,3858,falling,-1.2,Essex,NJ,0.4574
Alabama,1071,324,stable,-1.1,Jackson,AL,0.4574
Virginia,51700,822,stable,1.0,Newport News City,VA,0.4573
North Carolina,37145,238,stable,-2.0,Person,NC,0.4573
Missouri,29221,139,stable,-2.4,Washington,MO,0.4573
Oklahoma,40067,41,stable,2.8,Jefferson,OK,0.4573
Virginia,51115,73,stable,5.5,Mathews,VA,0.4573
Missouri,29027,236,stable,-1.2,Callaway,MO,0.45719999999999994
North Dakota,38101,298,stable,1.7,Ward,ND,0.45719999999999994
Michigan,26159,432,stable,-1.8,Van Buren,MI,0.45719999999999994
Georgia,13301,36,unknown,0.0,Warren,GA,0.45710000000000006
Georgia,13113,626,stable,-0.4,Fayette,GA,0.45710000000000006
Illinois,17007,272,stable,1.7,Boone,IL,0.457
Arkansas,5131,660,stable,2.6,Sebastian,AR,0.457
Michigan,26137,153,stable,5.2,Otsego,MI,0.457
Pennsylvania,42071,2982,stable,0.9,Lancaster,PA,0.45690000000000003
Virginia,51678,32,stable,0.4,Lexington City,VA,0.4568
North Dakota,38035,293,stable,1.8,Grand Forks,ND,0.4568
Ohio,39033,270,stable,0.3,Crawford,OH,0.4567
Illinois,17047,43,stable,-12.2,Edwards,IL,0.4567
Alabama,1119,71,stable,0.5,Sumter,AL,0.4567
Georgia,13039,223,stable,-0.8,Camden,GA,0.4567
Oregon,41051,3636,stable,-1.8,Multnomah,OR,0.45660000000000006
Michigan,26063,234,stable,-2.1,Huron,MI,0.45660000000000006
South Carolina,45057,515,stable,1.4,Lancaster,SC,0.45660000000000006
Idaho,16023,17,stable,4.0,Butte,ID,0.45660000000000006
Arkansas,5109,66,stable,0.6,Pike,AR,0.45649999999999996
Oklahoma,40095,107,stable,-1.7,Marshall,OK,0.45649999999999996
Virginia,51119,93,stable,-6.6,Middlesex,VA,0.45630000000000004
North Dakota,38011,22,stable,-16.2,Bowman,ND,0.45630000000000004
Mississippi,28065,75,stable,3.4,Jefferson Davis,MS,0.45630000000000004
Nebraska,31155,124,stable,2.6,Saunders,NE,0.4562
Missouri,29159,230,stable,0.7,Pettis,MO,0.4561
Virginia,51139,153,stable,0.7,Page,VA,0.4561
Illinois,17111,1512,stable,0.5,McHenry,IL,0.45599999999999996
Indiana,18127,887,stable,-0.9,Porter,IN,0.45599999999999996
Georgia,13153,675,stable,-0.5,Houston,GA,0.4559000000000001
Mississippi,28115,159,stable,4.1,Pontotoc,MS,0.45570000000000005
Pennsylvania,42103,369,stable,-1.4,Pike,PA,0.45570000000000005
Maryland,24041,291,stable,0.2,Talbot,MD,0.4556
Alabama,1073,3478,stable,-0.2,Jefferson,AL,0.4555
North Carolina,37069,349,stable,-4.1,Franklin,NC,0.4555
Indiana,18129,149,stable,-1.9,Posey,IN,0.4555
Idaho,16001,1994,falling,-1.0,Ada,ID,0.4553
Georgia,13127,484,falling,-0.9,Glynn,GA,0.4553
Mississippi,28059,738,stable,-0.8,Jackson,MS,0.45520000000000005
Iowa,19161,69,stable,0.2,Sac,IA,0.45520000000000005
South Dakota,46089,19,stable,-0.1,McPherson,SD,0.45509999999999995
Arkansas,5081,78,stable,-5.2,Little River,AR,0.45509999999999995
Georgia,13011,98,stable,0.2,Banks,GA,0.45509999999999995
Georgia,13071,228,falling,-0.7,Colquitt,GA,0.4549
New Hampshire,33009,552,stable,0.1,Grafton,NH,0.4549
Texas,48367,655,stable,-0.5,Parker,TX,0.4549
North Carolina,37127,543,stable,2.3,Nash,NC,0.4548
Florida,12085,1270,stable,0.5,Martin,FL,0.4548
Nebraska,31059,41,stable,-3.1,Fillmore,NE,0.4548
Arkansas,5043,101,rising,8.4,Drew,AR,0.4547
Mississippi,28021,48,stable,2.5,Claiborne,MS,0.4547
Texas,48459,237,rising,3.9,Upshur,TX,0.4547
North Dakota,38009,47,stable,-1.1,Bottineau,ND,0.4547
Missouri,29037,548,stable,0.0,Cass,MO,0.45460000000000006
North Carolina,37051,1373,stable,-1.0,Cumberland,NC,0.45460000000000006
Ohio,39045,786,stable,1.3,Fairfield,OH,0.45460000000000006
West Virginia,54037,291,stable,0.3,Jefferson,WV,0.45460000000000006
Nebraska,31181,26,stable,3.0,Webster,NE,0.45460000000000006
Michigan,26065,1280,stable,-0.2,Ingham,MI,0.45460000000000006
North Dakota,38049,37,stable,-2.1,McHenry,ND,0.4545
Alabama,1091,119,stable,0.1,Marengo,AL,0.4545
Wisconsin,55141,462,stable,-2.1,Wood,WI,0.4543999999999999
Louisiana,22011,190,stable,-0.5,Beauregard,LA,0.4543999999999999
Missouri,29025,56,falling,-12.0,Caldwell,MO,0.45430000000000004
Alabama,1045,267,stable,3.3,Dale,AL,0.4542
Texas,48471,320,stable,4.9,Walker,TX,0.4541
Maine,23025,327,stable,-0.4,Somerset,ME,0.4541
Texas,48067,194,stable,3.2,Cass,TX,0.45399999999999996
Ohio,39009,275,stable,0.1,Athens,OH,0.45389999999999997
Illinois,17009,33,rising,6.1,Brown,IL,0.45389999999999997
Indiana,18181,150,stable,3.7,White,IN,0.45380000000000004
Missouri,29143,109,stable,-1.0,New Madrid,MO,0.45380000000000004
Oregon,41053,430,stable,-1.2,Polk,OR,0.45369999999999994
Ohio,39073,169,stable,0.3,Hocking,OH,0.4536
North Carolina,37129,1162,stable,0.3,New Hanover,NC,0.4534000000000001
Georgia,13317,67,stable,-0.1,Wilkes,GA,0.4534000000000001
Mississippi,28145,148,stable,-1.1,Union,MS,0.4533
Florida,12061,1218,stable,-2.3,Indian River,FL,0.45310000000000006
Nebraska,31081,56,stable,-3.3,Hamilton,NE,0.45310000000000006
Ohio,39037,313,stable,-6.0,Darke,OH,0.45310000000000006
Indiana,18037,235,stable,2.3,Dubois,IN,0.45299999999999996
North Carolina,37197,233,stable,-1.2,Yadkin,NC,0.45299999999999996
Tennessee,47149,1155,stable,-1.4,Rutherford,TN,0.45299999999999996
Alabama,1109,156,stable,2.0,Pike,AL,0.45299999999999996
Ohio,39053,180,stable,7.8,Gallia,OH,0.45299999999999996
North Carolina,37009,186,stable,-2.3,Ashe,NC,0.4529
Georgia,13209,47,stable,-0.3,Montgomery,GA,0.4528
Nebraska,31093,42,stable,-0.6,Howard,NE,0.4528
Tennessee,47099,245,stable,0.4,Lawrence,TN,0.4528
Georgia,13025,98,rising,3.0,Brantley,GA,0.4528
Montana,30065,34,stable,-1.0,Musselshell,MT,0.45270000000000005
Iowa,19099,222,stable,-0.2,Jasper,IA,0.45270000000000005
Wisconsin,55087,909,stable,-0.7,Outagamie,WI,0.45260000000000006
Iowa,19143,40,stable,0.4,Osceola,IA,0.45260000000000006
Mississippi,28111,69,stable,0.0,Perry,MS,0.45260000000000006
Nevada,32510,339,stable,1.5,Carson City,NV,0.4525
Michigan,26019,124,stable,-4.0,Benzie,MI,0.4525
Illinois,17161,857,stable,0.8,Rock Island,IL,0.4525
Florida,12045,99,stable,-0.1,Gulf,FL,0.4523999999999999
Utah,49031,10,stable,1.1,Piute,UT,0.4523999999999999
Texas,48353,86,stable,1.7,Nolan,TX,0.4523999999999999
Virginia,51036,52,stable,8.0,Charles City,VA,0.4523999999999999
Wisconsin,55073,757,stable,-3.1,Marathon,WI,0.4523999999999999
Missouri,29035,37,stable,-0.7,Carter,MO,0.4523999999999999
Illinois,17045,117,stable,-1.7,Edgar,IL,0.4523999999999999
Montana,30093,206,stable,0.5,Silver Bow,MT,0.45230000000000004
Virginia,51590,264,stable,-0.6,Danville City,VA,0.45230000000000004
Iowa,19035,87,stable,-0.5,Cherokee,IA,0.4522
Wisconsin,55111,363,stable,1.5,Sauk,WI,0.4522
Virginia,51041,1642,stable,-1.2,Chesterfield,VA,0.4521
Wisconsin,55025,2344,stable,-0.9,Dane,WI,0.4521
Georgia,13051,1378,stable,-0.3,Chatham,GA,0.4521
New Jersey,34039,2773,falling,-8.8,Union,NJ,0.45200000000000007
Ohio,39019,179,stable,0.5,Carroll,OH,0.45200000000000007
North Carolina,37065,320,stable,-1.8,Edgecombe,NC,0.45200000000000007
Tennessee,47125,672,stable,-1.6,Montgomery,TN,0.45200000000000007
Alabama,1035,81,stable,1.5,Conecuh,AL,0.45200000000000007
South Carolina,45079,1741,stable,-0.4,Richland,SC,0.45200000000000007
Pennsylvania,42109,232,stable,-2.2,Snyder,PA,0.45200000000000007
Texas,48337,124,stable,-2.5,Montague,TX,0.45189999999999997
Illinois,17203,220,stable,1.0,Woodford,IL,0.45189999999999997
Indiana,18005,418,stable,-1.6,Bartholomew,IN,0.45180000000000003
Illinois,17031,25575,falling,-0.6,Cook,IL,0.4517
Michigan,26087,505,stable,-2.6,Lapeer,MI,0.4515
Tennessee,47189,660,stable,-1.4,Wilson,TN,0.45139999999999997
Maryland,24021,1213,stable,0.9,Frederick,MD,0.45139999999999997
Illinois,17029,271,stable,-2.6,Coles,IL,0.45130000000000003
Ohio,39063,412,stable,1.7,Hancock,OH,0.45130000000000003
Wisconsin,55123,182,stable,-2.2,Vernon,WI,0.45130000000000003
Tennessee,47023,91,stable,-2.8,Chester,TN,0.45120000000000005
Ohio,39097,226,stable,1.6,Madison,OH,0.45120000000000005
Alabama,1067,109,stable,-3.1,Henry,AL,0.4511
Georgia,13089,3154,stable,0.2,De Kalb,GA,0.4511
Ohio,39173,633,stable,-0.1,Wood,OH,0.4511
Wisconsin,55081,246,stable,-4.9,Monroe,WI,0.4511
Ohio,39151,2234,stable,0.4,Stark,OH,0.4511
Missouri,29173,63,stable,-6.5,Ralls,MO,0.451
Mississippi,28103,59,stable,5.3,Noxubee,MS,0.451
Michigan,26145,1143,stable,0.3,Saginaw,MI,0.451
Alabama,1015,647,stable,-0.2,Calhoun,AL,0.4509
North Carolina,37163,351,stable,-2.1,Sampson,NC,0.4509
Tennessee,47003,236,stable,-1.7,Bedford,TN,0.4509
North Carolina,37013,315,falling,-6.1,Beaufort,NC,0.4509
Illinois,17097,3375,stable,1.2,Lake,IL,0.4509
Georgia,13179,207,stable,-1.0,Liberty,GA,0.4508
Nebraska,31137,56,stable,6.4,Phelps,NE,0.4507
Iowa,19175,79,stable,-0.5,Union,IA,0.4507
Missouri,29069,180,stable,3.4,Dunklin,MO,0.4507
Ohio,39165,1081,stable,-1.6,Warren,OH,0.45060000000000006
Maine,23007,191,stable,3.6,Franklin,ME,0.45049999999999996
New Jersey,34031,2489,falling,-0.8,Passaic,NJ,0.4504
Virginia,51117,224,stable,0.9,Mecklenburg,VA,0.4504
Tennessee,47091,117,stable,1.1,Johnson,TN,0.4504
California,6115,318,falling,-0.9,Yuba,CA,0.45030000000000003
Mississippi,28025,114,stable,0.5,Clay,MS,0.45030000000000003
Ohio,39175,131,stable,-2.4,Wyandot,OH,0.4502
Alabama,1095,512,stable,-0.6,Marshall,AL,0.4502
Illinois,17083,133,stable,4.4,Jersey,IL,0.4502
Missouri,29131,143,stable,-2.9,Miller,MO,0.4502
Missouri,29103,26,stable,6.7,Knox,MO,0.4502
Oklahoma,40103,67,stable,-1.8,Noble,OK,0.4502
Tennessee,47045,207,stable,1.4,Dyer,TN,0.45010000000000006
North Carolina,37113,266,stable,0.3,Macon,NC,0.45010000000000006
Michigan,26121,938,stable,-0.8,Muskegon,MI,0.45010000000000006
Missouri,29041,54,stable,1.7,Chariton,MO,0.45010000000000006
Georgia,13081,131,stable,0.0,Crisp,GA,0.45010000000000006
Ohio,39007,583,stable,-3.7,Ashtabula,OH,0.4499
Ohio,39153,3068,stable,0.9,Summit,OH,0.4499
Nebraska,31051,36,stable,3.1,Dixon,NE,0.4499
Illinois,17035,65,stable,-5.3,Cumberland,IL,0.4497999999999999
Indiana,18175,153,stable,-4.2,Washington,IN,0.4497999999999999
Alabama,1121,454,stable,-1.0,Talladega,AL,0.4497999999999999
Indiana,18013,105,stable,-3.2,Brown,IN,0.4497
Ohio,39161,167,stable,-2.2,Van Wert,OH,0.4497
Ohio,39011,262,stable,-1.8,Auglaize,OH,0.4496
Iowa,19001,51,stable,0.6,Adair,IA,0.4495
New Mexico,35037,62,rising,0.9,Quay,NM,0.4495
North Carolina,37033,149,stable,-2.7,Caswell,NC,0.4495
Ohio,39017,1821,falling,-2.6,Butler,OH,0.4495
Tennessee,47181,100,stable,0.2,Wayne,TN,0.44939999999999997
Oregon,41035,403,stable,-0.6,Klamath,OR,0.44939999999999997
Tennessee,47037,2948,stable,-0.1,Davidson,TN,0.44930000000000003
North Carolina,37119,4183,stable,-0.2,Mecklenburg,NC,0.44930000000000003
Nebraska,31019,223,stable,3.1,Buffalo,NE,0.44920000000000004
Oklahoma,40011,59,stable,-0.8,Blaine,OK,0.44920000000000004
South Carolina,45063,1426,stable,3.4,Lexington,SC,0.44920000000000004
Wisconsin,55115,265,stable,-4.8,Shawano,WI,0.44920000000000004
Alaska,2185,28,stable,0.1,North Slope,AK,0.44909999999999994
North Dakota,38077,92,stable,7.2,Richland,ND,0.44909999999999994
New York,36061,8448,falling,-1.4,New York,NY,0.44909999999999994
Virginia,51179,550,falling,-4.0,Stafford,VA,0.44909999999999994
Oklahoma,40013,243,falling,-4.1,Bryan,OK,0.449
Idaho,16087,71,stable,-1.0,Washington,ID,0.449
Georgia,13135,3323,stable,-0.1,Gwinnett,GA,0.449
Iowa,19121,89,stable,-0.1,Madison,IA,0.44889999999999997
Oklahoma,40033,36,stable,-1.2,Cotton,OK,0.44889999999999997
Michigan,26147,930,stable,-0.8,St Clair,MI,0.44889999999999997
Oklahoma,40125,375,stable,-0.6,Pottawatomie,OK,0.44889999999999997
Missouri,29019,692,stable,-2.0,Boone,MO,0.4488000000000001
Indiana,18073,180,stable,-0.7,Jasper,IN,0.4488000000000001
Washington,53033,9748,falling,-1.4,King,WA,0.4488000000000001
North Carolina,37153,254,stable,-3.4,Richmond,NC,0.4487
Oklahoma,40131,474,stable,1.2,Rogers,OK,0.4487
Florida,12113,852,stable,-1.6,Santa Rosa,FL,0.44859999999999994
Missouri,29229,111,stable,0.6,Wright,MO,0.44859999999999994
Tennessee,47035,458,stable,-1.9,Cumberland,TN,0.4485
West Virginia,54051,209,stable,-5.8,Marshall,WV,0.4485
South Dakota,46057,31,stable,-0.8,Hamlin,SD,0.4484
Florida,12041,102,falling,-8.8,Gilchrist,FL,0.4483
Missouri,29105,202,stable,0.1,Laclede,MO,0.4483
Nebraska,31143,34,stable,-2.5,Polk,NE,0.4483
Mississippi,28007,112,stable,1.1,Attala,MS,0.44810000000000005
Louisiana,22071,1852,falling,-1.9,Orleans,LA,0.44810000000000005
Vermont,50025,279,stable,-3.0,Windham,VT,0.44810000000000005
Wisconsin,55051,52,stable,2.2,Iron,WI,0.44810000000000005
Texas,48361,443,stable,-0.6,Orange,TX,0.44810000000000005
Tennessee,47011,553,stable,-1.1,Bradley,TN,0.44810000000000005
Texas,48123,125,stable,-0.8,De Witt,TX,0.44810000000000005
North Carolina,37101,851,stable,0.0,Johnston,NC,0.44799999999999995
Georgia,13163,92,unknown,0.0,Jefferson,GA,0.4479
Washington,53017,217,stable,-3.1,Douglas,WA,0.4479
Indiana,18055,197,stable,1.2,Greene,IN,0.4479
Wisconsin,55005,289,stable,2.0,Barron,WI,0.44780000000000003
Tennessee,47081,136,stable,-1.0,Hickman,TN,0.44780000000000003
Montana,30023,64,stable,-0.6,Deer Lodge,MT,0.44780000000000003
Missouri,29219,185,stable,0.0,Warren,MO,0.44780000000000003
Ohio,39041,865,stable,0.5,Delaware,OH,0.44780000000000003
Nebraska,31119,185,stable,1.8,Madison,NE,0.44780000000000003
Georgia,13253,57,stable,-0.2,Seminole,GA,0.4477
Iowa,19009,42,stable,0.1,Audubon,IA,0.4477
Nebraska,31067,142,stable,-0.8,Gage,NE,0.4474000000000001
Mississippi,28033,766,stable,-1.8,De Soto,MS,0.4474000000000001
Iowa,19157,114,stable,0.0,Poweshiek,IA,0.4473
West Virginia,54067,162,stable,0.4,Nicholas,WV,0.4473
Texas,48391,46,stable,2.2,Refugio,TX,0.44720000000000004
North Carolina,37123,166,stable,-8.5,Montgomery,NC,0.44720000000000004
Iowa,19037,76,stable,0.2,Chickasaw,IA,0.4471
Oklahoma,40023,92,stable,-1.7,Choctaw,OK,0.4471
Wisconsin,55035,498,stable,0.5,Eau Claire,WI,0.4471
Oklahoma,40009,107,stable,4.2,Beckham,OK,0.447
Maine,23015,251,stable,0.0,Lincoln,ME,0.447
Michigan,26051,193,stable,-2.6,Gladwin,MI,0.447
Georgia,13125,17,unknown,0.0,Glascock,GA,0.44689999999999996
Texas,48145,99,stable,-2.5,Falls,TX,0.44689999999999996
Florida,12091,1005,stable,-1.8,Okaloosa,FL,0.4468
North Dakota,38067,48,stable,-1.9,Pembina,ND,0.44670000000000004
Indiana,18125,78,stable,3.7,Pike,IN,0.44670000000000004
Alabama,1089,1762,stable,2.1,Madison,AL,0.44670000000000004
Virginia,51640,42,stable,3.7,Galax City,VA,0.44670000000000004
Texas,48485,632,stable,0.6,Wichita,TX,0.44670000000000004
Maryland,24017,691,stable,-0.1,Charles,MD,0.44659999999999994
Arkansas,5083,134,stable,4.5,Logan,AR,0.44659999999999994
Montana,30035,58,stable,-1.8,Glacier,MT,0.44659999999999994
Florida,12015,1618,stable,-2.5,Charlotte,FL,0.4465
North Carolina,37047,336,stable,-0.7,Columbus,NC,0.4465
Ohio,39051,234,rising,5.2,Fulton,OH,0.4465
Virginia,51087,1618,stable,0.2,Henrico,VA,0.4465
Wyoming,56017,34,stable,-8.7,Hot Springs,WY,0.4465
Wisconsin,55135,326,stable,-4.3,Waupaca,WI,0.4463
Tennessee,47159,106,stable,0.9,Smith,TN,0.4463
South Carolina,45073,499,stable,1.4,Oconee,SC,0.4463
Alabama,1057,105,stable,3.9,Fayette,AL,0.4463
Tennessee,47113,520,stable,1.7,Madison,TN,0.4462
Florida,12127,3556,stable,-1.1,Volusia,FL,0.4462
Indiana,18169,196,stable,4.5,Wabash,IN,0.44610000000000005
Michigan,26017,639,stable,2.0,Bay,MI,0.44610000000000005
Iowa,19131,70,stable,-0.2,Mitchell,IA,0.44610000000000005
Virginia,51049,63,stable,4.5,Cumberland,VA,0.44600000000000006
Nebraska,31169,39,stable,-4.2,Thayer,NE,0.44600000000000006
Nevada,32023,346,stable,-3.0,Nye,NV,0.44600000000000006
Wisconsin,55023,107,stable,0.7,Crawford,WI,0.44589999999999996
Missouri,29175,133,rising,4.0,Randolph,MO,0.44580000000000003
North Carolina,37063,1283,stable,-0.1,Durham,NC,0.44580000000000003
Alabama,1097,2145,falling,-1.9,Mobile,AL,0.44580000000000003
South Carolina,45017,97,stable,-9.3,Calhoun,SC,0.4456
Florida,12011,10020,stable,-1.2,Broward,FL,0.4456
Alabama,1125,888,stable,-1.8,Tuscaloosa,AL,0.4456
Georgia,13109,55,stable,-0.7,Evans,GA,0.4456
Indiana,18117,116,stable,-1.2,Orange,IN,0.44549999999999995
North Dakota,38001,18,stable,-0.5,Adams,ND,0.44549999999999995
Virginia,51047,247,stable,-0.4,Culpeper,VA,0.44539999999999996
