State,FIPS,Average Annual Count,Recent Trend,incidence_rate_trend,county,State_Code,Cancer_Rate
Pennsylvania,42023,41,stable,-3.8,Cameron,PA,0.5024
Indiana,18009,89,stable,-2.5,Blackford,IN,0.5023
Kentucky,21045,105,stable,-0.1,Casey,KY,0.5023
Illinois,17011,241,stable,2.9,Bureau,IL,0.5023
Pennsylvania,42077,2180,stable,-0.7,Lehigh,PA,0.5022000000000001
Nebraska,31053,241,stable,1.0,Dodge,NE,0.5022000000000001
Florida,12101,3626,stable,-2.3,Pasco,FL,0.5022000000000001
Nebraska,31151,81,stable,-1.3,Saline,NE,0.5021
Maryland,24025,1483,stable,0.8,Harford,MD,0.5021
Tennessee,47173,121,stable,-3.5,Union,TN,0.502
West Virginia,54019,312,stable,0.3,Fayette,WV,0.5019
Pennsylvania,42085,812,stable,1.0,Mercer,PA,0.5019
North Carolina,37045,623,stable,1.2,Cleveland,NC,0.5016
New York,36071,1995,falling,-0.6,Orange,NY,0.5015
New Jersey,34041,688,stable,-7.3,Warren,NJ,0.5015
Louisiana,22021,64,stable,-0.5,Caldwell,LA,0.5014
North Dakota,38097,53,stable,-0.5,Traill,ND,0.5014
Illinois,17165,168,stable,-2.1,Saline,IL,0.5013
Indiana,18021,167,stable,-1.2,Clay,IN,0.5013
Wisconsin,55127,619,stable,-1.5,Walworth,WI,0.5013
Kentucky,21119,100,stable,0.4,Knott,KY,0.5013
New York,36053,452,stable,-0.4,Madison,NY,0.5012
Tennessee,47057,158,stable,0.1,Grainger,TN,0.5012
North Carolina,37107,391,stable,0.2,Lenoir,NC,0.5011
North Carolina,37159,862,stable,-2.9,Rowan,NC,0.5010000000000001
Louisiana,22103,1457,falling,-0.5,St Tammany,LA,0.5007999999999999
Illinois,17179,862,stable,-0.3,Tazewell,IL,0.5007999999999999
Wisconsin,55075,318,stable,-0.6,Marinette,WI,0.5006
Illinois,17123,92,stable,4.1,Marshall,IL,0.5006
North Carolina,37165,218,stable,-6.5,Scotland,NC,0.5006
Kentucky,21159,71,stable,0.2,Martin,KY,0.5005
Wisconsin,55129,129,stable,-6.4,Washburn,WI,0.5005
Oklahoma,40059,24,stable,0.6,Harper,OK,0.5005
Georgia,13057,1180,stable,2.0,Cherokee,GA,0.5005
Virginia,51025,118,rising,7.0,Brunswick,VA,0.5005
Iowa,19097,136,stable,0.3,Jackson,IA,0.5004
Ohio,39167,427,stable,3.0,Washington,OH,0.5004
North Carolina,37177,28,stable,3.8,Tyrrell,NC,0.5003000000000001
Louisiana,22001,346,stable,-0.2,Acadia,LA,0.5003000000000001
Kentucky,21117,878,stable,2.6,Kenton,KY,0.5003000000000001
Illinois,17013,37,stable,-0.1,Calhoun,IL,0.5002000000000001
Kentucky,21021,189,stable,0.2,Boyle,KY,0.5002000000000001
Indiana,18025,71,stable,-0.9,Crawford,IN,0.5001
Tennessee,47161,91,stable,-4.3,Stewart,TN,0.5001
Texas,48455,117,stable,5.5,Trinity,TX,0.5
Oklahoma,40101,423,stable,-0.5,Muskogee,OK,0.5
Arkansas,5011,75,stable,-2.6,Bradley,AR,0.4999
New York,36049,172,stable,-0.1,Lewis,NY,0.4999
Iowa,19171,119,stable,0.1,Tama,IA,0.49950000000000006
Pennsylvania,42039,590,stable,0.0,Crawford,PA,0.4994
Iowa,19061,589,stable,-0.3,Dubuque,IA,0.4994
Iowa,19129,96,stable,-0.2,Mills,IA,0.4993
Missouri,29201,242,stable,0.4,Scott,MO,0.49910000000000004
Arkansas,5025,58,stable,7.0,Cleveland,AR,0.49910000000000004
Indiana,18007,54,stable,-1.4,Benton,IN,0.49899999999999994
Mississippi,28081,471,stable,-0.8,Lee,MS,0.49899999999999994
Wisconsin,55079,4906,stable,-0.4,Milwaukee,WI,0.49899999999999994
West Virginia,54087,102,stable,-4.1,Roane,WV,0.49899999999999994
Virginia,51033,177,stable,-1.7,Caroline,VA,0.4989
Michigan,26099,5271,falling,-0.3,Macomb,MI,0.4988
Tennessee,47111,137,stable,-0.5,Macon,TN,0.4988
New Hampshire,33013,932,stable,-2.7,Merrimack,NH,0.49870000000000003
Maryland,24001,501,stable,2.3,Allegany,MD,0.49870000000000003
Mississippi,28047,1072,stable,-0.4,Harrison,MS,0.4986
Oklahoma,40087,212,stable,-0.1,McClain,OK,0.49840000000000007
Louisiana,22101,306,stable,0.0,St Mary,LA,0.49840000000000007
Mississippi,28063,45,stable,1.5,Jefferson,MS,0.49840000000000007
Montana,30049,414,stable,2.1,Lewis and Clark,MT,0.49820000000000003
South Dakota,46075,7,stable,28.9,Jones,SD,0.49810000000000004
Washington,53053,4342,falling,-1.0,Pierce,WA,0.498
Tennessee,47143,209,stable,3.7,Rhea,TN,0.498
Georgia,13021,866,stable,-0.2,Bibb,GA,0.498
Virginia,51630,119,stable,-2.3,Fredericksburg City,VA,0.4979
Ohio,39001,175,stable,2.6,Adams,OH,0.4979
Florida,12069,2607,stable,-1.6,Lake,FL,0.49779999999999996
Wisconsin,55003,105,stable,-1.6,Ashland,WI,0.49770000000000003
California,6089,1217,stable,-0.4,Shasta,CA,0.49759999999999993
Washington,53009,631,stable,-0.1,Clallam,WA,0.49750000000000005
Illinois,17117,318,stable,3.6,Macoupin,IL,0.4974
Illinois,17005,110,stable,-0.2,Bond,IL,0.4974
Ohio,39043,533,stable,-2.1,Erie,OH,0.4973
Louisiana,22119,268,falling,-0.9,Webster,LA,0.4973
Arkansas,5105,71,stable,8.8,Perry,AR,0.49710000000000004
Illinois,17135,199,stable,3.9,Montgomery,IL,0.49700000000000005
Oklahoma,40057,19,stable,10.2,Harmon,OK,0.49700000000000005
Illinois,17169,53,rising,10.3,Schuyler,IL,0.49700000000000005
Mississippi,28083,157,stable,0.2,Leflore,MS,0.4969
Indiana,18079,161,stable,-2.2,Jennings,IN,0.49670000000000003
Oklahoma,40085,62,stable,3.2,Love,OK,0.4966
Idaho,16079,95,stable,-0.5,Shoshone,ID,0.4965
North Carolina,37087,461,stable,1.0,Haywood,NC,0.4965
New York,36055,4469,stable,-0.2,Monroe,NY,0.49639999999999995
South Dakota,46035,124,stable,-1.5,Davison,SD,0.49639999999999995
Illinois,17103,234,stable,-1.8,Lee,IL,0.4961999999999999
North Dakota,38079,67,stable,2.1,Rolette,ND,0.4961999999999999
Tennessee,47119,509,stable,4.2,Maury,TN,0.4961
Illinois,17037,483,stable,-1.0,De Kalb,IL,0.4961
Kentucky,21157,226,stable,-0.1,Marshall,KY,0.4961
Illinois,17159,109,stable,-1.0,Richland,IL,0.4961
Virginia,51091,20,stable,11.8,Highland,VA,0.496
Georgia,13045,569,stable,0.4,Carroll,GA,0.496
Missouri,29015,180,stable,1.1,Benton,MO,0.49590000000000006
Arkansas,5121,117,stable,0.6,Randolph,AR,0.49590000000000006
North Carolina,37077,354,stable,-4.2,Granville,NC,0.49579999999999996
Arkansas,5051,729,stable,2.5,Garland,AR,0.49579999999999996
Arkansas,5069,435,stable,-0.3,Jefferson,AR,0.4957
Idaho,16045,120,falling,-3.3,Gem,ID,0.4957
Pennsylvania,42097,655,stable,-0.4,Northumberland,PA,0.49560000000000004
Tennessee,47069,163,stable,2.0,Hardeman,TN,0.49560000000000004
Alabama,1001,304,stable,-0.2,Autauga,AL,0.49560000000000004
Georgia,13171,110,stable,-0.1,Lamar,GA,0.49549999999999994
New York,36007,1254,stable,-0.1,Broome,NY,0.4954
Pennsylvania,42007,1193,stable,-1.8,Beaver,PA,0.4952000000000001
Iowa,19159,38,stable,0.7,Ringgold,IA,0.49510000000000004
Maine,23021,140,stable,-1.7,Piscataquis,ME,0.49500000000000005
Louisiana,22055,1158,stable,-0.5,Lafayette,LA,0.49500000000000005
Tennessee,47105,398,stable,-0.7,Loudon,TN,0.49489999999999995
Illinois,17147,111,stable,-0.7,Piatt,IL,0.49489999999999995
Georgia,13211,119,unknown,0.0,Morgan,GA,0.49489999999999995
Missouri,29049,132,stable,2.2,Clinton,MO,0.49489999999999995
Virginia,51181,49,stable,2.8,Surry,VA,0.4947999999999999
West Virginia,54021,50,stable,6.6,Gilmer,WV,0.4947999999999999
Louisiana,22041,128,stable,0.4,Franklin,LA,0.49470000000000003
Georgia,13117,950,stable,0.0,Forsyth,GA,0.4946
Florida,12075,308,stable,-2.3,Levy,FL,0.4946
Georgia,13207,172,stable,0.0,Monroe,GA,0.49450000000000005
West Virginia,54003,600,stable,-1.6,Berkeley,WV,0.49450000000000005
Mississippi,28125,29,stable,-5.9,Sharkey,MS,0.49450000000000005
Pennsylvania,42017,4042,stable,-0.4,Bucks,PA,0.49439999999999995
Illinois,17143,1082,stable,-0.3,Peoria,IL,0.4943
Wisconsin,55001,184,stable,-0.2,Adams,WI,0.4943
Pennsylvania,42019,1187,stable,1.0,Butler,PA,0.4943
New Hampshire,33017,685,stable,0.9,Strafford,NH,0.4943
Florida,12107,527,stable,1.3,Putnam,FL,0.4943
Oklahoma,40055,38,stable,5.2,Greer,OK,0.49420000000000003
Illinois,17091,646,stable,5.1,Kankakee,IL,0.49420000000000003
Arkansas,5001,121,stable,2.6,Arkansas,AR,0.4941
Mississippi,28029,173,stable,-7.6,Copiah,MS,0.4941
Virginia,51570,119,stable,3.4,Colonial Heights Cit,VA,0.494
North Carolina,37103,71,stable,0.4,Jones,NC,0.494
South Dakota,46053,33,stable,-14.3,Gregory,SD,0.494
New York,36069,720,stable,-0.2,Ontario,NY,0.4939
Georgia,13055,155,rising,1.1,Chattooga,GA,0.4939
Iowa,19079,105,stable,-0.1,Hamilton,IA,0.4937
Kentucky,21039,34,stable,0.7,Carlisle,KY,0.4937
Indiana,18075,130,stable,-0.9,Jay,IN,0.4935
Pennsylvania,42003,7980,stable,-0.9,Allegheny,PA,0.4935
Georgia,13035,136,stable,0.4,Butts,GA,0.4934
Iowa,19031,119,stable,-0.8,Cedar,IA,0.4934
Missouri,29139,83,stable,4.5,Montgomery,MO,0.49329999999999996
Delaware,10005,1684,stable,-2.0,Sussex,DE,0.49329999999999996
Virginia,51147,123,stable,-0.3,Prince Edward,VA,0.49329999999999996
Indiana,18133,219,stable,2.7,Putnam,IN,0.49329999999999996
Missouri,29141,155,rising,5.1,Morgan,MO,0.49319999999999997
Missouri,29207,199,stable,-4.0,Stoddard,MO,0.49310000000000004
Kentucky,21177,204,stable,-0.5,Muhlenberg,KY,0.49310000000000004
Pennsylvania,42121,381,stable,-1.6,Venango,PA,0.49289999999999995
Ohio,39091,282,stable,1.1,Logan,OH,0.49289999999999995
New York,36051,394,stable,-0.7,Livingston,NY,0.49289999999999995
Georgia,13133,136,unknown,0.0,Greene,GA,0.49289999999999995
Louisiana,22087,199,stable,-0.3,St Bernard,LA,0.49289999999999995
Tennessee,47083,55,stable,1.3,Houston,TN,0.4928
Georgia,13111,200,stable,1.1,Fannin,GA,0.4928
South Dakota,46027,58,stable,8.1,Clay,SD,0.49269999999999997
Mississippi,28109,344,stable,-1.8,Pearl River,MS,0.49269999999999997
North Carolina,37071,1239,stable,-0.9,Gaston,NC,0.4926
Pennsylvania,42005,483,stable,1.0,Armstrong,PA,0.4926
Louisiana,22093,127,stable,0.6,St James,LA,0.4926
South Dakota,46095,11,stable,0.8,Mellette,SD,0.4925
New Jersey,34001,1673,falling,-10.2,Atlantic,NJ,0.49229999999999996
Louisiana,22039,187,stable,-0.2,Evangeline,LA,0.49229999999999996
Louisiana,22003,141,stable,0.6,Allen,LA,0.4921
South Dakota,46045,29,stable,-0.1,Edmunds,SD,0.492
South Dakota,46117,20,stable,-0.8,Stanley,SD,0.492
Missouri,29053,105,stable,1.7,Cooper,MO,0.4919
Illinois,17197,3335,stable,0.4,Will,IL,0.4919
Florida,12029,123,stable,-1.6,Dixie,FL,0.4919
Tennessee,47049,123,stable,-6.9,Fentress,TN,0.49180000000000007
Maryland,24019,225,stable,-1.8,Dorchester,MD,0.4917
Pennsylvania,42001,670,stable,0.0,Adams,PA,0.4917
Kentucky,21145,427,falling,-0.6,McCracken,KY,0.4915
Massachusetts,25007,123,falling,-1.2,Dukes,MA,0.4914
Illinois,17049,209,stable,-2.4,Effingham,IL,0.49129999999999996
Georgia,13223,645,stable,-0.4,Paulding,GA,0.49129999999999996
Oklahoma,40035,98,stable,3.4,Craig,OK,0.49119999999999997
Arkansas,5019,127,stable,1.7,Clark,AR,0.4911
Louisiana,22117,288,stable,-0.9,Washington,LA,0.4911
Mississippi,28053,50,stable,2.0,Humphreys,MS,0.4911
Virginia,51127,123,stable,-3.4,New Kent,VA,0.4911
Tennessee,47139,114,stable,-2.6,Polk,TN,0.49100000000000005
Ohio,39087,388,stable,5.6,Lawrence,OH,0.49100000000000005
Ohio,39159,264,stable,-1.9,Union,OH,0.4909
Kentucky,21101,283,stable,-0.5,Henderson,KY,0.4909
Maine,23017,410,stable,-0.4,Oxford,ME,0.4909
Ohio,39145,478,stable,-1.7,Scioto,OH,0.49069999999999997
North Carolina,37001,936,stable,2.0,Alamance,NC,0.49069999999999997
Kentucky,21055,62,stable,-0.2,Crittenden,KY,0.49060000000000004
Texas,48225,164,rising,4.6,Houston,TX,0.49049999999999994
Oklahoma,40073,90,stable,6.5,Kingfisher,OK,0.49049999999999994
Kentucky,21067,1528,falling,-0.8,Fayette,KY,0.49040000000000006
Tennessee,47073,379,stable,0.1,Hawkins,TN,0.49040000000000006
Louisiana,22073,825,stable,-0.2,Ouachita,LA,0.49040000000000006
Tennessee,47117,185,stable,2.3,Marshall,TN,0.4902
Missouri,29033,63,stable,-0.2,Carroll,MO,0.4902
Mississippi,28155,62,stable,-4.2,Webster,MS,0.4901
Tennessee,47155,612,stable,1.3,Sevier,TN,0.49
Pennsylvania,42025,451,falling,-2.7,Carbon,PA,0.49
Georgia,13173,52,stable,-0.9,Lanier,GA,0.49
Mississippi,28095,231,stable,6.8,Monroe,MS,0.49
Florida,12105,4199,stable,-1.6,Polk,FL,0.48990000000000006
Louisiana,22053,182,stable,-0.4,Jefferson Davis,LA,0.48990000000000006
Mississippi,28031,114,stable,1.3,Covington,MS,0.48979999999999996
Texas,48277,317,falling,-5.8,Lamar,TX,0.48979999999999996
Georgia,13139,981,stable,-0.2,Hall,GA,0.4897
Washington,53045,454,falling,-0.6,Mason,WA,0.4897
Wisconsin,55059,882,stable,1.6,Kenosha,WI,0.4897
North Carolina,37049,621,stable,0.3,Craven,NC,0.48960000000000004
Illinois,17157,214,stable,1.7,Randolph,IL,0.48960000000000004
New York,36077,402,stable,-0.3,Otsego,NY,0.48960000000000004
Indiana,18167,598,stable,-0.9,Vigo,IN,0.48960000000000004
Vermont,50009,46,stable,-0.9,Essex,VT,0.4895
South Dakota,46047,58,stable,-4.2,Fall River,SD,0.4895
West Virginia,54009,167,stable,3.9,Brooke,WV,0.4895
Pennsylvania,42073,627,stable,1.8,Lawrence,PA,0.4894
Arkansas,5037,105,stable,2.5,Cross,AR,0.4894
Nebraska,31121,54,stable,1.9,Merrick,NE,0.4894
Tennessee,47061,91,stable,-0.6,Grundy,TN,0.4894
Washington,53031,301,falling,-0.5,Jefferson,WA,0.4892000000000001
Delaware,10003,3049,stable,-0.3,New Castle,DE,0.4891
Michigan,26035,226,stable,-0.5,Clare,MI,0.48900000000000005
Georgia,13319,61,stable,0.2,Wilkinson,GA,0.48900000000000005
West Virginia,54039,1260,stable,-1.7,Kanawha,WV,0.4889
Georgia,13285,371,stable,-0.1,Troup,GA,0.4889
Arkansas,5139,251,stable,-0.5,Union,AR,0.4889
Kentucky,21033,86,stable,-0.6,Caldwell,KY,0.4889
New Jersey,34027,3003,falling,-6.6,Morris,NJ,0.4888
Montana,30111,902,stable,5.2,Yellowstone,MT,0.48869999999999997
North Carolina,37111,301,stable,1.9,McDowell,NC,0.48860000000000003
Georgia,13027,103,stable,0.6,Brooks,GA,0.48860000000000003
South Dakota,46005,110,stable,1.7,Beadle,SD,0.48850000000000005
Georgia,13199,143,rising,1.3,Meriwether,GA,0.48850000000000005
Michigan,26119,89,stable,1.8,Montmorency,MI,0.48850000000000005
Missouri,29071,612,stable,-0.4,Franklin,MO,0.48850000000000005
West Virginia,54033,452,stable,-0.5,Harrison,WV,0.4883
West Virginia,54029,217,stable,-2.2,Hancock,WV,0.4882
Florida,12023,431,stable,-0.2,Columbia,FL,0.4882
Mississippi,28079,127,falling,-7.3,Leake,MS,0.4882
Pennsylvania,42133,2652,stable,-0.1,York,PA,0.4881
Virginia,51109,227,stable,1.0,Louisa,VA,0.4881
Georgia,13305,165,stable,-0.8,Wayne,GA,0.4881
Louisiana,22057,536,rising,1.1,Lafourche,LA,0.4881
Alabama,1131,68,stable,1.6,Wilcox,AL,0.488
Ohio,39079,192,stable,4.3,Jackson,OH,0.48789999999999994
North Carolina,37067,2050,stable,-0.3,Forsyth,NC,0.48789999999999994
Illinois,17109,174,rising,4.7,McDonough,IL,0.4878
Georgia,13215,978,stable,1.4,Muscogee,GA,0.4877
Iowa,19135,54,stable,0.4,Monroe,IA,0.48760000000000003
Illinois,17189,96,stable,0.0,Washington,IL,0.48760000000000003
Pennsylvania,42123,293,stable,-2.4,Warren,PA,0.48760000000000003
Georgia,13137,264,stable,0.3,Habersham,GA,0.48760000000000003
Colorado,8061,10,stable,-0.3,Kiowa,CO,0.4875
Wisconsin,55021,349,stable,-1.6,Columbia,WI,0.4875
Rhode Island,44009,827,stable,-0.8,Washington,RI,0.4875
Illinois,17119,1593,stable,-0.8,Madison,IL,0.48729999999999996
New York,36093,935,stable,-0.3,Schenectady,NY,0.48719999999999997
Tennessee,47051,269,stable,-1.0,Franklin,TN,0.48710000000000003
Alabama,1075,100,stable,5.4,Lamar,AL,0.48710000000000003
Maryland,24039,148,stable,2.1,Somerset,MD,0.48710000000000003
Iowa,19013,729,stable,-0.3,Black Hawk,IA,0.48710000000000003
Idaho,16055,894,falling,-0.5,Kootenai,ID,0.48710000000000003
Illinois,17079,65,stable,-7.8,Jasper,IL,0.48710000000000003
Missouri,29177,143,stable,-3.6,Ray,MO,0.48700000000000004
New York,36115,400,stable,-0.5,Washington,NY,0.48700000000000004
North Carolina,37083,352,stable,1.5,Halifax,NC,0.4869
Louisiana,22007,137,stable,-0.7,Assumption,LA,0.4869
Wisconsin,55017,385,stable,2.1,Chippewa,WI,0.4868
Texas,48191,22,stable,-6.3,Hall,TX,0.4868
Wisconsin,55105,934,stable,1.6,Rock,WI,0.4868
Connecticut,9015,684,stable,-0.2,Windham,CT,0.4868
Maryland,24510,3219,falling,-1.0,Baltimore City,MD,0.48669999999999997
North Carolina,37181,270,stable,-0.5,Vance,NC,0.48669999999999997
Iowa,19029,99,stable,0.3,Cass,IA,0.48669999999999997
Texas,48183,665,stable,-0.4,Gregg,TX,0.48660000000000003
Iowa,19093,52,stable,0.6,Ida,IA,0.48660000000000003
Georgia,13005,62,stable,0.2,Bacon,GA,0.48649999999999993
Arkansas,5103,169,stable,4.0,Ouachita,AR,0.48639999999999994
Tennessee,47185,175,stable,-2.2,White,TN,0.48639999999999994
Kentucky,21143,67,stable,0.5,Lyon,KY,0.48639999999999994
Ohio,39123,313,stable,0.4,Ottawa,OH,0.4863
Nebraska,31097,35,rising,8.4,Johnson,NE,0.4862
New York,36021,449,stable,-0.4,Columbia,NY,0.4862
South Carolina,45085,597,stable,-1.9,Sumter,SC,0.4861
Alabama,1039,251,stable,0.4,Covington,AL,0.486
Maryland,24013,994,stable,-1.3,Carroll,MD,0.486
Pennsylvania,42111,540,stable,-3.0,Somerset,PA,0.486
Maine,23031,1328,stable,0.2,York,ME,0.48590000000000005
South Dakota,46125,56,stable,-0.9,Turner,SD,0.48590000000000005
Alabama,1051,436,rising,4.3,Elmore,AL,0.48579999999999995
North Dakota,38061,46,stable,7.4,Mountrail,ND,0.48579999999999995
Iowa,19087,125,stable,0.3,Henry,IA,0.48560000000000003
Iowa,19125,201,stable,0.4,Marion,IA,0.48560000000000003
Washington,53067,1526,stable,-0.2,Thurston,WA,0.48560000000000003
Georgia,13017,100,falling,-1.7,Ben Hill,GA,0.4855
Connecticut,9007,1089,stable,-0.2,Middlesex,CT,0.4855
Idaho,16075,135,stable,0.2,Payette,ID,0.4855
Pennsylvania,42129,2575,stable,0.3,Westmoreland,PA,0.4854
Louisiana,22045,391,falling,-1.4,Iberia,LA,0.4854
Iowa,19127,252,stable,-0.2,Marshall,IA,0.48530000000000006
Pennsylvania,42059,236,stable,-3.2,Greene,PA,0.48530000000000006
Florida,12009,4203,stable,-1.1,Brevard,FL,0.48530000000000006
Indiana,18143,140,stable,1.7,Scott,IN,0.4852
Illinois,17125,100,stable,1.8,Mason,IL,0.4852
Ohio,39059,253,stable,1.6,Guernsey,OH,0.4850999999999999
Maryland,24047,413,stable,1.0,Worcester,MD,0.4850999999999999
Missouri,29021,499,stable,-1.4,Buchanan,MO,0.4849
Tennessee,47085,127,stable,-3.1,Humphreys,TN,0.4848
Arkansas,5119,2097,stable,-0.9,Pulaski,AR,0.48460000000000003
Nebraska,31001,185,stable,-0.1,Adams,NE,0.48460000000000003
Mississippi,28131,99,stable,-3.8,Stone,MS,0.48460000000000003
Wisconsin,55077,118,stable,2.7,Marquette,WI,0.48439999999999994
Arkansas,5045,542,stable,-1.1,Faulkner,AR,0.48439999999999994
Georgia,13241,127,stable,0.6,Rabun,GA,0.4843
Missouri,29045,46,stable,-1.7,Clark,MO,0.4843
Georgia,13103,262,stable,0.2,Effingham,GA,0.4843
Connecticut,9005,1270,falling,-0.8,Litchfield,CT,0.4842
Kentucky,21007,55,stable,-0.7,Ballard,KY,0.4842
Montana,30105,55,stable,0.4,Valley,MT,0.4841
Mississippi,28057,139,stable,1.8,Itawamba,MS,0.484
Pennsylvania,42015,418,stable,-0.8,Bradford,PA,0.484
Kentucky,21001,114,stable,-0.4,Adair,KY,0.484
Louisiana,22091,66,stable,0.7,St Helena,LA,0.48390000000000005
Ohio,39083,364,stable,-0.2,Knox,OH,0.48390000000000005
North Carolina,37121,116,stable,-4.5,Mitchell,NC,0.4838
Iowa,19165,87,rising,0.9,Shelby,IA,0.4838
Kentucky,21083,231,stable,-2.0,Graves,KY,0.48360000000000003
Arkansas,5067,110,stable,-0.4,Jackson,AR,0.48360000000000003
Texas,48213,553,stable,0.1,Henderson,TX,0.4835
Louisiana,22123,72,stable,-0.5,West Carroll,LA,0.4835
Florida,12005,1061,stable,-0.9,Bay,FL,0.4835
Georgia,13151,991,falling,-0.7,Henry,GA,0.4835
North Carolina,37117,172,stable,-1.6,Martin,NC,0.48340000000000005
North Carolina,37035,938,stable,0.0,Catawba,NC,0.48340000000000005
Georgia,13321,132,stable,0.5,Worth,GA,0.48330000000000006
Maryland,24005,4877,stable,-1.2,Baltimore,MD,0.48330000000000006
Virginia,51111,89,stable,0.3,Lunenburg,VA,0.48330000000000006
Pennsylvania,42057,99,stable,-4.8,Fulton,PA,0.4832
Iowa,19111,232,stable,0.1,Lee,IA,0.4832
Pennsylvania,42091,4964,stable,-0.9,Montgomery,PA,0.48310000000000003
Kentucky,21107,288,stable,-0.7,Hopkins,KY,0.48310000000000003
Tennessee,47009,812,stable,-0.4,Blount,TN,0.483
Illinois,17187,107,stable,3.0,Warren,IL,0.483
Washington,53061,3858,falling,-0.7,Snohomish,WA,0.483
Michigan,26125,7224,falling,-0.9,Oakland,MI,0.483
Pennsylvania,42051,917,stable,0.1,Fayette,PA,0.4828
Kentucky,21233,81,stable,-0.2,Webster,KY,0.4828
Maine,23009,409,stable,0.8,Hancock,ME,0.4828
Georgia,13297,477,stable,-1.2,Walton,GA,0.4828
Texas,48239,87,stable,0.3,Jackson,TX,0.4827000000000001
Louisiana,22019,1060,falling,-0.7,Calcasieu,LA,0.4827000000000001
Maryland,24011,190,falling,-4.9,Caroline,MD,0.4826
Iowa,19065,142,stable,-0.1,Fayette,IA,0.4826
West Virginia,54079,344,stable,-2.4,Putnam,WV,0.4826
Ohio,39065,171,rising,9.6,Hardin,OH,0.48250000000000004
Pennsylvania,42029,2897,stable,-0.2,Chester,PA,0.4823
Kentucky,21227,585,falling,-0.7,Warren,KY,0.4823
Georgia,13095,494,stable,-0.6,Dougherty,GA,0.48219999999999996
Missouri,29099,1189,stable,-1.7,Jefferson,MO,0.48219999999999996
Indiana,18091,665,falling,-3.5,La Porte,IN,0.4821000000000001
Iowa,19163,945,falling,-1.7,Scott,IA,0.4821000000000001
Maine,23027,270,stable,-1.0,Waldo,ME,0.48200000000000004
Oklahoma,40063,88,stable,-1.6,Hughes,OK,0.48200000000000004
Georgia,13261,172,stable,0.1,Sumter,GA,0.48190000000000005
Iowa,19045,310,stable,-0.2,Clinton,IA,0.4818
Iowa,19193,542,stable,-0.2,Woodbury,IA,0.4818
Texas,48241,223,stable,1.6,Jasper,TX,0.4818
Georgia,13053,21,stable,1.0,Chattahoochee,GA,0.4817
Indiana,18045,109,stable,4.5,Fountain,IN,0.4816
Rhode Island,44005,565,stable,-2.6,Newport,RI,0.4816
Mississippi,28123,151,stable,-0.8,Scott,MS,0.4815
New Mexico,35021,6,stable,-25.6,Harding,NM,0.4815
Vermont,50013,45,stable,-4.5,Grand Isle,VT,0.4814
Alabama,1011,60,stable,4.3,Bullock,AL,0.48129999999999995
Alaska,2180,34,stable,-4.5,Nome,AK,0.48129999999999995
Massachusetts,25019,59,falling,-2.0,Nantucket,MA,0.48129999999999995
Arkansas,5023,205,stable,4.7,Cleburne,AR,0.48129999999999995
Indiana,18165,103,stable,-0.3,Vermillion,IN,0.48129999999999995
Wisconsin,55057,179,stable,1.0,Juneau,WI,0.48119999999999996
New York,36087,1768,falling,-1.8,Rockland,NY,0.48119999999999996
Maine,23003,511,stable,0.2,Aroostook,ME,0.48119999999999996
Tennessee,47101,78,stable,-2.1,Lewis,TN,0.4811
North Carolina,37039,229,stable,-1.8,Cherokee,NC,0.481
Nebraska,31133,22,stable,-12.0,Pawnee,NE,0.481
North Carolina,37043,91,stable,0.3,Clay,NC,0.481
Georgia,13219,186,stable,0.2,Oconee,GA,0.481
North Carolina,37081,2744,stable,1.4,Guilford,NC,0.481
Louisiana,22051,2538,stable,-0.1,Jefferson,LA,0.481
North Dakota,38017,736,stable,0.2,Cass,ND,0.4809000000000001
Mississippi,28077,78,stable,2.2,Lawrence,MS,0.4809000000000001
Illinois,17139,90,stable,0.5,Moultrie,IL,0.4809000000000001
Arkansas,5125,673,stable,-2.7,Saline,AR,0.4809000000000001
North Carolina,37027,529,stable,-2.1,Caldwell,NC,0.4809000000000001
Tennessee,47097,148,stable,-1.2,Lauderdale,TN,0.4808
Georgia,13015,517,falling,-0.9,Bartow,GA,0.4808
Texas,48027,1347,stable,0.3,Bell,TX,0.4808
North Carolina,37097,932,stable,-0.1,Iredell,NC,0.4808
Nebraska,31127,45,stable,-5.5,Nemaha,NE,0.48069999999999996
Pennsylvania,42013,836,stable,0.9,Blair,PA,0.48069999999999996
Oklahoma,40099,90,stable,-5.1,Murray,OK,0.48069999999999996
Pennsylvania,42117,286,stable,0.3,Tioga,PA,0.48069999999999996
West Virginia,54103,114,stable,-2.0,Wetzel,WV,0.48069999999999996
Florida,12093,255,stable,-1.9,Okeechobee,FL,0.4806
Georgia,13221,91,stable,0.2,Oglethorpe,GA,0.4806
Oklahoma,40143,3210,stable,1.8,Tulsa,OK,0.4804
Pennsylvania,42065,303,stable,-0.8,Jefferson,PA,0.4803
Georgia,13123,211,stable,1.1,Gilmer,GA,0.4803
Georgia,13079,79,stable,0.5,Crawford,GA,0.4803
Florida,12035,874,stable,-2.0,Flagler,FL,0.48020000000000007
Alabama,1113,300,stable,-4.0,Russell,AL,0.48020000000000007
Virginia,51193,135,stable,-2.2,Westmoreland,VA,0.48020000000000007
Arkansas,5089,140,falling,-5.2,Marion,AR,0.48020000000000007
Missouri,29111,61,stable,-6.1,Lewis,MO,0.4801000000000001
