County,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate
Schuyler,0,0.0,0,-2.6,stable,0.3886
Franklin,0,0.0,1,-1.6,falling,0.3886
Kerr,0,0.0,0,0.3,stable,0.3884
Pend Oreille,0,0.0,0,-9.2,stable,0.3884
Bon Homme,0,0.0,0,2.2,stable,0.3884
Reagan,0,0.0,0,2.2,stable,0.3883
Houghton,1,46.72,1,2.2,stable,0.3882
Allendale,1,33.89,1,0.7,stable,0.3882
Comal,0,0.0,0,-4.9,falling,0.3881
Belmont,0,0.0,1,6.5,stable,0.3881
Bexar,3,138.85,9,-1.9,stable,0.3881
Siskiyou,2,85.06,1,-3.5,falling,0.38799999999999996
Valdez-Cordova,0,0.0,4,0.5,stable,0.3879
Sweetwater,0,0.0,3,2.3,stable,0.3878
Valley,0,0.0,1,4.5,stable,0.3878
Stone,0,0.0,0,-3.9,stable,0.38770000000000004
Travis,0,0.0,6,-0.4,stable,0.38759999999999994
Moody,0,0.0,1,-1.5,stable,0.38759999999999994
Custer,0,0.0,0,-10.0,falling,0.3875
Judith Basin,0,0.0,0,-14.3,stable,0.3873
Hays,0,0.0,0,-0.2,stable,0.3872
Osage,0,0.0,2,-3.7,stable,0.3871
Yankton,0,0.0,1,2.6,stable,0.3871
Carbon,0,0.0,1,2.3,stable,0.3869
Fairfax City,0,0.0,0,-2.2,stable,0.3868
Harrisonburg City,0,0.0,1,-1.0,stable,0.38670000000000004
Lane,1,50.0,5,-2.4,stable,0.3865
Midland,0,0.0,1,1.6,stable,0.3864
Cherry,0,0.0,0,-9.1,stable,0.38630000000000003
Hempstead,0,0.0,2,2.5,stable,0.38630000000000003
Valley,0,0.0,0,-2.6,falling,0.38619999999999993
Logan,0,0.0,0,0.1,stable,0.3859
Williams,0,0.0,4,-2.6,stable,0.3858
Caribou,2,106.68,0,-0.3,stable,0.3856
Utah,0,0.0,4,0.1,stable,0.38539999999999996
Archer,0,0.0,0,0.5,stable,0.38530000000000003
Pima,1,57.8,6,-0.4,stable,0.38530000000000003
Collingsworth,0,0.0,0,4.8,stable,0.38520000000000004
Nueces,1,50.0,6,-0.4,stable,0.38520000000000004
Box Elder,0,0.0,0,-0.6,falling,0.3851
Washington,0,0.0,0,-0.3,stable,0.385
Big Horn,0,0.0,0,-4.6,stable,0.3848
Washakie,0,0.0,0,-3.3,stable,0.38420000000000004
Brooks,0,0.0,0,-10.9,stable,0.38399999999999995
Yakima,1,38.8,1,-0.8,stable,0.38370000000000004
Socorro,1,50.0,0,0.2,stable,0.3836
Candler,0,0.0,0,-0.5,stable,0.3835
Harrison,0,0.0,0,4.6,stable,0.3835
Perry,0,0.0,2,-4.9,stable,0.3831
Lawrence,1,50.0,0,-2.2,stable,0.3829
Clark,0,0.0,15,-2.7,stable,0.3829
Lamb,0,0.0,1,-0.8,stable,0.3828
Boulder,2,50.56,4,-3.1,falling,0.3826
Childress,0,0.0,0,-2.0,stable,0.3825
Blanco,0,0.0,0,2.5,stable,0.3824
Prowers,0,0.0,1,-0.3,stable,0.3824
Delta,0,0.0,0,-1.3,stable,0.3823
Los Angeles,17,705.3000000000001,62,-1.5,falling,0.3823
Rio Blanco,0,0.0,0,-4.6,stable,0.3822
Izard,0,0.0,1,-0.9,stable,0.3821
Dade,0,0.0,0,-6.4,stable,0.3821
Alger,0,0.0,1,1.9,stable,0.3816
Rock,0,0.0,0,-5.1,stable,0.3816
Montrose,1,43.53,0,1.1,stable,0.38130000000000003
Branch,1,33.93,1,3.1,stable,0.38130000000000003
Loup,0,0.0,1,15.2,stable,0.3811
Morgan,0,0.0,4,-1.3,stable,0.3807
Terry,0,0.0,0,-4.4,stable,0.3806
Roger Mills,0,0.0,0,7.3,stable,0.3806
Hawaii,0,0.0,6,-1.6,falling,0.3804
Crane,0,0.0,0,-2.4,stable,0.3804
Logan,0,0.0,0,-6.5,stable,0.3801
Stevens,1,50.0,1,-9.3,falling,0.38
St Croix,0,0.0,0,-5.5,stable,0.3794
Montgomery,0,0.0,5,-1.6,stable,0.37929999999999997
Johnson,0,0.0,1,4.4,stable,0.37920000000000004
Hockley,1,42.41,0,-1.4,stable,0.37920000000000004
Polk,0,0.0,0,-5.5,stable,0.3791
Val Verde,0,0.0,0,1.7,stable,0.3791
Washita,0,0.0,0,4.2,stable,0.3789
Hendry,0,0.0,1,-2.6,stable,0.3789
Isabella,0,0.0,1,-5.1,stable,0.3788
Gillespie,0,0.0,0,1.0,stable,0.3785
Juneau,0,0.0,6,-2.1,stable,0.3784
Lassen,0,0.0,2,0.7,stable,0.37829999999999997
Cameron,0,0.0,2,-1.8,stable,0.37829999999999997
Washington,0,0.0,0,5.0,stable,0.37820000000000004
Albany,0,0.0,0,0.8,stable,0.3781
Smyth,1,29.52,0,-4.5,stable,0.3781
Morrow,1,31.31,6,-3.1,stable,0.37799999999999995
Guadalupe,0,0.0,0,-0.6,stable,0.37789999999999996
Hale,0,0.0,0,0.8,stable,0.37770000000000004
De Kalb,0,0.0,0,2.0,stable,0.37770000000000004
Uvalde,0,0.0,0,1.1,stable,0.3776
Willacy,0,0.0,0,8.7,stable,0.3775
Emmons,0,0.0,0,3.7,stable,0.37729999999999997
Waller,1,30.16,0,-3.5,stable,0.3771
Kane,0,0.0,0,-0.6,stable,0.3771
Llano,0,0.0,0,-3.5,stable,0.3769
Brazos,0,0.0,3,-3.3,stable,0.3766
Hansford,0,0.0,0,14.5,stable,0.3764
Le Flore,0,0.0,1,7.6,stable,0.37629999999999997
Elko,0,0.0,0,1.5,stable,0.37629999999999997
Eddy,0,0.0,0,-0.9,falling,0.37579999999999997
Sevier,0,0.0,0,0.1,stable,0.37529999999999997
Pushmataha,0,0.0,0,12.1,stable,0.37520000000000003
Cochise,1,39.09,2,3.1,stable,0.375
Elbert,0,0.0,0,-3.2,stable,0.375
Wheeler,0,0.0,0,2.4,stable,0.37479999999999997
Holmes,0,0.0,0,1.4,stable,0.37479999999999997
Hillsdale,0,0.0,1,6.1,stable,0.37450000000000006
Alamosa,0,0.0,1,-1.9,stable,0.37450000000000006
Greenlee,0,0.0,0,14.1,stable,0.37450000000000006
Jim Wells,0,0.0,0,-0.6,stable,0.37450000000000006
Kendall,0,0.0,0,-2.7,stable,0.37420000000000003
Rappahannock,0,0.0,0,-1.3,stable,0.3739
Custer,0,0.0,0,0.1,stable,0.3739
Curry,0,0.0,0,0.6,stable,0.3738
Grimes,0,0.0,2,2.1,stable,0.3736
Uinta,0,0.0,0,-3.0,stable,0.3736
Wheatland,0,0.0,0,-12.0,stable,0.3736
Howard,0,0.0,1,2.2,stable,0.3736
Lincoln,0,0.0,1,0.9,stable,0.3735
Dimmit,0,0.0,0,3.6,stable,0.37320000000000003
Kauai,0,0.0,2,-0.9,stable,0.373
Live Oak,0,0.0,0,1.8,stable,0.373
St Clair,0,0.0,1,1.7,stable,0.37229999999999996
Grant,0,0.0,0,1.2,stable,0.3721
Bandera,0,0.0,0,0.9,stable,0.3721
Gates,0,0.0,0,8.1,stable,0.3721
Gonzales,0,0.0,0,-0.8,stable,0.3719
Kings,0,0.0,4,-6.0,falling,0.3718
Tulare,1,34.21,2,-1.4,falling,0.37170000000000003
Moore,0,0.0,0,1.9,stable,0.3711
Mariposa,0,0.0,0,-1.9,falling,0.3711
Maries,1,50.0,0,7.5,stable,0.371
Cache,0,0.0,2,-1.8,falling,0.3709
Campbell,0,0.0,9,-0.4,stable,0.3709
Curry,0,0.0,0,-0.6,falling,0.3708
Crawford,0,0.0,1,2.7,stable,0.37070000000000003
Lincoln,0,0.0,0,-1.2,stable,0.37070000000000003
Summers,0,0.0,0,5.1,stable,0.37070000000000003
Fort Bend,0,0.0,4,-3.0,falling,0.3704
Nelson,0,0.0,0,7.5,stable,0.3699
Ochiltree,1,50.0,0,-9.8,stable,0.3698
Duval,0,0.0,0,3.4,stable,0.3694
Fisher,0,0.0,0,1.3,stable,0.3693
Cedar,0,0.0,0,0.8,stable,0.3693
Bee,0,0.0,0,6.5,stable,0.3692
Loudoun,1,50.0,1,-3.4,stable,0.369
Wilson,0,0.0,0,1.1,stable,0.3689
Sullivan,0,0.0,0,-8.6,stable,0.36879999999999996
Collier,0,0.0,1,-0.6,stable,0.3687
Allegan,2,88.56,1,4.3,stable,0.3686
Franklin,1,44.46,0,-4.1,stable,0.36850000000000005
Hardeman,0,0.0,0,6.0,stable,0.36850000000000005
Bannock,1,57.8,2,-1.2,falling,0.36850000000000005
Haines,0,0.0,2,-14.9,stable,0.3684
Yoakum,0,0.0,3,-3.3,stable,0.368
Kit Carson,0,0.0,1,1.5,stable,0.36779999999999996
Karnes,0,0.0,0,-4.2,stable,0.36779999999999996
Routt,0,0.0,1,-7.7,stable,0.3677
Howell,0,0.0,1,-5.9,stable,0.3677
Asotin,0,0.0,0,-12.6,stable,0.3675
Chaves,2,100.0,0,-3.0,falling,0.36719999999999997
Bristol Bay,0,0.0,0,-12.9,stable,0.3669
Blaine,0,0.0,0,0.5,stable,0.3666
Colfax,0,0.0,0,-1.8,stable,0.3666
Mills,0,0.0,0,23.9,rising,0.3666
Yuma,0,0.0,0,2.3,stable,0.3665
Gilpin,0,0.0,0,-7.7,stable,0.3657
Las Animas,0,0.0,1,1.8,stable,0.3652
Long,0,0.0,0,-1.4,stable,0.3651
Pepin,0,0.0,0,-9.2,stable,0.3647
Lea,0,0.0,4,-0.8,falling,0.36450000000000005
Swisher,1,32.33,0,-8.9,falling,0.3639
Dooly,0,0.0,0,-1.6,stable,0.36369999999999997
Atascosa,0,0.0,1,-4.8,stable,0.3636
Falls Church City,0,0.0,0,4.6,stable,0.36299999999999993
Power,0,0.0,0,1.3,stable,0.36299999999999993
Baca,0,0.0,1,7.1,stable,0.3628
Lake,1,40.03,0,-3.0,stable,0.3627
Adjuntas,0,0.0,0,-0.1,stable,0.3627
Huerfano,0,0.0,0,-3.2,stable,0.3626
Lincoln,0,0.0,0,5.5,stable,0.36250000000000004
Otero,0,0.0,2,-5.5,stable,0.36219999999999997
Medina,0,0.0,0,-1.0,stable,0.36200000000000004
Prince William,1,50.0,3,-1.4,stable,0.3619
Humboldt,0,0.0,0,6.7,stable,0.3617
Montgomery,0,0.0,1,0.7,stable,0.3617
Lafayette,0,0.0,0,-5.4,stable,0.3612
Granite,0,0.0,0,-17.6,falling,0.3612
Barry,0,0.0,0,4.6,stable,0.361
Lincoln,1,38.93,0,-1.8,falling,0.3606
Pulaski,0,0.0,0,-1.0,stable,0.3604
Carter,0,0.0,0,30.7,stable,0.3604
Hyde,0,0.0,1,9.7,stable,0.3603
La Grange,0,0.0,0,-0.7,stable,0.3601
Coconino,0,0.0,2,1.4,stable,0.36
Hidalgo,0,0.0,2,0.8,stable,0.36
Robertson,0,0.0,0,-5.5,stable,0.36
Throckmorton,0,0.0,0,-8.0,stable,0.36
Motley,0,0.0,0,22.1,rising,0.3599
Arlington,0,0.0,0,-1.8,stable,0.3594
Keya Paha,0,0.0,0,-9.9,stable,0.35930000000000006
Stonewall,0,0.0,0,6.5,stable,0.359
Glades,0,0.0,0,-6.7,stable,0.35840000000000005
Webster,0,0.0,0,-0.1,stable,0.3582
Madison,0,0.0,1,0.3,stable,0.358
Pinal,0,0.0,4,-2.0,stable,0.3579
Kittitas,0,0.0,0,-3.7,stable,0.3575
Grant,0,0.0,1,-12.6,stable,0.35729999999999995
Maverick,0,0.0,0,3.0,stable,0.3572
Perkins,0,0.0,0,5.0,stable,0.3563
Jack,0,0.0,0,-1.5,stable,0.35600000000000004
Carroll,0,0.0,0,8.3,stable,0.3551000000000001
Reeves,0,0.0,0,-0.9,stable,0.3551000000000001
Coosa,0,0.0,0,5.6,stable,0.3551000000000001
Marion,0,0.0,0,-2.3,falling,0.3551000000000001
Mora,0,0.0,0,-0.1,stable,0.35450000000000004
Manassas Park City,0,0.0,0,12.4,stable,0.3544
Wrangell-Petersburg,0,0.0,2,-0.1,stable,0.3541000000000001
Cottle,0,0.0,0,12.3,stable,0.3536
Sitka,0,0.0,2,-2.8,stable,0.3536
Liberty,0,0.0,1,-5.5,stable,0.3535
Cass,1,33.66,0,1.0,stable,0.3535
Shannon,0,0.0,0,-13.9,falling,0.3532
Lincoln,0,0.0,2,5.1,stable,0.353
Ozark,0,0.0,0,2.6,stable,0.353
Skamania,0,0.0,0,-4.8,stable,0.353
Schleicher,0,0.0,0,-3.1,stable,0.3529
Tensas,0,0.0,0,-4.7,falling,0.35259999999999997
Lake,1,50.0,0,-2.3,stable,0.35240000000000005
Washington,0,0.0,0,-7.6,stable,0.3522
Adams,0,0.0,0,4.3,stable,0.3522
Beaver,0,0.0,0,-4.5,stable,0.35200000000000004
Northwest Arctic,0,0.0,9,-7.3,stable,0.3519
Johnson,0,0.0,0,0.0,stable,0.3517
Bear Lake,0,0.0,0,0.0,stable,0.35159999999999997
Wallowa,0,0.0,0,-11.2,stable,0.35159999999999997
Jackson,0,0.0,0,13.9,stable,0.35159999999999997
Baker,0,0.0,0,-15.0,stable,0.3515
Platte,0,0.0,1,-4.7,stable,0.3513
Harding,0,0.0,0,9.3,stable,0.35109999999999997
Bent,0,0.0,1,3.5,stable,0.35109999999999997
Gunnison,1,50.0,0,5.9,stable,0.35090000000000005
Keweenaw,0,0.0,0,2.3,stable,0.3507
Wade Hampton,0,0.0,4,8.2,stable,0.3502
Towner,0,0.0,0,-9.6,stable,0.35000000000000003
Garfield,0,0.0,0,-0.6,stable,0.3498
San Miguel,0,0.0,0,-0.3,stable,0.3497
Roosevelt,0,0.0,0,-2.7,falling,0.34909999999999997
Adams,0,0.0,0,-2.9,falling,0.349
Cassia,0,0.0,0,-0.8,stable,0.348
Yuma,1,32.24,1,1.5,stable,0.3479
Saguache,0,0.0,1,6.1,stable,0.3479
Pecos,0,0.0,1,0.1,stable,0.3475
Wise,0,0.0,0,-3.5,stable,0.3474
Oneida,0,0.0,0,-0.2,stable,0.3474
Juab,0,0.0,1,-0.3,stable,0.3472
Hickory,0,0.0,0,2.2,stable,0.3466
Walworth,0,0.0,0,-1.8,stable,0.3465
Dunn,0,0.0,0,4.5,stable,0.3465
Perkins,0,0.0,0,-15.2,stable,0.3464
Tyler,0,0.0,1,-0.4,stable,0.3464
Baraga,0,0.0,1,-3.0,stable,0.3461
Madison,0,0.0,0,0.8,stable,0.346
La Plata,0,0.0,1,-8.3,stable,0.3456
Parmer,0,0.0,0,8.1,stable,0.3456
Montezuma,0,0.0,0,-7.9,falling,0.3453
Sully,0,0.0,0,-4.4,stable,0.3453
Fairfax,0,0.0,4,-3.0,stable,0.34509999999999996
Menard,0,0.0,0,6.3,stable,0.34430000000000005
Malheur,0,0.0,0,-10.8,stable,0.3442
Gaines,0,0.0,0,2.8,stable,0.3438
Leelanau,1,35.53,0,3.2,stable,0.3436
Calhoun,0,0.0,0,-3.7,falling,0.3435
Crook,0,0.0,0,9.8,stable,0.34340000000000004
Cochran,0,0.0,0,-4.3,stable,0.34190000000000004
Frio,0,0.0,1,3.7,stable,0.34159999999999996
Iron,0,0.0,0,1.8,stable,0.3411
Clinton,0,0.0,1,0.9,stable,0.3411
Frontier,0,0.0,1,2.6,stable,0.3407
San Juan,1,39.37,4,-0.6,falling,0.3406
Grant,0,0.0,3,-1.5,falling,0.33990000000000004
Daniels,0,0.0,0,-9.4,stable,0.33979999999999994
Kimble,0,0.0,0,1.0,stable,0.3394
Goshen,0,0.0,1,1.8,stable,0.33930000000000005
Eagle,1,47.19,2,-4.3,stable,0.33880000000000005
Cibola,3,134.21,0,-0.4,stable,0.3387
Carson,1,51.22,0,12.1,stable,0.33759999999999996
Skagway-Hoonah-Angoon,0,0.0,0,3.4,stable,0.33740000000000003
Alexandria City,0,0.0,0,-2.6,stable,0.337
Wheeler,0,0.0,0,-0.8,stable,0.3368
Madison,1,37.93,0,-1.8,stable,0.336
Newton,0,0.0,0,4.1,stable,0.33520000000000005
San Miguel,0,0.0,0,4.3,stable,0.335
Sierra,0,0.0,0,-0.5,stable,0.3337
Tazewell,0,0.0,1,-3.8,stable,0.33360000000000006
Mason,0,0.0,1,1.4,stable,0.33360000000000006
Navajo,0,0.0,2,-2.9,stable,0.3332
Hidalgo,1,50.0,3,-2.4,stable,0.3332
Gila,0,0.0,0,-0.1,stable,0.3329
Noble,0,0.0,0,-3.1,stable,0.33249999999999996
Lynn,0,0.0,0,15.8,stable,0.33229999999999993
Rio Grande,0,0.0,0,-4.1,stable,0.3322
Bethel,0,0.0,11,13.7,stable,0.3322
Teton,0,0.0,0,-2.0,stable,0.3319
Douglas,0,0.0,0,0.2,stable,0.3309
Franklin,0,0.0,0,-0.3,stable,0.3303
Zavala,0,0.0,0,3.0,stable,0.3297
Washington,0,0.0,0,-9.0,stable,0.3293
Real,0,0.0,0,-0.4,stable,0.32869999999999994
Oldham,0,0.0,0,-0.2,stable,0.3284
Hartley,0,0.0,0,-1.6,stable,0.32780000000000004
Archuleta,0,0.0,0,-3.5,stable,0.32770000000000005
Jackson,2,81.43,1,1.9,stable,0.32770000000000005
Concho,0,0.0,0,-2.6,stable,0.3269
Harney,0,0.0,0,4.3,stable,0.3266
Lincoln,0,0.0,0,-1.2,stable,0.32649999999999996
Brewster,0,0.0,0,0.7,stable,0.32610000000000006
Webb,0,0.0,1,-1.3,stable,0.3259
Liberty,0,0.0,0,-9.4,stable,0.32549999999999996
Sevier,0,0.0,0,-6.3,stable,0.32549999999999996
Doddridge,0,0.0,0,5.6,rising,0.325
Rio Arriba,1,50.0,1,-0.6,stable,0.3247
Oregon,0,0.0,0,-15.9,stable,0.32410000000000005
Taos,1,50.0,0,-0.8,falling,0.32310000000000005
Martin,0,0.0,0,-0.4,stable,0.32299999999999995
Hinsdale,0,0.0,0,-8.3,stable,0.32270000000000004
Edwards,0,0.0,0,-14.0,stable,0.3225
Santa Fe,0,0.0,0,-4.1,falling,0.322
Pitkin,0,0.0,0,-1.1,stable,0.32110000000000005
Pershing,0,0.0,0,14.8,stable,0.3209
Sioux,0,0.0,0,-23.9,stable,0.3195
Pierce,0,0.0,0,-1.5,stable,0.31899999999999995
Park,0,0.0,0,-6.2,stable,0.3186
Telfair,0,0.0,0,-1.4,falling,0.31760000000000005
Whitman,0,0.0,2,-17.2,falling,0.31670000000000004
Barry,0,0.0,0,2.8,stable,0.3165
Patrick,0,0.0,0,6.8,stable,0.31560000000000005
Crockett,0,0.0,0,-5.2,stable,0.3145
Sanpete,0,0.0,0,-11.3,stable,0.3144
White Pine,0,0.0,0,5.9,stable,0.3111
Sedgwick,0,0.0,1,-7.7,stable,0.3099
Garfield,0,0.0,0,9.8,stable,0.30810000000000004
Lake,1,55.84,0,-6.9,stable,0.3074
Mono,0,0.0,0,-1.3,stable,0.30720000000000003
Russell,0,0.0,2,-9.9,falling,0.30510000000000004
Santa Cruz,0,0.0,1,2.0,stable,0.3045
Niobrara,0,0.0,0,-16.7,stable,0.3045
La Paz,0,0.0,0,1.0,stable,0.3036
Grand,1,50.0,0,0.6,stable,0.3036
Costilla,0,0.0,0,-11.3,stable,0.3025
San Saba,0,0.0,0,1.4,stable,0.3024
McKinley,2,74.6,2,-4.0,falling,0.302
Wayne,0,0.0,0,-0.4,stable,0.3013
Jim Hogg,0,0.0,0,0.9,stable,0.30119999999999997
McKenzie,0,0.0,1,-1.3,stable,0.3011
Sublette,0,0.0,0,3.1,stable,0.3011
Ferry,0,0.0,0,-2.8,stable,0.2995
Stanton,0,0.0,0,-5.0,stable,0.2992
Sherman,0,0.0,0,-3.4,stable,0.29850000000000004
Storey,0,0.0,0,-4.4,stable,0.29760000000000003
Crowley,0,0.0,0,1.3,stable,0.2962
Zapata,0,0.0,0,-1.3,stable,0.2959
Upton,0,0.0,0,14.9,rising,0.29410000000000003
Shackelford,0,0.0,0,-3.2,stable,0.294
Denali,0,0.0,1,3.1,stable,0.2935
Dickens,0,0.0,0,-0.1,stable,0.2921
Alpine,1,50.0,0,3.4,stable,0.29059999999999997
Corson,0,0.0,0,3.9,stable,0.2884
Conejos,0,0.0,0,-1.0,stable,0.28769999999999996
La Salle,0,0.0,0,8.6,stable,0.2852
Lander,0,0.0,2,-12.6,stable,0.28509999999999996
Jackson,0,0.0,0,7.3,stable,0.2828
Mason,0,0.0,0,6.4,stable,0.2814
Union,0,0.0,0,6.3,stable,0.2806
Lipscomb,0,0.0,0,16.3,stable,0.2805
Holmes,0,0.0,0,-3.7,stable,0.2776
San Juan,1,35.86,0,0.1,stable,0.27610000000000007
Issaquena,0,0.0,0,-14.1,stable,0.2727
Apache,0,0.0,3,-6.4,falling,0.2721
Dolores,0,0.0,1,-12.1,stable,0.2703
Buchanan,0,0.0,0,-2.3,stable,0.266
Scott,0,0.0,0,-12.5,stable,0.26560000000000006
Divide,0,0.0,0,19.0,stable,0.2633
Lee,0,0.0,1,-6.5,stable,0.2623
McCone,0,0.0,0,18.6,stable,0.26180000000000003
Bristol City,0,0.0,0,-10.2,stable,0.2614
Sterling,0,0.0,0,11.0,stable,0.2589
Kinney,0,0.0,0,14.4,stable,0.2569
Garfield,0,0.0,0,-1.1,stable,0.2553
Catron,0,0.0,0,-8.4,falling,0.25399999999999995
Hudspeth,0,0.0,0,0.1,stable,0.2519
Wibaux,0,0.0,0,1.5,stable,0.2447
Hayes,0,0.0,0,2.7,stable,0.2414
Summit,0,0.0,0,-6.8,stable,0.24100000000000002
Jeff Davis,0,0.0,0,-2.1,stable,0.23710000000000003
Rich,0,0.0,0,-2.3,falling,0.2353
Eureka,0,0.0,0,-12.9,falling,0.2275
Culberson,0,0.0,0,17.1,stable,0.21810000000000002
