name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Indeck Jonesboro Energy Center,44.6781,-67.5477,Waste,Maine,Washington,23029
Indeck West Enfield Energy Center,45.2537,-68.6279,Waste,Maine,Penobscot,23019
Ingredion Winston Salem,36.0338,-80.2274,Waste,North Carolina,Forsyth,37067
International Paper Augusta Mill,33.3283,-81.9531,Waste,Georgia,Richmond,13245
International Paper Georgetown Mill,33.3602,-79.3026,Waste,South Carolina,Georgetown,45043
Iredell County LFG Facility,35.7693,-80.82600000000002,Waste,North Carolina,Iredell,37097
J C McNeil,44.4917,-73.2081,Waste,Vermont,Chittenden,50007
J&A-Santa Maria II LLC,34.9494,-120.3803,Waste,California,Santa Barbara,6083
JBER Landfill Gas Power Plant,61.286,-149.61,Waste,Alaska,Anchorage,2020
JED Solid Waste Mgmt Renewable Energy,28.0638,-81.0972,Waste,Florida,Osceola,12097
Jay County LFGTE,40.3797,-85.0882,Waste,Indiana,Jay,18075
John H Warden,46.7553,-88.4558,Waste,Michigan,Baraga,26013
Johnston LFG Turbine Plant,41.8033,-71.5233,Waste,Rhode Island,Providence,44007
Kaiser Downey,33.9192,-118.1286,Waste,California,Los Angeles,6037
Kankakee Gas Recovery,41.0333,-87.8678,Waste,Illinois,Kankakee,17091
Kapstone,32.9,-79.9667,Waste,South Carolina,Charleston,45019
Kent County Waste to Energy Facility,42.9496,-85.6932,Waste,Michigan,Kent,26081
Kettle Falls Generating Station,48.6203,-118.1111,Waste,Washington,Stevens,53065
Keystone Recovery,41.4363,-75.5984,Waste,Pennsylvania,Lackawanna,42069
Kiefer Landfill,38.5136,-121.1944,Waste,California,Sacramento,6067
King & Queen,37.6711,-76.76,Waste,Virginia,King and Queen,51097
Koda Biomass Plant,44.7956,-93.5386,Waste,Minnesota,Scott,27139
L&S Sweetners,40.0906,-76.1456,Waste,Pennsylvania,Lancaster,42071
LRI LFGTE Facility,46.9756,-122.2906,Waste,Washington,Pierce,53053
Lake Gas Recovery,42.1063,-87.8137,Waste,Illinois,Cook,17031
Lake Mills Gas Recovery,43.3864,-93.5589,Waste,Iowa,Winnebago,19189
Lakeview Gas Recovery,42.0602,-80.0208,Waste,Pennsylvania,Erie,42049
Lancaster County Resource Recovery,40.0711,-76.6436,Waste,Pennsylvania,Lancaster,42071
Lanchester Generating Station,40.1108,-75.9547,Waste,Pennsylvania,Lancaster,42071
Laurel Ridge LFGTE,37.035,-84.0933,Waste,Kentucky,Laurel,21125
Lee County Landfill,34.181,-80.2678,Waste,South Carolina,Lee,45061
Lee County Solid Waste Energy,26.6315,-81.7607,Waste,Florida,Lee,12071
Lennon Generating,42.9817,-83.9794,Waste,Michigan,Shiawassee,26155
Liberty I & II LFGTE,40.8856,-86.7044,Waste,Indiana,White,18181
Lincoln Landfill,38.8381,-121.3419,Waste,California,Placer,6061
Livingston Generating Facility,40.9314,-88.6548,Waste,Illinois,Livingston,17105
Loraine County Project,41.3006,-82.1803,Waste,Ohio,Lorain,39093
Lumberton,34.59,-78.9968,Waste,North Carolina,Robeson,37155
Lycoming County,41.1511,-76.9178,Waste,Pennsylvania,Lycoming,42081
M L Hibbard,46.7353,-92.1517,Waste,Wisconsin,Douglas,55031
MAS ASB Cogen Plant,33.655,-84.3944,Waste,Georgia,Fulton,13121
MM Albany Energy,42.7044,-73.8509,Waste,New York,Albany,36001
MM Hartford Energy,41.7861,-72.6544,Waste,Connecticut,Hartford,9003
MM Lopez Energy,34.2925,-118.3894,Waste,California,Los Angeles,6037
MM Prince William Energy,38.6383,-77.4147,Waste,Virginia,Prince William,51153
MM San Diego-Miramar,32.8448,-117.1627,Waste,California,San Diego,6073
MM San Diego-North City,32.8817,-117.1958,Waste,California,San Diego,6073
MM Taunton Energy,41.9231,-71.0864,Waste,Massachusetts,Bristol,25005
MM Tulare Energy,36.38800000000001,-119.394,Waste,California,Tulare,6107
MM West Covina,34.0332,-117.9061,Waste,California,Los Angeles,6037
MM Yolo Power,38.5963,-121.6875,Waste,California,Yolo,6113
MMWAC Resource Recovery Facility,44.0678,-70.2608,Waste,Maine,Androscoggin,23001
MP Durham LLC,36.0311,-78.86,Waste,North Carolina,Durham,37063
MP Wayne LLC,35.2889,-78.0703,Waste,North Carolina,Wayne,37191
MacArthur Waste to Energy Facility,40.7869,-73.1064,Waste,New York,Suffolk,36103
