name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Hibbing,47.4294,-92.935,Coal,Minnesota,St Louis,27137
Holcomb,37.9308,-100.9725,Coal,Kansas,Finney,20055
Homer City Generating Station,40.5128,-79.1961,Coal,Pennsylvania,Indiana,42063
Hoot Lake,46.2906,-96.0433,Coal,Minnesota,Otter Tail,27111
Hugo,34.0158,-95.3206,Coal,Oklahoma,Choctaw,40023
Hunter,39.1747,-111.0289,Coal,Utah,Emery,49015
Huntington,39.3792,-111.0781,Coal,Utah,Emery,49015
Iatan,39.4472,-94.98,Coal,Missouri,Platte,29165
Independence Steam Electric Station,35.6784,-91.4088,Coal,Arkansas,Independence,5063
Indian River Generating Station,38.5857,-75.2341,Coal,Delaware,Sussex,10005
Indiantown Cogeneration LP,27.0389,-80.5125,Coal,Florida,Martin,12085
Ingredion Incorporated,41.7775,-87.8233,Coal,Illinois,Cook,17031
Intermountain Power Project,39.5097,-112.5802,Coal,Utah,Millard,49027
Iowa State University,42.0275,-93.6394,Coal,Iowa,Story,19169
J B Sims,43.0706,-86.235,Coal,Michigan,Ottawa,26139
J H Campbell,42.9103,-86.2007,Coal,Michigan,Ottawa,26139
J K Spruce,29.3097,-98.3203,Coal,Texas,Bexar,48029
J M Stuart,38.6361,-83.6939,Coal,Kentucky,Mason,21161
J T Deely,29.3081,-98.3228,Coal,Texas,Bexar,48029
James E. Rogers Energy Complex,35.22,-81.7594,Coal,North Carolina,Cleveland,37045
James H Miller Jr,33.6319,-87.0597,Coal,Alabama,Jefferson,1073
James River Genco LLC,37.2939,-77.2697,Coal,Virginia,Hopewell City,51670
Jeffrey Energy Center,39.2865,-96.1172,Coal,Kansas,Pottawatomie,20149
Jim Bridger,41.7378,-108.7875,Coal,Wyoming,Sweetwater,56037
John B Rich Memorial Power Station,40.7903,-76.1983,Coal,Pennsylvania,Schuylkill,42107
John E Amos,38.4731,-81.8233,Coal,West Virginia,Kanawha,54039
John P Madgett,44.3036,-91.9126,Coal,Wisconsin,Buffalo,55011
John Twitty Energy Center,37.1517,-93.388,Coal,Missouri,Greene,29077
John W Turk Jr Power Plant,33.6497,-93.8119,Coal,Arkansas,Hempstead,5057
Joliet 29,41.4946,-88.1238,Coal,Illinois,Will,17197
Joliet 9,41.4931,-88.1153,Coal,Illinois,Will,17197
Joppa Steam,37.2094,-88.8589,Coal,Illinois,Massac,17127
Kennecott Power Plant,40.7119,-112.1225,Coal,Utah,Salt Lake,49035
Kenneth C Coleman,37.9631,-86.7911,Coal,Indiana,Perry,18123
Keystone,40.6604,-79.3411,Coal,Pennsylvania,Westmoreland,42129
Killen Station,38.6903,-83.4803,Coal,Ohio,Adams,39001
Kincaid Generation LLC,39.5906,-89.4964,Coal,Illinois,Christian,17021
Kingston,35.8992,-84.5194,Coal,Tennessee,Roane,47145
Kline Township Cogen Facility,40.8734,-75.9935,Coal,Pennsylvania,Schuylkill,42107
Kyger Creek,38.9144,-82.1289,Coal,West Virginia,Mason,54053
La Cygne,38.3481,-94.6456,Coal,Kansas,Linn,20107
Labadie,38.5622,-90.8377,Coal,Missouri,Franklin,29071
