Site Name,Site Score,State,normalized_county,Status,Latitude,Longitude,Fips
Jacobs Smelter,50.0,Utah,Tooele,NPL Site,40.454167,-112.358333,49045
General Electric Co. (Spokane Shop),57.8,Washington,Spokane,NPL Site,47.6729,-117.3441,53063
Willow Grove Naval Air and Air Reserve Station,50.0,Pennsylvania,Montgomery,NPL Site,40.19222,-75.1475,42091
"Vineland Chemical Co., Inc.",59.16,New Jersey,Cumberland,NPL Site,39.510281,-75.056661,34011
Mallory Capacitor Co.,29.44,Tennessee,Wayne,NPL Site,35.317638,-87.758611,47181
Gowanus Canal,50.0,New York,Kings,NPL Site,40.681639,-73.98733299999998,36047
Newtown Creek,50.0,New York,Kings,NPL Site,40.715192,-73.930762,36047
Bountiful/Woods Cross 5th South PCE Plume,50.0,Utah,Davis,NPL Site,40.887222,-111.903889,49011
Fort Lewis Logistics Center,35.48,Washington,Pierce,NPL Site,47.1142,-122.5365,53053
Arlington Blending & Packaging,39.03,Tennessee,Shelby,NPL Site,35.2996,-89.6577,47157
Black River PCBs,48.03,New York,Jefferson,NPL Site,43.984269,-75.627753,36045
"Breslube-Penn, Inc",50.0,Pennsylvania,Allegheny,NPL Site,40.501389,-80.146389,42003
Wrigley Charcoal Plant,36.14,Tennessee,Hickman,NPL Site,35.9025,-87.35319399999999,47081
Bangor Naval Submarine Base,55.91,Washington,Kitsap,NPL Site,47.699,-122.7131,53035
Carrier Air Conditioning Co.,48.91,Tennessee,Shelby,NPL Site,35.043331,-89.690411,47157
Dewey Loeffel Landfill,50.0,New York,Rensselaer,NPL Site,42.560957,-73.560496,36083
Salford Quarry,50.0,Pennsylvania,Montgomery,NPL Site,40.251944,-75.382222,42091
Oak Ridge Reservation (USDOE),51.13,Tennessee,Anderson,NPL Site,35.924719,-84.390139,47001
Memphis Defense Depot (DLA),58.06,Tennessee,Shelby,NPL Site,35.093333,-90.003333,47157
Ross Metals Inc.,37.65,Tennessee,Fayette,NPL Site,35.049167,-89.548611,47047
Smalley-Piper,50.0,Tennessee,Shelby,NPL Site,35.044444,-89.685833,47157
Smokey Mountain Smelters,50.0,Tennessee,Knox,NPL Site,35.919444,-83.925833,47093
Alamo Contaminated Ground Water,50.0,Tennessee,Crockett,NPL Site,35.784153,-89.118022,47033
Clinch River Corporation,48.03,Tennessee,Roane,NPL Site,35.93195,-84.539381,47145
"Walker Machine Products, Inc.",50.0,Tennessee,Shelby,NPL Site,35.041589,-89.653469,47157
Former Custom Cleaners,50.0,Tennessee,Shelby,NPL Site,35.115114,-89.945,47157
Southside Chattanooga Lead,50.0,Tennessee,Hamilton,NPL Site,35.032552,-85.30055899999998,47065
Crystal Chemical Co.,60.9,Texas,Harris,NPL Site,29.7206,-95.5644,48201
"French, Ltd.",63.33,Texas,Harris,NPL Site,29.8796,-95.0739,48201
Highlands Acid Pit,37.77,Texas,Harris,NPL Site,29.8141,-95.0786,48201
"Motco, Inc.",0.0,Texas,Galveston,NPL Site,29.334719,-94.933331,48167
Sikes Disposal Pits,61.62,Texas,Harris,NPL Site,29.881669,-95.086669,48201
United Creosoting Co.,37.29,Texas,Montgomery,NPL Site,30.331669,-95.456669,48339
Geneva Industries/Fuhrmann Energy,59.46,Texas,Harris,NPL Site,29.66,-95.25,48201
Odessa Chromium #1,42.24,Texas,Ector,NPL Site,31.881669,-102.4033,48135
"Koppers Co., Inc. (Texarkana Plant)",31.31,Texas,Bowie,NPL Site,33.416669,-94.065,48037
Sol Lynn/Industrial Transformers,39.65,Texas,Harris,NPL Site,29.678889,-95.398611,48201
"Petro-Chemical Systems, Inc. (Turtle Bayou)",29.94,Texas,Liberty,NPL Site,29.92,-94.688061,48291
North Cavalcade Street,37.08,Texas,Harris,NPL Site,29.806669,-95.349169,48201
South Cavalcade Street,38.69,Texas,Harris,NPL Site,29.798331,-95.347781,48201
Lone Star Army Ammunition Plant,31.85,Texas,Bowie,NPL Site,33.4344,-94.2483,48037
Longhorn Army Ammunition Plant,39.83,Texas,Harris,NPL Site,32.665,-94.123339,48201
Texarkana Wood Preserving Co.,40.19,Texas,Bowie,NPL Site,33.408331,-94.053339,48037
Sheridan Disposal Services,30.16,Texas,Waller,NPL Site,30.2074,-96.1357,48473
Pantex Plant (USDOE),51.22,Texas,Carson,NPL Site,35.321944,-101.563611,48065
RSR Corp.,50.0,Texas,Dallas,NPL Site,32.776944,-96.8725,48113
ALCOA (Point Comfort)/Lavaca Bay,50.0,Texas,Calhoun,NPL Site,28.650833,-96.562222,48057
Tex-Tin Corp.,50.0,Texas,Galveston,NPL Site,29.356667,-94.941667,48167
Sprague Road Ground Water Plume,43.21,Texas,Ector,NPL Site,31.918611,-102.428333,48135
Jasper Creosoting Company Inc.,50.0,Texas,Jasper,NPL Site,30.933889,-93.9825,48241
Rockwool Industries Inc.,48.0,Texas,Bell,NPL Site,31.051667,-97.438056,48027
City of Perryton Well No. 2,50.0,Texas,Ochiltree,NPL Site,36.400556,-100.804722,48357
"Many Diversified Interests, Inc.",32.07,Texas,Harris,NPL Site,29.767778000000003,-95.331667,48201
Hart Creosoting Company,48.0,Texas,Jasper,NPL Site,30.893611,-93.995278,48241
Star Lake Canal,50.0,Texas,Jefferson,NPL Site,29.975,-93.917,48245
Garland Creosoting,49.1,Texas,Gregg,NPL Site,32.442272,-94.710903,48183
State Road 114 Ground Water Plume,42.41,Texas,Hockley,NPL Site,33.599883,-102.405561,48219
"Malone Service Company, Inc.",50.0,Texas,Galveston,NPL Site,29.333056,-94.902778,48167
Patrick Bayou,47.83,Texas,Harris,NPL Site,29.731944,-95.114583,48201
Brine Service Company,50.0,Texas,Nueces,NPL Site,27.815372,-97.508606,48355
Gulfco Marine Maintenance,50.0,Texas,Brazoria,NPL Site,28.966847,-95.289656,48039
Falcon Refinery,50.0,Texas,San Patricio,NPL Site,27.860725,-97.179306,48409
Jones Road Ground Water Plume,46.5,Texas,Harris,NPL Site,29.90465,-95.584319,48201
Conroe Creosoting Company,48.0,Texas,Montgomery,NPL Site,30.318744,-95.435428,48339
Air Force Plant #4 (General Dynamics),39.92,Texas,Tarrant,NPL Site,32.777781,-97.45,48439
Sandy Beach Road Ground Water Plume,50.0,Texas,Tarrant,NPL Site,32.928472,-97.525,48439
East 67th Street Ground Water Plume,50.0,Texas,Ector,NPL Site,31.908611,-102.385833,48135
Bandera Road Ground Water Plume,50.0,Texas,Bexar,NPL Site,29.494433,-98.6205,48029
Donna Reservoir and Canal System,50.0,Texas,Hidalgo,NPL Site,26.112286,-98.086469,48215
Midessa Ground Water Plume,50.0,Texas,Midland,NPL Site,31.90635,-102.233669,48329
San Jacinto River Waste Pits,50.0,Texas,Harris,NPL Site,29.7944,-95.0625,48201
North East 2nd Street (formerly Attebury Grain Storage Facility),32.33,Texas,Swisher,NPL Site,34.745,-101.853333,48437
Van der Horst USA Corporation,48.0,Texas,Kaufman,NPL Site,32.734167,-96.273889,48257
West County Road 112 Ground Water,50.0,Texas,Midland,NPL Site,31.964129,-102.094921,48329
US Oil Recovery,50.0,Texas,Harris,NPL Site,29.718389,-95.221528,48201
Circle Court Ground Water Plume,50.0,Texas,Parker,NPL Site,32.744778000000004,-97.679763,48367
Main Street Ground Water Plume,50.0,Texas,Burnet,NPL Site,30.737148,-98.22544,48053
"Eldorado Chemical Co., Inc.",38.85,Texas,Bexar,NPL Site,29.568833,-98.350042,48029
Highway 18 Ground Water,50.0,Texas,Winkler,NPL Site,31.852,-103.090681,48495
"Lane Plating Works, Inc.",50.0,Texas,Dallas,NPL Site,32.687886,-96.769485,48113
River City Metal Finishing,50.0,Texas,Bexar,NPL Site,29.430489,-98.731875,48029
Delfasco Forge,50.0,Texas,Dallas,NPL Site,32.750269,-96.963228,48113
Portland Cement (Kiln Dust 2 & 3),54.4,Utah,Salt Lake,NPL Site,40.7474,-111.9436,49035
Hill Air Force Base,49.94,Utah,Davis,NPL Site,41.128331,-111.955,49011
Ogden Defense Depot (DLA),45.1,Utah,Weber,NPL Site,41.266669,-112.0,49057
Five Points PCE Plume,50.0,Utah,Davis,NPL Site,40.874583,-111.887028,49011
Sharon Steel Corp (Farrell Works Disposal Area) ,50.0,Pennsylvania,Mercer,NPL Site,41.198611,-80.510278,42085
New Cassel/Hicksville Ground Water Contamination,50.0,New York,Nassau,NPL Site,40.752446,-73.559781,36059
U.S. Magnesium,59.18,Utah,Tooele,NPL Site,40.914993,-112.719949,49045
Eighteenmile Creek,50.0,New York,Niagara,NPL Site,43.1813,-78.689544,36063
Old Wilmington Road Ground Water Contamination,50.0,Pennsylvania,Chester,NPL Site,39.99583300000001,-75.908333,42029
Moses Lake Wellfield Contamination,50.0,Washington,Grant,NPL Site,47.204722,-119.315556,53025
700 South 1600 East PCE Plume,50.0,Utah,Salt Lake,NPL Site,40.753938,-111.848022,49035
Wolff-Alport Chemical Company,50.0,New York,Queens,NPL Site,40.692672,-73.901997,36081
Ventron/Velsicol,51.38,New Jersey,Bergen,NPL Site,40.84,-74.07943900000002,34003
Chisman Creek,47.19,Virginia,York,NPL Site,37.177,-76.4631,51199
Wappinger Creek,50.0,New York,Dutchess,NPL Site,41.597684,-73.927136,36027
Lower Darby Creek Area,50.0,Pennsylvania,Delaware,NPL Site,39.885556,-75.267778,42045
Saltville Waste Disposal Ponds,29.52,Virginia,Smyth,NPL Site,36.883339,-81.783331,51173
Valmont TCE,43.16,Pennsylvania,Luzerne,NPL Site,40.967778,-76.015556,42079
Watson Johnson Landfill,70.71,Pennsylvania,Bucks,NPL Site,40.460139,-75.331861,42017
Franklin Slag Pile (MDC),50.2,Pennsylvania,Philadelphia,NPL Site,39.983194,-75.083889,42101
Letterkenny Army Depot (PDO Area),37.51,Pennsylvania,Franklin,NPL Site,40.0075,-77.64,42055
Paoli Rail Yard,32.18,Pennsylvania,Chester,NPL Site,40.043189,-75.492919,42029
Ryeland Road Arsenic,60.3,Pennsylvania,Berks,NPL Site,40.35395,-76.175361,42011
Saint-Gobain Performance Plastics,50.0,New York,Rensselaer,NPL Site,42.8943,-73.3566,36083
Price Battery,37.86,Pennsylvania,Berks,NPL Site,40.549507,-75.980228,42011
Safety Light Corporation,70.71,Pennsylvania,Columbia,NPL Site,41.015278,-76.376389,42037
Jackson Ceramix,30.22,Pennsylvania,Jefferson,NPL Site,41.139167,-78.80194399999998,42065
Chem-Fab,50.0,Pennsylvania,Bucks,NPL Site,40.315958,-75.136003,42017
BoRit Asbestos,50.0,Pennsylvania,Montgomery,NPL Site,40.153472,-75.228625,42091
Metro Container Corporation,50.0,Pennsylvania,Delaware,NPL Site,39.824981,-75.399047,42045
Baghurst Drive,50.0,Pennsylvania,Montgomery,NPL Site,40.299483,-75.45513299999998,42091
Juncos Landfill,32.57,Puerto Rico,Juncos,NPL Site,18.2232,-65.9087,72077
Vega Alta Public Supply Wells,42.24,Puerto Rico,Vega Alta,NPL Site,18.418061,-66.330281,72143
Upjohn Facility,41.92,Puerto Rico,Barceloneta,NPL Site,18.4292,-66.5901,72017
Fibers Public Supply Wells,35.34,Puerto Rico,Guayama,NPL Site,17.9632,-66.1461,72057
Vega Baja Solid Waste Disposal,50.37,Puerto Rico,Vega Baja,NPL Site,18.434306,-66.38972199999999,72145
"Scorpio Recycling, Inc.",50.0,Puerto Rico,Toa Baja,NPL Site,18.409167,-66.231944,72137
Pesticide Warehouse III,50.0,Puerto Rico,Manati,NPL Site,18.429139000000006,-66.458,72091
Cidra Ground Water Contamination,50.0,Puerto Rico,Cidra,NPL Site,18.175277,-66.16194399999999,72041
Atlantic Fleet Weapons Training Area - Vieques,0.0,Puerto Rico,Vieques,NPL Site,18.13058,-65.3106,72147
Pesticide Warehouse I,50.0,Puerto Rico,Arecibo,NPL Site,18.435556,-66.6,72013
Maunabo Area Ground Water Contamination,50.0,Puerto Rico,Maunabo,NPL Site,18.005611,-65.90141700000001,72095
San German Ground Water Contamination,50.0,Puerto Rico,San German,NPL Site,18.084472,-67.035306,72125
"Papelera Puertorriquena, Inc.",34.69,Puerto Rico,Utuado,NPL Site,18.265194,-66.694908,72141
Cabo Rojo Ground Water Contamination,50.0,Puerto Rico,Cabo Rojo,NPL Site,18.090725,-67.148325,72023
Hormigas Ground Water Plume,50.0,Puerto Rico,Caguas,NPL Site,18.2206,-66.101,72025
Corozal Well,50.0,Puerto Rico,Corozal,NPL Site,18.295711,-66.286206,72047
Dorado Ground Water Contamination,50.0,Puerto Rico,Dorado,NPL Site,18.42975602,-66.27832042,72051
The Battery Recycling Company,56.66,Puerto Rico,Arecibo,NPL Site,18.453603,-66.694097,72013
Davis Liquid Waste,47.25,Rhode Island,Providence,NPL Site,41.922219,-71.57776899999998,44007
"Stamina Mills, Inc.",34.07,Rhode Island,Providence,NPL Site,41.9964,-71.5647,44007
"Landfill & Resource Recovery, Inc. (L&RR)",49.58,Rhode Island,Providence,NPL Site,41.9795,-71.589,44007
"Peterson/Puritan, Inc.",40.1,Rhode Island,Providence,NPL Site,41.929581,-71.4268,44007
Picillo Farm,0.0,Rhode Island,Kent,NPL Site,41.671669,-71.70916899999997,44003
Western Sand & Gravel,51.35,Rhode Island,Providence,NPL Site,41.9727,-71.595,44007
Central Landfill,46.71,Rhode Island,Providence,NPL Site,41.808331,-71.534719,44007
Rose Hill Regional Landfill,38.11,Rhode Island,Washington,NPL Site,41.470831,-71.49166899999999,44009
Davisville Naval Construction Battalion Center,34.52,Rhode Island,Washington,NPL Site,41.6095,-71.47421999999997,44009
Newport Naval Education/Training Center,32.25,Rhode Island,Newport,NPL Site,41.56445,-71.29346899999999,44005
West Kingston Town Dump/URI Disposal Area,50.0,Rhode Island,Washington,NPL Site,41.496667,-71.535278,44009
Centredale Manor Restoration Project,70.71,Rhode Island,Providence,NPL Site,41.857667,-71.48725,44007
"Carolawn, Inc.",32.04,South Carolina,Chester,NPL Site,34.686111,-80.94305,45023
SCRDI Bluff Road,0.0,South Carolina,Richland,NPL Site,33.885419,-80.90875,45079
SCRDI Dixiana,40.7,South Carolina,Lexington,NPL Site,33.90445,-81.063889,45063
"Leonard Chemical Co., Inc.",47.1,South Carolina,York,NPL Site,34.851669,-80.904169,45091
Kalama Specialty Chemicals,57.9,South Carolina,Beaufort,NPL Site,32.4734,-80.7401,45013
Palmetto Wood Preserving,38.43,South Carolina,Lexington,NPL Site,33.920831,-81.060281,45063
"Wamchem, Inc.",47.7,South Carolina,Beaufort,NPL Site,32.497219,-80.74166899999999,45013
Medley Farm Drum Dump,31.58,South Carolina,Cherokee,NPL Site,34.9805,-81.6685,45021
"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",37.63,South Carolina,Pickens,NPL Site,34.895,-82.7232,45077
Rock Hill Chemical Co.,40.29,South Carolina,York,NPL Site,34.9661,-80.9985,45091
Helena Chemical Co. Landfill,33.89,South Carolina,Allendale,NPL Site,32.9412,-81.23899999999998,45005
"Para-Chem Southern, Inc.",32.94,South Carolina,Greenville,NPL Site,34.7134,-82.23299999999998,45045
Lexington County Landfill Area,37.93,South Carolina,Lexington,NPL Site,33.919581,-81.074169,45063
Elmore Waste Disposal,31.45,South Carolina,Spartanburg,NPL Site,34.935905,-82.216599,45083
Townsend Saw Chain Co.,35.94,South Carolina,Richland,NPL Site,34.10625,-80.83416899999997,45079
Beaunit Corp. (Circular Knit & Dye),32.44,South Carolina,Greenville,NPL Site,34.698061,-82.216111,45045
Savannah River Site (USDOE),47.7,South Carolina,Aiken,NPL Site,33.348889,-81.73778100000001,45003
"Koppers Co., Inc. (Charleston Plant)",50.0,South Carolina,Charleston,NPL Site,32.822083,-79.958333,45019
Aqua-Tech Environmental Inc. (Groce Laboratories),50.0,South Carolina,Spartanburg,NPL Site,34.9328,-82.1725,45083
Parris Island Marine Corps Recruit Depot,50.0,South Carolina,Beaufort,NPL Site,32.3528,-80.7031,45013
Shuron Inc.,68.26,South Carolina,Barnwell,NPL Site,33.236694,-81.375778,45011
Macalloy Corporation,50.0,South Carolina,Charleston,NPL Site,32.838056,-79.951194,45019
Brewer Gold Mine,50.0,South Carolina,Chester,NPL Site,34.652194,-80.411472,45023
Barite Hill/Nevada Goldfields,50.0,South Carolina,McCormick,NPL Site,33.873090000000005,-82.30067,45065
US Finishing/Cone Mills,50.0,South Carolina,Greenville,NPL Site,34.883292,-82.426303,45045
Burlington Industries Cheraw,48.0,South Carolina,Chester,NPL Site,34.698689,-79.912786,45023
Ellsworth Air Force Base,33.62,South Dakota,Meade,NPL Site,44.148061,-103.0958,46093
U.S. Titanium,34.78,Virginia,Nelson,NPL Site,37.708331,-79.016669,51125
Pacific Sound Resources,70.71,Washington,King,NPL Site,47.582332,-122.366667,53033
Puget Sound Naval Shipyard Complex,50.0,Washington,Kitsap,NPL Site,47.559166,-122.647222,53035
"Avtex Fibers, Inc.",35.39,Virginia,Warren,NPL Site,38.925561,-78.211669,51187
Magna Metals,50.0,New York,Westchester,NPL Site,41.2745,-73.8704,36119
Jackson Park Housing Complex (USNAVY),50.0,Washington,Kitsap,NPL Site,47.58861,-122.695972,53035
Arsenic Mine,0.0,New York,Putnam,NPL Site,41.457972,-73.715285,36079
L.A. Clarke & Son,34.24,Virginia,Spotsylvania,NPL Site,38.236111,-77.4325,51177
Allied Chemical & Ironton Coke,47.05,Ohio,Lawrence,NPL Site,38.5057,-82.65799999999999,39087
Defense General Supply Center (DLA),33.85,Virginia,Chesterfield,NPL Site,37.4189,-77.4485,51041
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),50.0,Washington,Kitsap,NPL Site,47.574443,-122.548055,53035
Big D Campground,30.77,Ohio,Ashtabula,NPL Site,41.904169,-80.652781,39007
Cinnaminson Township (Block 702) Ground Water Contamination,37.93,New Jersey,Burlington,NPL Site,40.0175,-74.9862,34005
First Piedmont Corp. Rock Quarry (Route 719),30.16,Virginia,Pittsylvania,NPL Site,36.665831,-79.348611,51143
Fried Industries,33.61,New Jersey,Middlesex,NPL Site,40.4424,-74.4412,34023
"Atlantic Wood Industries, Inc.",37.14,Virginia,Portsmouth City,NPL Site,36.8065,-76.29899999999998,51740
"Waldick Aerospace Devices, Inc.",44.86,New Jersey,Monmouth,NPL Site,40.143,-74.0613,34025
Naval Weapons Station Earle (Site A),29.65,New Jersey,Monmouth,NPL Site,40.264581,-74.16291899999997,34025
Naval Air Engineering Center,50.53,New Jersey,Ocean,NPL Site,40.029719,-74.369161,34029
Boomsnub/Airco,0.0,Washington,Clark,NPL Site,45.677222,-122.621667,53011
"Monitor Devices, Inc./Intercircuits, Inc.",41.93,New Jersey,Monmouth,NPL Site,40.185281,-74.11971899999998,34025
Dayco Corp./L.E. Carpenter Co.,46.13,New Jersey,Morris,NPL Site,40.903331,-74.5775,34027
Cosden Chemical Coatings Corp.,33.86,New Jersey,Burlington,NPL Site,40.058183,-74.925899,34005
"Curcio Scrap Metal, Inc.",34.37,New Jersey,Bergen,NPL Site,40.8907,-74.1035,34003
Brook Industrial Park,58.12,New Jersey,Somerset,NPL Site,40.560139,-74.536111,34035
Pohatcong Valley Ground Water Contamination,28.9,New Jersey,Warren,NPL Site,40.75,-75.0,34041
"Kauffman & Minteer, Inc.",28.51,New Jersey,Burlington,NPL Site,40.0363,-74.694,34005
Picatinny Arsenal (USARMY),42.92,New Jersey,Morris,NPL Site,40.916669,-74.583339,34027
South Jersey Clothing Co.,42.24,New Jersey,Atlantic,NPL Site,39.5206,-74.9491,34001
Higgins Disposal,30.87,New Jersey,Somerset,NPL Site,40.3875,-74.61528100000002,34035
Higgins Farm,30.47,New Jersey,Somerset,NPL Site,40.406389,-74.60278100000002,34035
Global Sanitary Landfill,45.92,New Jersey,Middlesex,NPL Site,40.446389,-74.286111,34023
Garden State Cleaners Co.,28.9,New Jersey,Atlantic,NPL Site,39.519031,-74.94945,34001
Federal Aviation Administration Technical Center,39.65,New Jersey,Atlantic,NPL Site,39.458331,-74.583339,34001
Chemical Insecticide Corp.,37.93,New Jersey,Middlesex,NPL Site,40.5274,-74.368,34023
White Chemical Corp.,0.0,New Jersey,Essex,NPL Site,40.698484,-74.19824200000002,34013
Horseshoe Road,51.37,New Jersey,Middlesex,NPL Site,40.484722,-74.31944399999998,34023
Franklin Burn,40.67,New Jersey,Gloucester,NPL Site,39.594444,-75.025,34015
Welsbach & General Gas Mantle (Camden Radiation),41.46,New Jersey,Camden,NPL Site,39.919722,-75.121944,34007
"Cornell Dubilier Electronics, Inc.",50.27,New Jersey,Middlesex,NPL Site,40.576389,-74.414167,34023
LCP Chemicals Inc.,50.0,New Jersey,Union,NPL Site,40.6075,-74.210278,34039
Puchack Well Field,50.0,New Jersey,Camden,NPL Site,39.976667,-75.05194399999998,34007
Zschiegner Refining,50.0,New Jersey,Monmouth,NPL Site,40.145833,-74.2,34025
Middlesex Sampling Plant (USDOE),50.0,New Jersey,Middlesex,NPL Site,40.569806,-74.49319399999997,34023
United States Avenue Burn,50.0,New Jersey,Camden,NPL Site,39.834167,-74.963889,34007
Emmell's Septic Landfill,50.0,New Jersey,Atlantic,NPL Site,39.500694,-74.543611,34001
"Martin Aaron, Inc.",50.0,New Jersey,Camden,NPL Site,39.926111,-75.119167,34007
Iceland Coin Laundry Area Ground Water Plume,30.3,New Jersey,Cumberland,NPL Site,39.45725,-75.04725,34011
Lightman Drum Company,42.03,New Jersey,Camden,NPL Site,39.729722,-74.905917,34007
McGuire Air Force Base #1,47.2,New Jersey,Burlington,NPL Site,40.018056,-74.593611,34005
Diamond Head Oil Refinery Div.,30.0,New Jersey,Hudson,NPL Site,40.747222,-74.132194,34017
Quanta Resources,50.0,New Jersey,Bergen,NPL Site,40.804306,-73.98916700000002,34003
Woodbrook Road Dump,50.0,New Jersey,Middlesex,NPL Site,40.561564,-74.402914,34023
Atlantic Resources Corporation,50.0,New Jersey,Middlesex,NPL Site,40.486111,-74.31944399999998,34023
White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,41.63,New Jersey,Monmouth,NPL Site,40.135444,-74.063133,34025
Standard Chlorine,50.0,New Jersey,Hudson,NPL Site,40.75,-74.097222,34017
Rolling Knolls Landfill,58.31,New Jersey,Morris,NPL Site,40.729528,-74.447861,34027
Sherwin-Williams/Hilliards Creek,50.0,New Jersey,Camden,NPL Site,39.835526,-74.964977,34007
"Matteo & Sons, Inc.",50.0,New Jersey,Gloucester,NPL Site,39.854722,-75.168306,34015
Ringwood Mines/Landfill,52.58,New Jersey,Passaic,NPL Site,41.136669,-74.2725,34031
"Curtis Specialty Papers, Inc.",50.0,New Jersey,Hunterdon,NPL Site,40.56175800000001,-75.089842,34019
Raritan Bay Slag,50.0,New Jersey,Middlesex,NPL Site,40.464589,-74.25801700000002,34023
Mansfield Trail Dump,50.0,New Jersey,Sussex,NPL Site,40.9289443,-74.69959990000002,34037
Garfield Ground Water Contamination,0.0,New Jersey,Bergen,NPL Site,40.871858,-74.106431,34003
Orange Valley Regional Ground Water Contamination,50.0,New Jersey,Essex,NPL Site,40.779936,-74.225267,34013
"Matlack, Inc.",45.54,New Jersey,Gloucester,NPL Site,39.763106,-75.32216899999997,34015
Riverside Industrial Park,50.0,New Jersey,Essex,NPL Site,40.765722,-74.159084,34013
Pierson's Creek,47.99,New Jersey,Essex,NPL Site,40.7163,-74.1452,34013
Unimatic Manufacturing Corporation,50.0,New Jersey,Essex,NPL Site,40.878792,-74.269155,34013
Former Kil-Tone Company,65.29,New Jersey,Cumberland,NPL Site,39.47841,-75.02548900000002,34011
Homestake Mining Co.,34.21,New Mexico,Cibola,NPL Site,35.243331,-107.8633,35006
South Valley,0.0,New Mexico,Bernalillo,NPL Site,35.0441,-106.6411,35001
United Nuclear Corp.,30.36,New Mexico,McKinley,NPL Site,35.643331,-108.5,35031
Cimarron Mining Corp.,38.93,New Mexico,Lincoln,NPL Site,33.643469,-105.8647,35027
Prewitt Abandoned Refinery,44.24,New Mexico,McKinley,NPL Site,35.3596,-108.0348,35031
Lee Acres Landfill (USDOI),39.37,New Mexico,San Juan,NPL Site,36.7111,-108.0921,35045
AT&SF (Albuquerque),50.0,New Mexico,Bernalillo,NPL Site,35.033333,-106.655278,35001
North Railroad Avenue Plume,50.0,New Mexico,Rio Arriba,NPL Site,35.9914,-106.081384,35039
Fruit Avenue Plume,50.0,New Mexico,Bernalillo,NPL Site,35.086444,-106.640611,35001
Griggs & Walnut Ground Water Plume,50.0,New Mexico,Dona Ana,NPL Site,32.315556,-106.76,35013
McGaffey and Main Groundwater Plume,50.0,New Mexico,Chaves,NPL Site,33.379792,-104.518722,35005
Grants Chlorinated Solvents Plume,50.0,New Mexico,Cibola,NPL Site,35.155778000000005,-107.843889,35006
Eagle Picher Carefree Battery,50.0,New Mexico,Socorro,NPL Site,34.099517,-106.901239,35053
Chevron Questa Mine,50.0,New Mexico,Taos,NPL Site,36.700294,-105.497706,35055
Jackpile-Paguate Uranium Mine,50.0,New Mexico,Cibola,NPL Site,35.133728000000005,-107.347372,35006
Lea and West Second Street,50.0,New Mexico,Chaves,NPL Site,33.394079,-104.529951,35005
Carson River Mercury Site,39.07,Nevada,Churchill,NPL Site,39.23195,-119.5892,32001
Saunders Supply Co.,36.88,Virginia,Suffolk City,NPL Site,36.86055,-76.58166899999998,51800
Oeser Co,69.34,Washington,Whatcom,NPL Site,48.77027800000001,-122.514444,53073
Palermo Well Field Ground Water Contamination,50.0,Washington,Thurston,NPL Site,47.001667,-122.904167,53067
"Rentokil, Inc. (Virginia Wood Preserving Division)",30.34,Virginia,Henrico,NPL Site,37.635831,-77.50361099999998,51087
Chem-Dyne,0.0,Ohio,Butler,NPL Site,39.4079,-84.552,39017
E.H. Schilling Landfill,34.56,Ohio,Lawrence,NPL Site,38.5725,-82.75555,39087
Fields Brook,44.95,Ohio,Ashtabula,NPL Site,41.8915,-80.7754,39007
Fultz Landfill,39.42,Ohio,Guernsey,NPL Site,39.984719,-81.541661,39059
Nease Chemical,47.19,Ohio,Columbiana,NPL Site,40.916669,-80.891669,39029
New Lyme Landfill,31.19,Ohio,Ashtabula,NPL Site,41.584719,-80.729161,39007
"Pristine, Inc.",35.25,Ohio,Hamilton,NPL Site,39.236111,-84.43723100000003,39061
Old Mill,35.95,Ohio,Ashtabula,NPL Site,41.6601,-80.8456,39007
Skinner Landfill,30.23,Ohio,Butler,NPL Site,39.333331,-84.39971899999998,39017
Summit National,52.28,Ohio,Portage,NPL Site,41.024,-81.0971,39133
Van Dale Junkyard,33.03,Ohio,Washington,NPL Site,39.43195,-81.4025,39167
Zanesville Well Field,35.59,Ohio,Muskingum,NPL Site,39.967781,-81.992231,39119
Miami County Incinerator,57.84,Ohio,Miami,NPL Site,40.074169,-84.22416899999997,39109
Powell Road Landfill,31.62,Ohio,Montgomery,NPL Site,39.833331,-84.16,39113
South Point Plant,46.33,Ohio,Lawrence,NPL Site,38.4375,-82.591669,39087
"United Scrap Lead Co., Inc.",58.15,Ohio,Miami,NPL Site,40.008889,-84.198611,39109
Industrial Excess Landfill,51.13,Ohio,Stark,NPL Site,40.968331,-81.404169,39151
"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",35.57,Ohio,Montgomery,NPL Site,39.716581,-84.201531,39113
Ormet Corp.,46.44,Ohio,Monroe,NPL Site,39.705,-80.841669,39111
"TRW, Inc. (Minerva Plant)",38.08,Ohio,Stark,NPL Site,40.745,-81.09,39151
Wright-Patterson Air Force Base,57.85,Ohio,Greene,NPL Site,39.8071,-84.0697,39057
Reilly Tar & Chemical Corp. (Dover Plant),31.38,Ohio,Tuscarawas,NPL Site,40.5175,-81.479,39157
Feed Materials Production Center (USDOE),57.56,Ohio,Butler,NPL Site,39.29945,-84.688331,39017
Mound Plant (USDOE),34.61,Ohio,Montgomery,NPL Site,39.6264,-84.2862,39113
