County,State,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Generation_5years_Total,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate,NPL_Status,Powerplants_Status
Hernando,Florida,0,0.0,1,370.227003,-1.9,stable,0.5367000000000001,No NPL Sites,One Harmful Powerplants
Grant,Kentucky,0,0.0,0,0.14800000000000002,0.3,stable,0.5365,No NPL Sites,No Harmful Powerplants
Minnehaha,South Dakota,0,0.0,1,439.52400000000017,-3.6,stable,0.5364,No NPL Sites,One Harmful Powerplants
Upson,Georgia,0,0.0,1,1780.0020070000005,0.6,stable,0.5362,No NPL Sites,One Harmful Powerplants
Union,South Dakota,0,0.0,0,0.0,-5.6,stable,0.5357999999999999,No NPL Sites,No Harmful Powerplants
McCreary,Kentucky,0,0.0,0,0.0,-0.2,stable,0.5357000000000001,No NPL Sites,No Harmful Powerplants
Mineral,Montana,1,51.33,0,0.0,-0.8,stable,0.5352999999999999,Have NPL Sites,No Harmful Powerplants
East Carroll,Louisiana,0,0.0,0,0.0,0.3,stable,0.5351,No NPL Sites,No Harmful Powerplants
Chautauqua,New York,0,0.0,3,874.191,0.2,stable,0.5351,No NPL Sites,More Than Two Harmful Powerplants
Ransom,North Dakota,0,0.0,1,19.329,-12.1,falling,0.5349999999999999,No NPL Sites,One Harmful Powerplants
Kent,Delaware,3,109.39,5,5121.532265,-1.0,stable,0.5348,Have NPL Sites,More Than Two Harmful Powerplants
Morehouse,Louisiana,0,0.0,0,0.0,0.3,stable,0.5344,No NPL Sites,No Harmful Powerplants
Treasure,Montana,0,0.0,0,0.0,-4.8,stable,0.5339,No NPL Sites,No Harmful Powerplants
Hamilton,Illinois,0,0.0,1,0.199,-2.6,stable,0.5337000000000001,No NPL Sites,One Harmful Powerplants
Johnson,Kentucky,0,0.0,0,0.0,0.4,stable,0.5336000000000001,No NPL Sites,No Harmful Powerplants
Grayson,Kentucky,0,0.0,0,0.0,0.6,stable,0.5332000000000001,No NPL Sites,No Harmful Powerplants
Hart,Kentucky,0,0.0,0,0.0,0.9,stable,0.5331,No NPL Sites,No Harmful Powerplants
Ohio,Kentucky,1,43.84,0,0.0,0.9,stable,0.5331,Have NPL Sites,No Harmful Powerplants
Alexander,Illinois,0,0.0,0,0.0,3.9,stable,0.5331,No NPL Sites,No Harmful Powerplants
Potter,South Dakota,0,0.0,0,0.0,-8.0,stable,0.5329999999999999,No NPL Sites,No Harmful Powerplants
Nassau,Florida,0,0.0,3,4663.3801250000015,2.2,stable,0.5329,No NPL Sites,More Than Two Harmful Powerplants
Roscommon,Michigan,0,0.0,0,0.0,2.1,stable,0.5327000000000001,No NPL Sites,No Harmful Powerplants
Jefferson,Kentucky,1,34.62,3,56167.73489299999,-0.4,falling,0.5327000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Marion,Illinois,1,30.0,1,7.867000000000001,0.2,stable,0.5326,Have NPL Sites,One Harmful Powerplants
Jefferson,New York,2,97.03,3,2737.352996,0.0,stable,0.5325,Have NPL Sites,More Than Two Harmful Powerplants
Bourbon,Kentucky,0,0.0,1,2.028,-0.8,stable,0.5324000000000001,No NPL Sites,One Harmful Powerplants
Monona,Iowa,0,0.0,0,0.0,0.4,stable,0.5324000000000001,No NPL Sites,No Harmful Powerplants
Oneida,Wisconsin,0,0.0,1,308.561616,-2.7,stable,0.5324000000000001,No NPL Sites,One Harmful Powerplants
Oswego,New York,2,32.89,6,139372.36364,-0.4,stable,0.5321999999999999,Have NPL Sites,More Than Two Harmful Powerplants
Iberville,Louisiana,0,0.0,6,56161.50999199999,-2.9,falling,0.5319,No NPL Sites,More Than Two Harmful Powerplants
Greene,Illinois,0,0.0,1,0.204,3.6,stable,0.5317999999999999,No NPL Sites,One Harmful Powerplants
Clay,Illinois,0,0.0,4,14.22,2.6,stable,0.5316,No NPL Sites,More Than Two Harmful Powerplants
Lumpkin,Georgia,0,0.0,0,0.0,0.0,stable,0.5311,No NPL Sites,No Harmful Powerplants
Oldham,Kentucky,0,0.0,1,209.75400000000002,-0.8,falling,0.5309,No NPL Sites,One Harmful Powerplants
Wyoming,New York,0,0.0,2,2735.6267300000004,0.1,stable,0.5306,No NPL Sites,Two Harmful Powerplants
Claiborne,Tennessee,0,0.0,0,0.0,0.8,stable,0.5306,No NPL Sites,No Harmful Powerplants
Sherman,Oregon,0,0.0,0,13706.426,-6.0,stable,0.5304,No NPL Sites,No Harmful Powerplants
Suffolk,New York,10,427.97,23,37418.880096000015,-0.9,falling,0.5303,Have NPL Sites,More Than Two Harmful Powerplants
Cass,Illinois,0,0.0,0,0.0,3.3,stable,0.5303,No NPL Sites,No Harmful Powerplants
Pulaski,Illinois,0,0.0,0,0.0,-2.7,stable,0.5301,No NPL Sites,No Harmful Powerplants
Green,Kentucky,0,0.0,2,41947.799199,1.7,rising,0.5299,No NPL Sites,Two Harmful Powerplants
Elk,Pennsylvania,0,0.0,1,1107.524,2.4,stable,0.5297000000000001,No NPL Sites,One Harmful Powerplants
Burlington,New Jersey,11,421.99,9,40268.50658199999,-7.8,falling,0.5296000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Rensselaer,New York,3,154.66,5,14416.392136,0.7,stable,0.5294,Have NPL Sites,More Than Two Harmful Powerplants
Cumberland,Kentucky,0,0.0,0,0.0,3.5,stable,0.5293,No NPL Sites,No Harmful Powerplants
Chenango,New York,1,34.78,0,0.0,0.4,stable,0.5287999999999999,Have NPL Sites,No Harmful Powerplants
Sargent,North Dakota,0,0.0,0,0.0,2.0,stable,0.5287,No NPL Sites,No Harmful Powerplants
Sangamon,Illinois,0,0.0,5,10907.867277999998,1.9,stable,0.5287,No NPL Sites,More Than Two Harmful Powerplants
St Landry,Louisiana,0,0.0,1,26341.797000000002,0.3,stable,0.5284000000000001,No NPL Sites,One Harmful Powerplants
Saratoga,New York,3,127.31,1,7552.607991,-0.2,stable,0.5283,Have NPL Sites,One Harmful Powerplants
De Soto,Louisiana,0,0.0,2,19505.626981999998,-0.1,stable,0.5283,No NPL Sites,Two Harmful Powerplants
Northampton,Pennsylvania,2,94.38,5,25906.568923000006,-0.9,stable,0.528,Have NPL Sites,More Than Two Harmful Powerplants
Franklin City,Virginia,0,0.0,0,0.0,6.2,stable,0.5277999999999999,No NPL Sites,No Harmful Powerplants
Mississippi,Missouri,0,0.0,0,0.0,5.9,stable,0.5277999999999999,No NPL Sites,No Harmful Powerplants
West Baton Rouge,Louisiana,0,0.0,5,19765.311283000003,-0.4,stable,0.5274,No NPL Sites,More Than Two Harmful Powerplants
Benton,Tennessee,0,0.0,1,190.367,-1.8,stable,0.5271,No NPL Sites,One Harmful Powerplants
Flathead,Montana,1,68.39,1,5117.78,-1.8,stable,0.527,Have NPL Sites,One Harmful Powerplants
Esmeralda,Nevada,0,0.0,0,0.0,7.8,stable,0.5268999999999999,No NPL Sites,No Harmful Powerplants
Marion,Missouri,0,0.0,1,477.965,2.8,stable,0.5267000000000001,No NPL Sites,One Harmful Powerplants
Orleans,New York,2,82.9,0,100.83,0.1,stable,0.5266,Have NPL Sites,No Harmful Powerplants
Bryan,Georgia,0,0.0,0,0.0,0.7,stable,0.5265,No NPL Sites,No Harmful Powerplants
Monroe,Arkansas,0,0.0,0,0.0,6.5,stable,0.5264000000000001,No NPL Sites,No Harmful Powerplants
Boyd,Kentucky,0,0.0,1,67.828,-0.7,falling,0.5264000000000001,No NPL Sites,One Harmful Powerplants
Grenada,Mississippi,1,50.0,0,0.0,-4.7,stable,0.526,Have NPL Sites,No Harmful Powerplants
Magoffin,Kentucky,0,0.0,0,0.0,0.0,stable,0.5257999999999999,No NPL Sites,No Harmful Powerplants
Logan,Kentucky,1,34.21,0,0.0,-0.1,stable,0.5257000000000001,Have NPL Sites,No Harmful Powerplants
Bienville,Louisiana,0,0.0,0,0.0,-0.3,stable,0.5257000000000001,No NPL Sites,No Harmful Powerplants
Kidder,North Dakota,0,0.0,0,0.0,4.2,stable,0.5255,No NPL Sites,No Harmful Powerplants
Greenup,Kentucky,0,0.0,0,0.0,-4.6,stable,0.5254,No NPL Sites,No Harmful Powerplants
Garfield,Nebraska,0,0.0,1,0.125,-9.9,stable,0.5254,No NPL Sites,One Harmful Powerplants
Adams,Iowa,0,0.0,1,7793.8110000000015,1.5,rising,0.5251,No NPL Sites,One Harmful Powerplants
St Francois,Missouri,1,84.91,4,0.206,-1.3,stable,0.525,Have NPL Sites,More Than Two Harmful Powerplants
Whitley,Kentucky,0,0.0,0,374.70300000000003,0.3,stable,0.525,No NPL Sites,No Harmful Powerplants
Shelby,Kentucky,0,0.0,0,0.0,-0.1,stable,0.5247999999999999,No NPL Sites,No Harmful Powerplants
Duval,Florida,5,227.72,7,51359.60206400001,-1.2,stable,0.5244000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Daviess,Kentucky,1,29.12,1,11091.024953,2.2,stable,0.5243,Have NPL Sites,One Harmful Powerplants
Pendleton,Kentucky,0,0.0,1,101.632,0.3,stable,0.5242,No NPL Sites,One Harmful Powerplants
Nuckolls,Nebraska,0,0.0,0,0.0,-0.4,stable,0.524,No NPL Sites,No Harmful Powerplants
Cabell,West Virginia,0,0.0,0,0.0,-1.6,stable,0.5238999999999999,No NPL Sites,No Harmful Powerplants
Hitchcock,Nebraska,0,0.0,0,0.0,-0.1,stable,0.5236999999999999,No NPL Sites,No Harmful Powerplants
Morton,North Dakota,0,0.0,2,2157.629995,-1.7,stable,0.5236999999999999,No NPL Sites,Two Harmful Powerplants
Lewis,West Virginia,0,0.0,0,0.0,1.5,stable,0.5234,No NPL Sites,No Harmful Powerplants
Gloucester,Virginia,0,0.0,1,3116.9480070000004,0.3,stable,0.5232000000000001,No NPL Sites,One Harmful Powerplants
Harrison,Kentucky,0,0.0,0,0.0,-0.2,stable,0.5232000000000001,No NPL Sites,No Harmful Powerplants
Forest,Wisconsin,0,0.0,0,0.0,2.3,stable,0.5231,No NPL Sites,No Harmful Powerplants
Menifee,Kentucky,0,0.0,0,0.0,0.2,stable,0.5231,No NPL Sites,No Harmful Powerplants
Sheridan,North Dakota,0,0.0,0,0.0,-16.0,stable,0.5227999999999999,No NPL Sites,No Harmful Powerplants
Chambers,Alabama,0,0.0,0,5.773,-1.5,stable,0.5227999999999999,No NPL Sites,No Harmful Powerplants
Spalding,Georgia,0,0.0,0,0.0,-0.3,stable,0.5226000000000001,No NPL Sites,No Harmful Powerplants
Clay,Arkansas,0,0.0,1,0.01,2.1,stable,0.5224000000000001,No NPL Sites,One Harmful Powerplants
King William,Virginia,0,0.0,1,2839.100017,4.0,stable,0.5223,No NPL Sites,One Harmful Powerplants
Shelby,Indiana,0,0.0,0,0.0,5.3,stable,0.5223,No NPL Sites,No Harmful Powerplants
Henry,Kentucky,0,0.0,0,0.0,0.0,stable,0.5222,No NPL Sites,No Harmful Powerplants
Belknap,New Hampshire,0,0.0,0,16.692,1.6,stable,0.5221,No NPL Sites,No Harmful Powerplants
Grant,Arkansas,0,0.0,0,0.0,2.4,stable,0.522,No NPL Sites,No Harmful Powerplants
Gallatin,Kentucky,0,0.0,0,1482.519,0.9,stable,0.5218999999999999,No NPL Sites,No Harmful Powerplants
Jefferson,Indiana,0,0.0,1,27966.466968,-3.6,stable,0.5218999999999999,No NPL Sites,One Harmful Powerplants
Menard,Illinois,0,0.0,0,0.0,2.6,stable,0.5218999999999999,No NPL Sites,No Harmful Powerplants
Richmond,New York,0,0.0,2,35995.506936,-0.5,stable,0.5218,No NPL Sites,Two Harmful Powerplants
Madison,Georgia,0,0.0,0,0.0,0.6,stable,0.5217,No NPL Sites,No Harmful Powerplants
Carroll,Tennessee,1,58.15,0,0.0,3.2,stable,0.5217,Have NPL Sites,No Harmful Powerplants
Livingston,Illinois,0,0.0,1,6458.385,2.0,stable,0.5216,No NPL Sites,One Harmful Powerplants
Wicomico,Maryland,0,0.0,1,126.804,0.5,stable,0.5213000000000001,No NPL Sites,One Harmful Powerplants
Floyd,Iowa,1,30.01,2,1132.7986699999994,0.2,stable,0.5213000000000001,Have NPL Sites,Two Harmful Powerplants
Nelson,Virginia,1,34.78,0,0.0,-1.2,stable,0.5212,Have NPL Sites,No Harmful Powerplants
Cecil,Maryland,5,222.78000000000003,1,11037.55462,1.4,stable,0.521,Have NPL Sites,One Harmful Powerplants
Waynesboro City,Virginia,0,0.0,0,0.0,1.8,stable,0.5209,No NPL Sites,No Harmful Powerplants
Wilkinson,Mississippi,0,0.0,0,0.0,4.3,stable,0.5208,No NPL Sites,No Harmful Powerplants
Shelby,Missouri,0,0.0,3,0.37701999999999997,7.8,rising,0.5205,No NPL Sites,More Than Two Harmful Powerplants
Grant,Nebraska,0,0.0,0,0.0,34.0,stable,0.5204,No NPL Sites,No Harmful Powerplants
Van Buren,Arkansas,0,0.0,0,0.0,0.6,stable,0.5204,No NPL Sites,No Harmful Powerplants
Tift,Georgia,1,30.26,0,0.0,0.8,stable,0.5204,Have NPL Sites,No Harmful Powerplants
Tucker,West Virginia,0,0.0,0,669.008,0.7,stable,0.5204,No NPL Sites,No Harmful Powerplants
Edmonson,Kentucky,0,0.0,0,0.0,0.4,stable,0.5198,No NPL Sites,No Harmful Powerplants
Ocean,New Jersey,5,260.17999999999995,7,31864.816287,-7.5,falling,0.5198,Have NPL Sites,More Than Two Harmful Powerplants
Jefferson,Illinois,0,0.0,0,0.0,0.0,stable,0.5198,No NPL Sites,No Harmful Powerplants
Camden,New Jersey,9,434.89,5,449.12967000000015,-0.2,stable,0.5198,Have NPL Sites,More Than Two Harmful Powerplants
Page,Iowa,0,0.0,1,0.06900000000000005,0.7,rising,0.5196000000000001,No NPL Sites,One Harmful Powerplants
Williamson,Illinois,0,0.0,0,0.0,2.0,stable,0.5195,No NPL Sites,No Harmful Powerplants
Putnam,New York,2,37.93,1,0.0,-0.9,falling,0.5194,Have NPL Sites,One Harmful Powerplants
Marion,Tennessee,0,0.0,0,2958.796,-4.7,stable,0.5194,No NPL Sites,No Harmful Powerplants
Tunica,Mississippi,0,0.0,0,0.0,-3.4,stable,0.5192,No NPL Sites,No Harmful Powerplants
Surry,North Carolina,0,0.0,1,65.893,-0.2,stable,0.5192,No NPL Sites,One Harmful Powerplants
Cattaraugus,New York,2,44.46,2,1318.769001,0.0,stable,0.519,Have NPL Sites,Two Harmful Powerplants
Van Buren,Iowa,0,0.0,0,0.0,0.2,stable,0.519,No NPL Sites,No Harmful Powerplants
Golden Valley,North Dakota,0,0.0,0,0.0,-1.7,stable,0.5188,No NPL Sites,No Harmful Powerplants
Carroll,Iowa,0,0.0,2,2820.926,7.3,stable,0.5188,No NPL Sites,Two Harmful Powerplants
Union,Kentucky,0,0.0,0,0.0,0.2,stable,0.5187,No NPL Sites,No Harmful Powerplants
Yazoo,Mississippi,0,0.0,2,785.003,-0.6,stable,0.5187,No NPL Sites,Two Harmful Powerplants
Meade,Kentucky,0,0.0,0,0.0,0.2,stable,0.5182000000000001,No NPL Sites,No Harmful Powerplants
Herkimer,New York,0,0.0,0,1369.3630000000005,0.0,stable,0.518,No NPL Sites,No Harmful Powerplants
Sullivan,Pennsylvania,0,0.0,0,0.0,-7.8,falling,0.518,No NPL Sites,No Harmful Powerplants
Union,Illinois,0,0.0,0,0.0,-1.7,stable,0.5178999999999999,No NPL Sites,No Harmful Powerplants
Emmet,Iowa,0,0.0,1,18.52881,0.1,stable,0.5178999999999999,No NPL Sites,One Harmful Powerplants
Sunflower,Mississippi,0,0.0,0,0.0,2.3,rising,0.5178999999999999,No NPL Sites,No Harmful Powerplants
Wirt,West Virginia,0,0.0,0,0.0,1.1,stable,0.5178,No NPL Sites,No Harmful Powerplants
Livingston,Kentucky,0,0.0,0,199.391,0.5,stable,0.5178,No NPL Sites,No Harmful Powerplants
Onondaga,New York,1,50.0,3,1441.713002,-1.1,falling,0.5178,Have NPL Sites,More Than Two Harmful Powerplants
Albany,New York,1,44.58,4,3961.105,0.2,stable,0.5178,Have NPL Sites,More Than Two Harmful Powerplants
Rockingham,North Carolina,0,0.0,2,8017.924998999999,-0.5,stable,0.5177,No NPL Sites,Two Harmful Powerplants
Knox,Indiana,1,40.63,2,13743.93806,-0.7,stable,0.5175,Have NPL Sites,Two Harmful Powerplants
Wayne,New York,0,0.0,1,24231.319,0.1,stable,0.5175,No NPL Sites,One Harmful Powerplants
Monmouth,New Jersey,8,351.5,2,564.0230399999998,-7.5,falling,0.5174,Have NPL Sites,Two Harmful Powerplants
Campbell,Kentucky,0,0.0,0,0.0,2.8,stable,0.5174,No NPL Sites,No Harmful Powerplants
Starke,Indiana,0,0.0,0,0.0,-1.6,stable,0.5174,No NPL Sites,No Harmful Powerplants
Davie,North Carolina,0,0.0,0,118.43700000000001,-2.5,stable,0.517,No NPL Sites,No Harmful Powerplants
Forrest,Mississippi,0,0.0,0,13.146,-2.8,stable,0.517,No NPL Sites,No Harmful Powerplants
La Salle,Illinois,3,142.06,0,0.0,0.0,stable,0.5169,Have NPL Sites,No Harmful Powerplants
Garvin,Oklahoma,0,0.0,0,0.0,-3.7,stable,0.5169,No NPL Sites,No Harmful Powerplants
Greene,New York,1,33.61,3,7477.014000000001,-0.6,stable,0.5169,Have NPL Sites,More Than Two Harmful Powerplants
Chemung,New York,2,86.32,0,0.0,-0.5,stable,0.5168,Have NPL Sites,No Harmful Powerplants
Staunton City,Virginia,0,0.0,0,0.0,-0.8,stable,0.5166000000000001,No NPL Sites,No Harmful Powerplants
Hyde,South Dakota,0,0.0,0,659.942,-4.3,stable,0.5166000000000001,No NPL Sites,No Harmful Powerplants
Butler,Kentucky,0,0.0,0,0.0,-0.1,stable,0.5164,No NPL Sites,No Harmful Powerplants
Stillwater,Montana,1,31.66,0,284.91100000000006,5.2,stable,0.5162000000000001,Have NPL Sites,No Harmful Powerplants
Schuyler,New York,0,0.0,0,0.0,-0.2,stable,0.5162000000000001,No NPL Sites,No Harmful Powerplants
Grand Traverse,Michigan,0,0.0,0,256.612,-2.5,stable,0.516,No NPL Sites,No Harmful Powerplants
Fulton,Kentucky,0,0.0,0,0.0,0.4,stable,0.516,No NPL Sites,No Harmful Powerplants
Walker,Alabama,0,0.0,1,24607.355012000004,0.2,stable,0.5157999999999999,No NPL Sites,One Harmful Powerplants
Jasper,Georgia,0,0.0,0,0.0,0.0,unknown,0.5157,No NPL Sites,No Harmful Powerplants
Lincoln,West Virginia,0,0.0,0,0.0,2.7,stable,0.5155,No NPL Sites,No Harmful Powerplants
Washington,Maine,1,50.0,3,2492.755992000001,1.5,stable,0.515,Have NPL Sites,More Than Two Harmful Powerplants
Metcalfe,Kentucky,0,0.0,0,0.0,0.6,stable,0.5149,No NPL Sites,No Harmful Powerplants
Grant,Indiana,1,35.25,0,7.144,2.1,stable,0.5147999999999999,Have NPL Sites,No Harmful Powerplants
Jessamine,Kentucky,0,0.0,1,13318.31003,-0.1,stable,0.5142999999999999,No NPL Sites,One Harmful Powerplants
Northampton,Virginia,0,0.0,2,20.069000000000006,2.7,stable,0.5142000000000001,No NPL Sites,Two Harmful Powerplants
Dewey,South Dakota,0,0.0,0,0.0,-11.1,stable,0.5141000000000001,No NPL Sites,No Harmful Powerplants
Randolph,North Carolina,0,0.0,1,26.549,-1.4,falling,0.514,No NPL Sites,One Harmful Powerplants
Allegany,New York,1,53.9,2,497.57399999999984,-0.1,stable,0.5137999999999999,Have NPL Sites,Two Harmful Powerplants
Chester,South Carolina,3,130.04,0,2238.717,-1.2,stable,0.5134000000000001,Have NPL Sites,No Harmful Powerplants
Custer,Montana,0,0.0,1,1.102,-0.6,stable,0.5133000000000001,No NPL Sites,One Harmful Powerplants
Cayuga,New York,1,50.0,2,66.83800000000001,2.9,stable,0.5133000000000001,Have NPL Sites,Two Harmful Powerplants
Lowndes,Alabama,0,0.0,1,3827.1929999999998,11.2,rising,0.5133000000000001,No NPL Sites,One Harmful Powerplants
Quitman,Georgia,0,0.0,0,0.0,0.6,stable,0.5131,No NPL Sites,No Harmful Powerplants
Rowan,Kentucky,0,0.0,0,0.0,0.3,stable,0.5131,No NPL Sites,No Harmful Powerplants
Montgomery,New York,0,0.0,0,303.63900000000007,-0.7,falling,0.513,No NPL Sites,No Harmful Powerplants
Franklin,Georgia,0,0.0,0,0.0,1.4,rising,0.5129,No NPL Sites,No Harmful Powerplants
Barren,Kentucky,0,0.0,1,12.739,0.4,stable,0.5127,No NPL Sites,One Harmful Powerplants
Franklin,Kentucky,0,0.0,0,0.0,-0.8,falling,0.5127,No NPL Sites,No Harmful Powerplants
Cumberland,New Jersey,4,205.88,7,1230.7612319999996,-6.2,stable,0.5125000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Rosebud,Montana,0,0.0,2,69461.21502000003,-3.2,stable,0.5123,No NPL Sites,Two Harmful Powerplants
Lawrence,Arkansas,0,0.0,0,0.0,10.3,rising,0.5122000000000001,No NPL Sites,No Harmful Powerplants
Vermilion,Illinois,1,50.0,1,5200.871000000001,-1.6,stable,0.5121,Have NPL Sites,One Harmful Powerplants
Madison,Kentucky,0,0.0,0,0.0,-0.5,stable,0.5121,No NPL Sites,No Harmful Powerplants
Montgomery,Iowa,0,0.0,1,0.08199999999999999,0.3,stable,0.512,No NPL Sites,One Harmful Powerplants
Charles Mix,South Dakota,0,0.0,0,8666.582,-4.6,stable,0.5118999999999999,No NPL Sites,No Harmful Powerplants
Marion,Mississippi,0,0.0,0,0.0,2.5,stable,0.5118999999999999,No NPL Sites,No Harmful Powerplants
Citrus,Florida,0,0.0,1,11.015,-2.2,stable,0.5118,No NPL Sites,One Harmful Powerplants
Spink,South Dakota,0,0.0,0,0.0,6.2,stable,0.5114000000000001,No NPL Sites,No Harmful Powerplants
Haralson,Georgia,0,0.0,0,0.0,0.8,stable,0.5114000000000001,No NPL Sites,No Harmful Powerplants
Terrebonne,Louisiana,1,48.05,1,141.10500000000005,0.7,rising,0.5113000000000001,Have NPL Sites,One Harmful Powerplants
Scott,Tennessee,0,0.0,0,0.0,-3.2,stable,0.5113000000000001,No NPL Sites,No Harmful Powerplants
Tipton,Indiana,0,0.0,0,0.0,3.0,stable,0.5112,No NPL Sites,No Harmful Powerplants
Clinch,Georgia,0,0.0,0,0.0,-0.2,stable,0.5112,No NPL Sites,No Harmful Powerplants
Dickson,Tennessee,0,0.0,0,0.0,0.9,stable,0.511,No NPL Sites,No Harmful Powerplants
Owen,Kentucky,0,0.0,0,0.0,0.2,stable,0.511,No NPL Sites,No Harmful Powerplants
Onslow,North Carolina,2,62.24,1,93.63871999999999,1.5,stable,0.511,Have NPL Sites,One Harmful Powerplants
Franklin,Iowa,0,0.0,0,4346.978000000001,1.0,rising,0.5109,No NPL Sites,No Harmful Powerplants
Bell,Kentucky,0,0.0,0,0.0,-0.1,stable,0.5107999999999999,No NPL Sites,No Harmful Powerplants
Campbell,Tennessee,0,0.0,0,0.0,0.5,stable,0.5107999999999999,No NPL Sites,No Harmful Powerplants
Trousdale,Tennessee,0,0.0,0,0.0,-1.4,stable,0.5107,No NPL Sites,No Harmful Powerplants
Muscatine,Iowa,0,0.0,4,25133.851063,0.1,stable,0.5107,No NPL Sites,More Than Two Harmful Powerplants
Jackson,Kentucky,0,0.0,0,0.0,0.5,stable,0.5107,No NPL Sites,No Harmful Powerplants
Cortland,New York,1,51.35,0,0.0,-0.3,stable,0.5106,Have NPL Sites,No Harmful Powerplants
Wapello,Iowa,0,0.0,2,18022.713249,0.2,stable,0.5105,No NPL Sites,Two Harmful Powerplants
Lampasas,Texas,0,0.0,0,0.0,2.0,stable,0.5104,No NPL Sites,No Harmful Powerplants
Brookings,South Dakota,0,0.0,0,0.0,-0.7,stable,0.5102000000000001,No NPL Sites,No Harmful Powerplants
Wyoming,Pennsylvania,0,0.0,2,4378.412009999998,-1.9,stable,0.5102000000000001,No NPL Sites,Two Harmful Powerplants
Sequatchie,Tennessee,0,0.0,0,0.0,-1.8,stable,0.5101,No NPL Sites,No Harmful Powerplants
Wheeler,Texas,0,0.0,1,117.2766,-4.3,stable,0.5101,No NPL Sites,One Harmful Powerplants
Marion,Florida,0,0.0,1,123.501,-1.0,stable,0.5101,No NPL Sites,One Harmful Powerplants
Wexford,Michigan,2,91.87,1,1488.908009,-1.3,stable,0.5101,Have NPL Sites,One Harmful Powerplants
Dallas,Alabama,0,0.0,1,1155.2410009999999,0.7,stable,0.51,No NPL Sites,One Harmful Powerplants
Philadelphia,Pennsylvania,2,83.43,4,1972.159002,-1.5,falling,0.5098999999999999,Have NPL Sites,More Than Two Harmful Powerplants
Jackson,Georgia,0,0.0,0,0.0,0.3,stable,0.5098999999999999,No NPL Sites,No Harmful Powerplants
Union,South Carolina,0,0.0,1,432.37194,3.8,stable,0.5098,No NPL Sites,One Harmful Powerplants
Overton,Tennessee,0,0.0,0,0.0,-0.1,stable,0.5097,No NPL Sites,No Harmful Powerplants
Muskingum,Ohio,1,35.59,1,14817.553999999998,-0.3,stable,0.5095999999999999,Have NPL Sites,One Harmful Powerplants
Nassau,New York,14,603.8399999999998,16,17352.957116999998,-1.0,falling,0.5094,Have NPL Sites,More Than Two Harmful Powerplants
Newton,Georgia,0,0.0,0,0.0,-0.1,stable,0.5093000000000001,No NPL Sites,No Harmful Powerplants
Coahoma,Mississippi,1,39.43,2,168.81199999999995,-0.3,stable,0.5093000000000001,Have NPL Sites,Two Harmful Powerplants
Lonoke,Arkansas,0,0.0,0,0.0,-0.3,stable,0.5092,No NPL Sites,No Harmful Powerplants
Barrow,Georgia,0,0.0,1,43.50700000000001,-0.1,stable,0.5092,No NPL Sites,One Harmful Powerplants
Wayne,Missouri,0,0.0,0,0.0,-2.9,stable,0.5091,No NPL Sites,No Harmful Powerplants
Cheatham,Tennessee,0,0.0,0,907.9950000000003,-4.6,falling,0.509,No NPL Sites,No Harmful Powerplants
Racine,Wisconsin,1,31.02,2,584.629992,1.5,stable,0.5089,Have NPL Sites,Two Harmful Powerplants
Washington,Georgia,0,0.0,1,85.00800000000002,0.0,unknown,0.5088,No NPL Sites,One Harmful Powerplants
Polk,Georgia,1,35.6,1,1343.8029999999999,-1.0,falling,0.5088,Have NPL Sites,One Harmful Powerplants
Rush,Indiana,0,0.0,0,0.0,0.6,stable,0.5088,No NPL Sites,No Harmful Powerplants
Todd,Kentucky,0,0.0,0,0.0,3.2,rising,0.5088,No NPL Sites,No Harmful Powerplants
Meagher,Montana,0,0.0,0,0.0,-15.7,stable,0.5087,No NPL Sites,No Harmful Powerplants
McDuffie,Georgia,0,0.0,0,0.0,1.0,stable,0.5087,No NPL Sites,No Harmful Powerplants
Heard,Georgia,0,0.0,6,76498.33606300001,0.4,stable,0.5086,No NPL Sites,More Than Two Harmful Powerplants
Hopewell City,Virginia,0,0.0,5,7794.947902,4.0,stable,0.5086,No NPL Sites,More Than Two Harmful Powerplants
Goochland,Virginia,0,0.0,0,0.0,-0.3,stable,0.5086,No NPL Sites,No Harmful Powerplants
Luzerne,Pennsylvania,2,92.67,5,102902.17199999999,0.5,stable,0.5086,Have NPL Sites,More Than Two Harmful Powerplants
Dallas,Arkansas,0,0.0,0,0.0,2.4,stable,0.5085000000000001,No NPL Sites,No Harmful Powerplants
Spencer,Kentucky,0,0.0,0,0.0,-0.1,stable,0.5085000000000001,No NPL Sites,No Harmful Powerplants
Aurora,South Dakota,0,0.0,0,0.0,-2.1,stable,0.5084,No NPL Sites,No Harmful Powerplants
Stephens,Georgia,0,0.0,0,730.8939999999999,0.2,stable,0.5083,No NPL Sites,No Harmful Powerplants
Crawford,Missouri,0,0.0,0,0.0,1.8,stable,0.5079999999999999,No NPL Sites,No Harmful Powerplants
Wayne,Michigan,2,100.0,12,41448.18421,-1.4,falling,0.5079,Have NPL Sites,More Than Two Harmful Powerplants
