name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Donald Von Raesfeld Power Plant,37.3767,-121.9508,Gas,California,Santa Clara,6085
Doswell Energy Center,37.8208,-77.4462,Gas,Virginia,Hanover,51085
Double C Generation Limited Partnership,35.5005,-119.046,Gas,California,Kern,6029
Dow St Charles Operations,29.9861,-90.4414,Gas,Louisiana,St Charles,22089
Doyle Energy Facility,33.8377,-83.6996,Gas,Georgia,Walton,13297
Dresden Energy Facility,40.0928,-82.0276,Gas,Ohio,Muskingum,39119
Drews Generating Facility,34.0609,-117.3532,Gas,California,San Bernardino,6071
Dynegy Moss Landing Power Plant,36.8048,-121.7822,Gas,California,Monterey,6053
E B Harris Electric Generating Plant,32.3814,-86.5744,Gas,Alabama,Autauga,1001
E C Gaston,33.2442,-86.4581,Gas,Alabama,Shelby,1117
E F Barrett,40.6167,-73.6479,Gas,New York,Nassau,36059
E F Oxnard Energy Facility,34.1958,-119.1664,Gas,California,Ventura,6111
E W Brown,37.7883,-84.7126,Gas,Kentucky,Jessamine,21113
E.B. Eddy Paper Inc,42.9896,-82.4379,Gas,Michigan,St Clair,26147
EG178 Facility,32.7471,-100.9547,Gas,Texas,Scurry,48415
Eagle Point Power Generation,39.8746,-75.1592,Gas,New Jersey,Gloucester,34015
Earl F Wisdom,43.1606,-95.2569,Gas,Iowa,Clay,19041
East 12th Street,37.2367,-96.9625,Gas,Kansas,Cowley,20035
East Campus Steam Plant,40.8092,-77.8475,Gas,Pennsylvania,Centre,42027
East River,40.7281,-73.9742,Gas,New York,Queens,36081
Eastern Maine Medical Center,44.8083,-68.7508,Gas,Maine,Penobscot,23019
Eastman Cogeneration Facility,32.4481,-94.6903,Gas,Texas,Gregg,48183
Ector County Energy Center,32.0692,-102.5856,Gas,Texas,Ector,48135
Eddystone Generating Station,39.858,-75.32300000000002,Gas,Pennsylvania,Delaware,42045
Edge Moor,39.7389,-75.5038,Gas,Delaware,New Castle,10003
Edgewood Energy LLC,40.7861,-73.2931,Gas,New York,Suffolk,36103
Edward L. Addison Generating Plant,32.9111,-84.3064,Gas,Georgia,Upson,13293
Effingham County Power Project,32.2773,-81.2844,Gas,Georgia,Effingham,13103
Eight Flags Energy,30.6608,-81.4706,Gas,Florida,Nassau,12089
Eklutna Generation Station,61.4578,-149.3514,Gas,Alaska,Matanuska-Susitna,2170
El Cajon Energy Center,32.7961,-116.9721,Gas,California,San Diego,6073
El Centro,32.8022,-115.54,Gas,California,Imperial,6025
El Dorado Refinery,37.7928,-96.8772,Gas,Kansas,Butler,20015
El Segundo Cogen,33.9058,-118.4031,Gas,California,Los Angeles,6037
El Segundo Energy Center LLC,33.9106,-118.425,Gas,California,Los Angeles,6037
Electrifarm,42.4407,-92.4205,Gas,Iowa,Black Hawk,19013
Elgin Energy Center LLC,42.0001,-88.2446,Gas,Illinois,Kane,17089
Elizabeth River Power Station,36.775,-76.3083,Gas,Virginia,Chesapeake City,51550
Elk Basin Gasoline Plant,44.9806,-108.8428,Gas,Wyoming,Park,56029
Elk Hills Cogen,35.4791,-119.7375,Gas,California,Kern,6029
Elk Hills Power LLC,35.2803,-119.4707,Gas,California,Kern,6029
Elk Mound,44.9028,-91.5681,Gas,Wisconsin,Eau Claire,55035
Elk River,45.2968,-93.5584,Gas,Minnesota,Sherburne,27141
Elk Station,33.865,-101.8433,Gas,Texas,Lubbock,48303
Elkins Generating Center,35.9714,-94.0014,Gas,Arkansas,Washington,5143
Elkton,38.3836,-78.6528,Gas,Virginia,Rockingham,51165
Ellwood,34.4314,-119.9001,Gas,California,Santa Barbara,6083
Elmwood Energy Holdings LLC,40.9053,-74.1304,Gas,New Jersey,Bergen,34003
Elwood Energy LLC,41.4388,-88.1236,Gas,Illinois,Will,17197
Emerson,42.276,-96.7292,Gas,Nebraska,Dixon,31051
Emery Station,43.094,-93.2922,Gas,Iowa,Cerro Gordo,19033
Empire Energy Center,37.1385,-94.1041,Gas,Missouri,Jasper,29097
Empire Generating Co LLC,42.6252,-73.75,Gas,New York,Rensselaer,36083
Emporia Energy Center,38.4459,-96.0652,Gas,Kansas,Lyon,20111
Encina,33.1361,-117.3364,Gas,California,San Diego,6073
Encogen,48.746,-122.486,Gas,Washington,Whatcom,53073
Energy Center,34.0631,-117.1639,Gas,California,San Bernardino,6071
Energy Shelby County,39.2794,-88.4772,Gas,Illinois,Cumberland,17035
Engineered Carbons Borger Cogen,35.667,-101.432,Gas,Texas,Hutchinson,48233
Engineered Carbons Echo Cogeneration,30.1525,-93.7206,Gas,Texas,Orange,48361
Ennis Power Company LLC,32.32,-96.675,Gas,Texas,Ellis,48139
Enterprise Products Operating,29.8247,-94.9197,Gas,Texas,Chambers,48071
Equilon Los Angeles Refining,33.7917,-118.2347,Gas,California,Los Angeles,6037
Equinix San Jose,37.2417,-121.7814,Gas,California,Santa Clara,6085
Equus Freeport Power,40.6439,-73.5683,Gas,New York,Nassau,36059
Ergon Refining Vicksburg,32.3883,-90.9083,Gas,Mississippi,Warren,28149
Erie Coke,42.1439,-80.0696,Gas,Pennsylvania,Erie,42049
Erving Paper Mills,42.5983,-72.3875,Gas,Massachusetts,Franklin,25011
Escondido Energy Center,33.1261,-117.1172,Gas,California,San Diego,6073
Essential Power Massachusetts LLC,42.095,-72.595,Gas,Massachusetts,Hampden,25013
Essential Power Newington LLC,43.1047,-70.8061,Gas,Maine,York,23031
Essential Power Rock Springs LLC,39.719,-76.1598,Gas,Maryland,Cecil,24015
Essex,36.8682,-89.8402,Gas,Missouri,Stoddard,29207
Estherville,43.4028,-94.8433,Gas,Iowa,Emmet,19063
Etiwanda Generating Station,34.0912,-117.5266,Gas,California,San Bernardino,6071
Evander Andrews Power Complex,43.1792,-115.7343,Gas,Idaho,Elmore,16039
Evanston Township High School,42.044,-87.6996,Gas,Illinois,Cook,17031
Exelon LaPorte Generating Station,29.7028,-95.0718,Gas,Texas,Harris,48201
Exira,41.5144,-94.9197,Gas,Iowa,Cass,19029
Expander Turbine,41.6836,-87.4233,Gas,Indiana,Lake,18089
ExxonMobil Baton Rouge Turbine Generator,30.4897,-91.1872,Gas,Louisiana,West Baton Rouge,22121
ExxonMobil Baytown Refinery,29.7535,-94.9973,Gas,Texas,Harris,48201
ExxonMobil Baytown Turbine,29.7591,-95.0096,Gas,Texas,Harris,48201
ExxonMobil Beaumont Refinery,30.0636,-94.0753,Gas,Texas,Jefferson,48245
ExxonMobil Mobile Bay Onshore,30.432,-88.1824,Gas,Alabama,Mobile,1097
ExxonMobil Oil Joliet Refinery,41.4167,-88.1833,Gas,Illinois,Will,17197
ExxonMobil Santa Ynez Facility,34.4648,-120.0444,Gas,California,Santa Barbara,6083
Fairfield University CHP Plant,41.1589,-73.2572,Gas,Connecticut,Fairfield,9001
Fairless Energy Center,40.1475,-74.7411,Gas,New Jersey,Burlington,34005
Fairmont (MN),43.6579,-94.4647,Gas,Minnesota,Martin,27091
Falling Spring,39.9389,-77.6583,Gas,Pennsylvania,Franklin,42055
Falls City,40.055,-95.6083,Gas,Nebraska,Richardson,31147
Faribault Energy Park,44.3356,-93.2906,Gas,Minnesota,Rice,27131
Fayette Energy Facility,39.8592,-79.9182,Gas,Pennsylvania,Fayette,42051
Feather River Energy Center,39.1093,-121.6093,Gas,California,Sutter,6101
Ferndale Generating Station,48.82899999999999,-122.6851,Gas,Washington,Whatcom,53073
FirstEnergy West Lorain,41.4294,-82.2644,Gas,Ohio,Lorain,39093
Fitchburg,43.0147,-89.4603,Gas,Wisconsin,Dane,55025
Florida's Natural Growers,27.9114,-81.6006,Gas,Florida,Polk,12105
Ford Utilities Center,35.0841,-106.6252,Gas,New Mexico,Bernalillo,35001
Fore River Generating Station,42.2422,-70.9661,Gas,Massachusetts,Norfolk,25021
Forked River,39.8154,-74.2098,Gas,New Jersey,Ocean,34029
Formosa Plastics,30.4992,-91.1872,Gas,Louisiana,West Baton Rouge,22121
Formosa Utility Venture Ltd,28.6917,-96.5417,Gas,Texas,Calhoun,48057
Forney Energy Center,32.7563,-96.4916,Gas,Texas,Kaufman,48257
Fort Churchill,39.1281,-119.1322,Gas,Nevada,Lyon,32019
Fort Dodge,37.7328,-99.9497,Gas,Kansas,Ford,20057
Fort Lupton,40.0922,-104.796,Gas,Colorado,Weld,8123
Fort Myers,26.6967,-81.7831,Gas,Florida,Lee,12071
Fort St Vrain,40.2461,-104.8742,Gas,Colorado,Weld,8123
Fortistar North Tonawanda,43.0483,-78.8539,Gas,New York,Niagara,36063
Foster Wheeler Martinez,38.0244,-122.0589,Gas,California,Contra Costa,6013
Fountain Valley Power Facility,38.5569,-104.6875,Gas,Colorado,El Paso,8041
Fox Energy Center,44.3204,-88.2089,Gas,Wisconsin,Brown,55009
Fox Metro Water Reclamation District,41.7128,-88.3522,Gas,Illinois,Kendall,17093
Foxwoods CoGen,41.4731,-71.9606,Gas,Connecticut,New London,9011
Frank Knutson,39.9411,-104.682,Gas,Colorado,Weld,8123
Frank M Tait,39.7272,-84.2111,Gas,Ohio,Montgomery,39113
Franklin (NE),40.0892,-98.9508,Gas,Nebraska,Franklin,31061
Franklin Heating Station,44.0206,-92.4656,Gas,Minnesota,Olmsted,27109
Franklin Templeton San Mateo,37.5425,-122.2928,Gas,California,San Mateo,6081
Frederickson,47.0797,-122.365,Gas,Washington,Pierce,53053
Frederickson Power LP,47.0861,-122.3657,Gas,Washington,Pierce,53053
Fredericktown Energy Center,37.5717,-90.3173,Gas,Missouri,Madison,29123
Fredonia,48.4558,-122.4358,Gas,Washington,Skagit,53057
Freedom Power Project,39.1033,-88.859,Gas,Illinois,Fayette,17051
Freeport Energy,28.9913,-95.4075,Gas,Texas,Brazoria,48039
Freeport Energy Center,28.9888,-95.3954,Gas,Texas,Brazoria,48039
Freestone Energy Center,31.8907,-96.1131,Gas,Texas,Freestone,48161
Fremont Energy Center,41.3771,-83.1614,Gas,Ohio,Sandusky,39143
Fresno Cogen Partners,36.617,-120.0998,Gas,California,Fresno,6019
Frito Lay Incorporated,41.8628,-71.8917,Gas,Connecticut,Windham,9015
Frito-Lay Cogen Plant,35.3951,-119.3216,Gas,California,Kern,6029
Front Range Power Plant,38.6281,-104.7069,Gas,Colorado,El Paso,8041
Fruita,39.1364,-108.7347,Gas,Colorado,Mesa,8077
Fullerton Mill CHP,33.8617,-117.8931,Gas,California,Orange,6059
Fulton (AR),33.6094,-93.7924,Gas,Arkansas,Hempstead,5057
Fulton (MO),38.8681,-91.9478,Gas,Missouri,Callaway,29027
G W Ivey,25.4756,-80.47,Gas,Florida,Miami-Dade,12086
GREC,36.1903,-95.2894,Gas,Oklahoma,Mayes,40097
Gadsby,40.7686,-111.9289,Gas,Utah,Salt Lake,49035
Gadsden,34.0128,-85.9708,Gas,Alabama,Etowah,1055
Galion Generating Station,40.7167,-82.789,Gas,Ohio,Crawford,39033
Gallup Refinery,35.4883,-108.4265,Gas,New Mexico,McKinley,35031
Gans,39.7475,-79.8389,Gas,Pennsylvania,Fayette,42051
Garden City,37.9703,-100.8956,Gas,Kansas,Finney,20055
Gardner Energy Center,38.8308,-94.8903,Gas,Kansas,Johnson,20091
Garrison Energy Center LLC,39.1872,-75.4994,Gas,Delaware,Kent,10001
Gary Works,41.6224,-87.3289,Gas,Indiana,Lake,18089
Gas Turbine (IA),42.512,-92.476,Gas,Iowa,Black Hawk,19013
Gateway Generating Station,38.0175,-121.7587,Gas,California,Contra Costa,6013
Gaviota Oil Plant,34.4751,-120.2051,Gas,California,Santa Barbara,6083
Gaylord - Consumers,45.0306,-84.7039,Gas,Michigan,Otsego,26137
Gaylord - Wolverine,45.0046,-84.7218,Gas,Michigan,Otsego,26137
Geismar,30.2,-91.0,Gas,Louisiana,Ascension,22005
Geismar Cogen,30.209,-90.9921,Gas,Louisiana,Ascension,22005
General Electric Aircraft Engines,42.45,-70.9739,Gas,Massachusetts,Essex,25009
General Electric Plastic,32.3102,-86.5254,Gas,Alabama,Lowndes,1085
General Mills Inc,42.871,-78.8755,Gas,New York,Erie,36029
Geneseo,41.4515,-90.1485,Gas,Illinois,Henry,17073
Geneva Generation Facility,41.8911,-88.2711,Gas,Illinois,Kane,17089
George Birdsall,38.8814,-104.8169,Gas,Colorado,El Paso,8041
George Johnson,43.8393,-85.426,Gas,Michigan,Osceola,26133
George M Sullivan Generation Plant 2,61.2297,-149.7167,Gas,Alaska,Anchorage,2020
Georgetown,39.9026,-86.2441,Gas,Indiana,Boone,18011
Georgia-Pacific Corp - Nekoosa Mill,44.3142,-89.8964,Gas,Wisconsin,Wood,55141
Gerald Andrus,33.35,-91.1167,Gas,Mississippi,Washington,28151
Gianera,37.401,-121.9687,Gas,California,Santa Clara,6085
Gibson City Energy Center LLC,40.4705,-88.3987,Gas,Illinois,Ford,17053
Gila River Power Block 1,32.975,-112.6944,Gas,Arizona,Maricopa,4013
Gila River Power Block 2,32.975,-112.6944,Gas,Arizona,Maricopa,4013
Gila River Power Block 3,32.975,-112.6944,Gas,Arizona,Maricopa,4013
Gila River Power Block 4,32.975,-112.6944,Gas,Arizona,Maricopa,4013
Gilbert,40.5658,-75.1639,Gas,New Jersey,Hunterdon,34019
Gillette SBMC,42.3436,-71.0559,Gas,Massachusetts,Suffolk,25025
Gilroy Peaking Energy Center,36.999,-121.5363,Gas,California,Santa Clara,6085
Gilroy Power Plant,37.0001,-121.5367,Gas,California,Santa Clara,6085
Girard,37.5077,-94.8393,Gas,Kansas,Crawford,20037
Gleason Generating Facility,36.2454,-88.61200000000002,Gas,Tennessee,Weakley,47183
Glenarm,34.126,-118.1494,Gas,California,Los Angeles,6037
Glendive GT,47.0539,-104.74,Gas,Montana,Dawson,30021
Glenwood Landing,40.8275,-73.6478,Gas,New York,Nassau,36059
Goal Line LP,33.1185,-117.0995,Gas,California,San Diego,6073
Golden Renewable Energy  LLC,43.1159,-93.227,Gas,Iowa,Cerro Gordo,19033
Goldendale Generating Station,45.8114,-120.833,Gas,Washington,Klickitat,53039
Goodland,39.3416,-101.7052,Gas,Kansas,Sherman,20181
Goodman Energy Center,38.9303,-99.3617,Gas,Kansas,Ellis,20051
Goodyear Beaumont Chemical Plant,29.9728,-94.2142,Gas,Texas,Jefferson,48245
Goose Creek Energy Center,40.1069,-88.5999,Gas,Illinois,Piatt,17147
Goose Haven Energy Center,38.2268,-121.8433,Gas,California,Solano,6095
Gordon Evans Energy Center,37.7903,-97.5217,Gas,Kansas,Sedgwick,20173
Gordonsville Energy LP,38.1247,-78.2035,Gas,Virginia,Orange,51137
Gould Street,39.2663,-76.6047,Gas,Maryland,Baltimore,24005
Graham,33.1344,-98.6117,Gas,Texas,Young,48503
Gramercy Holdings LLC,30.054,-90.6693,Gas,Louisiana,St James,22093
Grand Ave Plant,39.1119,-94.5811,Gas,Missouri,Jackson,29095
Grand Haven Diesel Plant,43.0598,-86.2379,Gas,Michigan,Ottawa,26139
Grand Isle Gas Plant / Treating Station,29.2521,-89.9721,Gas,Louisiana,Jefferson,22051
Grand Tower Energy Center LLC,37.6577,-89.5112,Gas,Illinois,Jackson,17077
Granite City,45.5756,-94.1408,Gas,Minnesota,Stearns,27145
Granite Ridge,42.9042,-71.4261,Gas,New Hampshire,Rockingham,33015
Grapeland Peaker,34.0903,-117.5343,Gas,California,San Bernardino,6071
Graphic Packaging,42.3068,-85.579,Gas,Michigan,Kalamazoo,26077
Gravel Neck,37.1575,-76.6911,Gas,Virginia,Isle of Wight,51093
Grays Ferry Cogeneration,39.9422,-75.1881,Gas,Pennsylvania,Philadelphia,42101
Grays Harbor Energy Facility,46.9692,-123.48,Gas,Washington,Grays Harbor,53027
Grayson,34.1556,-118.2782,Gas,California,Los Angeles,6037
Great Bend - Sunflower,38.41,-98.8689,Gas,Kansas,Barton,20009
Greater Des Moines,41.5563,-93.5283,Gas,Iowa,Polk,19153
Green Country Energy LLC,35.9833,-95.9346,Gas,Oklahoma,Tulsa,40143
Green Power 2,29.3781,-94.9328,Gas,Texas,Galveston,48167
Greene County,32.6017,-87.7811,Gas,Alabama,Marengo,1091
Greenidge Generation LLC,42.6789,-76.9483,Gas,New York,Yates,36123
Greenland Energy Center,30.1591,-81.5184,Gas,Florida,St Johns,12109
Greenleaf 1 Power Plant,39.0529,-121.6961,Gas,California,Sutter,6101
Greenleaf 2 Power Plant,39.1365,-121.6397,Gas,California,Sutter,6101
Greens Bayou,29.8222,-95.2194,Gas,Texas,Harris,48201
Greenville Electric Generating Station,40.0758,-84.6151,Gas,Ohio,Darke,39037
Greenwood (MI),43.1056,-82.6964,Gas,Michigan,St Clair,26147
Greenwood (MO),38.8615,-94.2982,Gas,Missouri,Jackson,29095
Gregory Power Facility,27.8893,-97.2584,Gas,Texas,San Patricio,48409
Griffith Energy LLC,35.054,-114.1333,Gas,Arizona,Mohave,4015
Grimes Way,46.7289,-117.1514,Gas,Washington,Whitman,53075
Grossmont Hospital,32.7797,-117.0064,Gas,California,San Diego,6073
Groton Generating Station,45.3735,-98.0987,Gas,South Dakota,Brown,46013
Guadalupe Generating Station,29.6244,-98.1419,Gas,Texas,Guadalupe,48187
H Allen Franklin Combined Cycle,32.6078,-85.0975,Gas,Alabama,Lee,1081
H L Culbreath Bayside Power Station,27.9072,-82.4231,Gas,Florida,Hillsborough,12057
H Wilson Sundt Generating Station,32.16,-110.9047,Gas,Arizona,Pima,4019
H. Gonzales,33.9986,-118.2219,Gas,California,Los Angeles,6037
HP Hood CT,39.1325,-78.1875,Gas,Virginia,Frederick,51069
HSCo CHP,41.7614,-72.6686,Gas,Connecticut,Hartford,9003
HTW Plant 303 COGEN,40.7631,-111.8417,Gas,Utah,Salt Lake,49035
HVCC Cogen Plant,42.6969,-73.68,Gas,New York,Rensselaer,36083
Haefling,38.0794,-84.5194,Gas,Kentucky,Fayette,21067
Hagood,32.8265,-79.9634,Gas,South Carolina,Charleston,45019
Hal C Weaver Power Plant,30.2867,-97.7356,Gas,Texas,Travis,48453
Hallam,40.5587,-96.7862,Gas,Nebraska,Lancaster,31109
Hamilton (OH),39.4098,-84.5543,Gas,Ohio,Butler,39017
Hamilton Peaking,39.3528,-84.5183,Gas,Ohio,Butler,39017
Hamlet Generating Facility,34.8423,-79.7361,Gas,North Carolina,Richmond,37153
Hampton Facility,42.9383,-70.8406,Gas,New Hampshire,Rockingham,33015
Hancock,42.5497,-83.4425,Gas,Michigan,Oakland,26125
Handley,32.7283,-97.2192,Gas,Texas,Tarrant,48439
Handsome Lake Energy LLC,41.2908,-79.8061,Gas,Pennsylvania,Venango,42121
Hanford Energy Park Peaker,36.2701,-119.6481,Gas,California,Kings,6031
Hanging Rock Energy Facility,38.5731,-82.7833,Gas,Kentucky,Green,21087
Harbor,33.7706,-118.2656,Gas,California,Los Angeles,6037
Harbor Cogen,33.7771,-118.2303,Gas,California,Los Angeles,6037
Hardee Power Station,27.6364,-81.9636,Gas,Florida,Hardee,12049
Hardin County Peaking Facility,30.3038,-94.2526,Gas,Texas,Hardin,48199
Harding Street,39.7113,-86.1969,Gas,Indiana,Marion,18097
Hargis-Hebert Electric Generating,30.1694,-91.9923,Gas,Louisiana,Lafayette,22055
Harlem River Yard,40.7991,-73.9156,Gas,New York,New York,36061
Harquahala Generating Project,33.476,-113.1134,Gas,Arizona,Maricopa,4013
Harrison County Power Project,32.3958,-94.4367,Gas,Texas,Rusk,48401
Harry Allen,36.4306,-114.9024,Gas,Nevada,Clark,32003
Harry D Mattison Gas Plant,36.1855,-94.2841,Gas,Arkansas,Washington,5143
Harry L. Oswald,34.5923,-92.2166,Gas,Arkansas,Pulaski,5119
Hartford Hospital Cogeneration,41.7631,-72.6733,Gas,Connecticut,Hartford,9003
Hartwell Energy Facility,34.3396,-82.8199,Gas,Georgia,Hart,13147
Hartzog,43.8294,-105.5322,Gas,Wyoming,Campbell,56005
Haverhill North Cogeneration Facility,38.5967,-82.8286,Gas,Kentucky,Green,21087
Hawk Road Facility,33.3585,-84.9914,Gas,Georgia,Heard,13149
Haworth Water Treatment Plant,40.9593,-74.0151,Gas,New Jersey,Bergen,34003
Hay Road,39.7436,-75.5072,Gas,Delaware,New Castle,10003
Haynes,33.7647,-118.0991,Gas,California,Orange,6059
Hays Energy Project,29.7806,-97.9894,Gas,Texas,Guadalupe,48187
Hazelton,40.9282,-76.0409,Gas,Pennsylvania,Schuylkill,42107
Heat Plant 770,39.7941,-84.0805,Gas,Ohio,Greene,39057
Heber City,40.5037,-111.4252,Gas,Utah,Wasatch,49051
Hell Gate,40.799,-73.9094,Gas,New York,New York,36061
Henderson,33.5173,-90.2097,Gas,Mississippi,Leflore,28083
Henrietta Peaker,36.2397,-119.9044,Gas,California,Kings,6031
Henry County,39.9528,-85.5039,Gas,Indiana,Henry,18065
Henry Station,43.5951,-83.8999,Gas,Michigan,Bay,26017
Hermiston Generating Plant,45.8042,-119.37,Gas,Oregon,Umatilla,41059
Hermiston Power Partnership,45.794,-119.3133,Gas,Oregon,Umatilla,41059
Hidalgo Energy Center,26.3417,-98.1758,Gas,Texas,Hidalgo,48215
Higgins,28.0033,-82.6615,Gas,Florida,Pinellas,12103
Higgins Generating Station,35.6139,-115.3561,Gas,Nevada,Clark,32003
Higginsville,39.0733,-93.7147,Gas,Missouri,Lafayette,29107
High Bridge,44.9314,-93.1117,Gas,Minnesota,Dakota,27037
High Desert Power Plant,34.5953,-117.3647,Gas,California,San Bernardino,6071
High Sierra Cogeneration Plant,40.4128,-120.4774,Gas,California,Lassen,6035
High Sierra Limited,35.509,-119.0305,Gas,California,Kern,6029
High Street Station,42.6986,-70.8697,Gas,Massachusetts,Essex,25009
Hill City,39.3582,-99.8417,Gas,Kansas,Graham,20065
Hillabee Energy Center,33.0007,-85.9033,Gas,Alabama,Tallapoosa,1123
Hillburn,41.1269,-74.1653,Gas,New York,Rockland,36087
Hillsdale,41.9061,-84.6319,Gas,Michigan,Hillsdale,26059
Hilton NY Co Gen Plant,40.7625,-73.9792,Gas,New York,New York,36061
Hinds Energy Facility,32.379,-90.2199,Gas,Mississippi,Hinds,28049
Hines Energy Complex,27.7882,-81.87,Gas,Florida,Polk,12105
Hoag Hospital Cogen Plant,33.6228,-117.9364,Gas,California,Orange,6059
Hobbs Generating Station,32.7283,-103.3094,Gas,New Mexico,Lea,35025
Hoffer Plastics,41.9989,-88.3022,Gas,Illinois,Kane,17089
Hoffmann LaRoche,40.8359,-74.155,Gas,New Jersey,Essex,34013
Hofstra University,40.7139,-73.6003,Gas,New York,Nassau,36059
Hog Bayou Energy Center,30.7478,-88.0575,Gas,Alabama,Mobile,1097
Hoisington,38.51300000000001,-98.7747,Gas,Kansas,Barton,20009
Holden,38.7538,-93.9983,Gas,Missouri,Johnson,29101
Holland Energy Facility,39.2231,-88.7584,Gas,Illinois,Effingham,17049
Holland Energy Park,42.7925,-86.0922,Gas,Michigan,Ottawa,26139
Honda Torrance,33.8381,-118.315,Gas,California,Los Angeles,6037
Hopewell Cogeneration,37.2917,-77.2811,Gas,Virginia,Hopewell City,51670
Hopewell Cogeneration NJ,40.3483,-74.7715,Gas,New Jersey,Mercer,34021
Horseshoe Lake,35.5087,-97.1797,Gas,Oklahoma,Oklahoma,40109
Hot Spring Generating Facility,34.2976,-92.8683,Gas,Arkansas,Hot Spring,5059
Houma,29.5806,-90.7225,Gas,Louisiana,Terrebonne,22109
Houston Chemical Complex Battleground,29.7314,-95.0839,Gas,Texas,Harris,48201
Houweling Nurseries,34.1797,-119.0831,Gas,California,Ventura,6111
Howard Down,39.4889,-75.0347,Gas,New Jersey,Cumberland,34011
Humboldt Bay,40.7415,-124.2103,Gas,California,Humboldt,6023
Hunlock Power Station,41.2006,-76.07,Gas,Pennsylvania,Luzerne,42079
Hunlock Unit 4,41.2025,-76.0683,Gas,Pennsylvania,Luzerne,42079
Hunterdon Cogen Facility,40.6278,-74.936,Gas,New Jersey,Hunterdon,34019
Hunterstown Power Plant,39.8725,-77.1672,Gas,Pennsylvania,Adams,42001
Huron,44.3695,-98.1722,Gas,South Dakota,Beadle,46005
Hurricane City Power,37.1856,-113.2975,Gas,Utah,Washington,49053
Hutchinson Energy Center,38.0906,-97.8747,Gas,Kansas,Reno,20155
Hutchinson Plant #1,44.8957,-94.3684,Gas,Minnesota,McLeod,27085
Hutchinson Plant #2,44.8889,-94.3493,Gas,Minnesota,McLeod,27085
IBM Southbury,41.4725,-73.207,Gas,Connecticut,New Haven,9009
ITT Cogen Facility,41.8344,-87.6285,Gas,Illinois,Cook,17031
Imperial Savannah LP,32.144,-81.1466,Gas,Georgia,Chatham,13051
Indeck Corinth Energy Center,43.25,-73.8125,Gas,New York,Saratoga,36091
Indeck Olean Energy Center,42.0859,-78.4543,Gas,New York,Cattaraugus,36009
Indeck Oswego Energy Center,43.4717,-76.4935,Gas,New York,Oswego,36075
Indeck Silver Springs Energy Center,42.6544,-78.0772,Gas,New York,Wyoming,36121
Indeck Yerkes Energy Center,42.9671,-78.9182,Gas,New York,Erie,36029
Indian Orchard Plant 1,42.1569,-72.5242,Gas,Massachusetts,Hampden,25013
Indian River,28.4932,-80.7802,Gas,Florida,Brevard,12009
Indian River Plant,28.4932,-80.7801,Gas,Florida,Brevard,12009
Indiana Harbor E 5 AC Station,41.6844,-87.4214,Gas,Indiana,Lake,18089
Indiana University of Pennsylvania,40.6144,-79.1594,Gas,Pennsylvania,Indiana,42063
Indigo Energy Facility,33.9109,-116.553,Gas,California,Riverside,6065
Ingleside Cogeneration,27.8828,-97.2428,Gas,Texas,San Patricio,48409
Ingredion Stockton,37.9128,-121.2614,Gas,California,San Joaquin,6077
Inland Empire Energy Center,33.7388,-117.1704,Gas,California,Riverside,6065
Inner Harbor East Heating,39.2837,-76.5994,Gas,Maryland,Baltimore,24005
Intel Santa Clara,37.3847,-121.9638,Gas,California,Santa Clara,6085
Intercession City,28.2628,-81.5486,Gas,Florida,Polk,12105
International,61.169,-149.911,Gas,Alaska,Anchorage,2020
International Paper Franklin Mill,36.6803,-76.9128,Gas,Virginia,Franklin,51067
International Paper Riverdale Mill,32.426,-86.8709,Gas,Alabama,Dallas,1047
Interstate,39.8233,-89.5891,Gas,Illinois,Sangamon,17167
Inver Hills,44.78100000000001,-93.042,Gas,Minnesota,Dakota,27037
Ironwood LLC,40.3509,-76.3658,Gas,Pennsylvania,Lebanon,42075
Island Street Peaking Plant,44.2761,-88.2658,Gas,Wisconsin,Outagamie,55087
J D Kennedy,30.3648,-81.626,Gas,Florida,Duval,12031
J K Smith,37.8833,-84.1017,Gas,Kentucky,Clark,21049
J Lamar Stall Unit,32.5195,-93.7601,Gas,Louisiana,Caddo,22017
J Robert Massengale,33.6039,-101.8408,Gas,Texas,Lubbock,48303
J Street,40.8079,-96.7107,Gas,Nebraska,Lancaster,31109
JCO Oxides Olefins Plant,29.9635,-93.9297,Gas,Texas,Jefferson,48245
JM Shafer Generating Station,40.0986,-104.7736,Gas,Colorado,Weld,8123
Jack County,33.101,-97.9574,Gas,Texas,Wise,48497
Jack Fusco Energy Center,29.4731,-95.6244,Gas,Texas,Fort Bend,48157
Jack McDonough,33.8239,-84.4758,Gas,Georgia,Cobb,13067
Jack Watson,30.4392,-89.0286,Gas,Mississippi,Harrison,28047
Jackson Generating Station,42.2488,-84.3767,Gas,Michigan,Jackson,26075
James River Power Station,37.1086,-93.2619,Gas,Missouri,Christian,29043
Jameson Energy Center,37.9547,-100.8306,Gas,Kansas,Finney,20055
Jameson Gas Processing Plant,32.05,-100.6917,Gas,Texas,Coke,48081
Jasper,32.3594,-81.1242,Gas,South Carolina,Jasper,45053
John R Kelly,29.6461,-82.3208,Gas,Florida,Alachua,12001
John S Rainey,34.3477,-82.7745,Gas,South Carolina,Anderson,45007
John Sevier,36.3767,-82.9639,Gas,Tennessee,Hawkins,47073
