State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
Ohio,39143,474.7,452.6,497.6,368,stable,3.7,-1.8,9.6,Sandusky,OH,0.0047469999999999995
North Dakota,38021,474.6,403.2,556.2,35,stable,0.0,-18.0,22.0,Dickey,ND,0.004746
Ohio,39103,474.6,461.3,488.1,1022,stable,0.5,-0.5,1.5,Medina,OH,0.004746
Iowa,19183,474.5,438.3,513.1,137,stable,0.5,0.0,1.0,Washington,IA,0.004745
North Carolina,37139,474.5,446.4,504.0,223,rising,5.2,3.0,7.5,Pasquotank,NC,0.004745
Pennsylvania,42075,474.5,459.9,489.5,855,stable,0.6,-2.9,4.3,Lebanon,PA,0.004745
North Carolina,37167,474.4,452.6,497.2,373,stable,2.7,-9.3,16.2,Stanly,NC,0.004744
Nebraska,31025,474.3,440.0,510.8,152,stable,-2.9,-5.8,0.1,Cass,NE,0.004743
South Carolina,45083,474.3,463.9,484.9,1643,stable,0.1,-4.6,5.0,Spartanburg,SC,0.004743
Ohio,39021,474.3,446.8,503.2,234,stable,3.2,-3.7,10.6,Champaign,OH,0.004743
Missouri,29107,474.3,445.0,505.2,206,stable,-1.3,-6.4,4.1,Lafayette,MO,0.004743
Wisconsin,55029,474.3,444.5,505.9,228,stable,-0.4,-7.3,7.1,Door,WI,0.004743
Illinois,17195,474.2,452.2,497.2,373,stable,-0.9,-7.0,5.6,Whiteside,IL,0.004742
Nebraska,31021,474.2,414.7,541.2,51,stable,1.9,-11.8,17.7,Burt,NE,0.004742
Ohio,39129,474.2,450.6,498.7,313,stable,2.6,-2.0,7.4,Pickaway,OH,0.004742
Maine,23001,474.2,457.4,491.4,634,stable,2.0,-2.8,7.0,Androscoggin,ME,0.004742
North Carolina,37057,474.1,460.7,487.9,989,stable,-2.5,-6.9,2.1,Davidson,NC,0.004741
Arkansas,05031,474.1,455.4,493.4,498,stable,3.8,-3.2,11.2,Craighead,AR,0.004741
Connecticut,09011,474.0,463.4,484.8,1620,falling,-0.9,-1.4,-0.5,New London,CT,0.00474
Alabama,01115,474.0,454.9,493.8,486,stable,-0.1,-3.1,3.1,St Clair,AL,0.00474
New Hampshire,33011,474.0,465.0,483.1,2246,stable,-1.5,-4.2,1.2,Hillsborough,NH,0.00474
Pennsylvania,42105,473.9,435.7,514.9,126,stable,-3.9,-14.9,8.5,Potter,PA,0.004739
Mississippi,28017,473.9,432.7,518.2,101,stable,-0.1,-9.1,9.7,Chickasaw,MS,0.004739
North Carolina,37191,473.9,457.8,490.4,681,stable,-1.0,-4.7,2.7,Wayne,NC,0.004739
Iowa,19015,473.7,440.8,508.7,164,stable,-0.1,-0.7,0.5,Boone,IA,0.004737
Tennessee,47141,473.7,453.1,495.1,415,stable,0.9,-5.4,7.5,Putnam,TN,0.004737
Ohio,39135,473.7,447.2,501.5,254,stable,0.3,-10.3,12.1,Preble,OH,0.004737
Illinois,17175,473.7,405.2,551.4,38,stable,-7.9,-26.0,14.8,Stark,IL,0.004737
Georgia,13169,473.7,440.6,508.6,161,stable,1.1,-0.2,2.4,Jones,GA,0.004737
Iowa,19081,473.7,425.6,526.2,79,stable,0.6,-0.2,1.5,Hancock,IA,0.004737
Georgia,13033,473.6,435.5,514.3,122,stable,0.2,-0.7,1.2,Burke,GA,0.004736000000000001
North Carolina,37125,473.5,456.6,490.8,675,stable,-4.5,-17.3,10.2,Moore,NC,0.004735
Wisconsin,55117,473.4,457.3,490.0,685,stable,0.5,-0.5,1.6,Sheboygan,WI,0.0047339999999999995
Texas,48099,473.4,448.6,499.1,288,stable,1.2,-8.1,11.4,Coryell,TX,0.0047339999999999995
Ohio,39133,473.4,459.1,488.0,882,rising,1.9,1.1,2.6,Portage,OH,0.0047339999999999995
Illinois,17191,473.3,433.8,515.8,114,stable,0.6,-7.8,9.7,Wayne,IL,0.004733
South Dakota,46043,473.3,374.7,591.4,20,stable,7.0,-24.9,52.4,Douglas,SD,0.004733
Missouri,29189,473.2,467.7,478.8,5987,stable,-0.9,-2.6,0.9,St Louis,MO,0.004732
West Virginia,54053,473.1,441.4,506.6,179,stable,3.8,-8.6,17.8,Mason,WV,0.004731
Illinois,17075,473.0,442.5,505.2,195,stable,2.0,-7.3,12.2,Iroquois,IL,0.00473
Kentucky,21175,472.9,425.1,524.9,75,stable,1.7,0.0,3.3,Morgan,KY,0.004729
South Dakota,46029,472.9,440.0,507.6,161,stable,-2.3,-11.4,7.7,Codington,SD,0.004729
Mississippi,28087,472.9,449.5,497.1,321,stable,0.0,-8.7,9.4,Lowndes,MS,0.004729
Wisconsin,55113,472.8,434.0,514.6,126,stable,1.1,-3.9,6.3,Sawyer,WI,0.004728
Michigan,26045,472.7,455.9,490.0,643,stable,0.5,-6.4,7.9,Eaton,MI,0.004727
North Carolina,37055,472.7,444.6,502.3,234,stable,4.8,-6.3,17.3,Dare,NC,0.004727
New York,36031,472.6,446.8,499.8,272,falling,-0.7,-1.4,-0.1,Essex,NY,0.004726
South Carolina,45021,472.6,449.1,497.0,318,stable,-2.9,-6.2,0.5,Cherokee,SC,0.004726
West Virginia,54047,472.5,435.7,511.8,134,stable,-4.3,-14.4,7.0,McDowell,WV,0.004725
Washington,53057,472.5,457.1,488.3,762,stable,-1.8,-3.8,0.2,Skagit,WA,0.004725
Indiana,18043,472.5,451.8,493.9,417,stable,-0.7,-10.7,10.4,Floyd,IN,0.004725
Nebraska,31065,472.5,401.1,554.5,36,stable,4.3,-12.1,23.8,Furnas,NE,0.004725
Arkansas,05005,472.4,448.4,497.6,361,stable,0.6,-3.6,5.0,Baxter,AR,0.004724
Virginia,51580,472.4,405.4,548.3,38,stable,5.2,-5.2,16.7,Covington City,VA,0.004724
Nebraska,31055,472.3,464.0,480.8,2547,stable,-0.9,-3.3,1.6,Douglas,NE,0.004723
Washington,53073,472.3,459.8,485.1,1156,stable,1.7,-1.7,5.2,Whatcom,WA,0.004723
South Carolina,45007,472.3,459.8,485.0,1148,stable,-1.3,-6.8,4.6,Anderson,SC,0.004723
Alabama,01025,472.1,438.5,507.7,155,stable,1.0,-1.6,3.7,Clarke,AL,0.004721
Alabama,01083,472.1,453.1,491.7,484,stable,0.2,-4.8,5.4,Limestone,AL,0.004721
Georgia,13155,472.0,417.1,532.5,55,stable,0.2,-1.3,1.7,Irwin,GA,0.00472
New York,36107,471.9,448.1,496.8,316,stable,-0.7,-1.5,0.2,Tioga,NY,0.004719
Pennsylvania,42043,471.9,461.2,482.8,1561,stable,0.0,-2.2,2.3,Dauphin,PA,0.004719
Texas,48073,471.8,447.3,497.2,292,stable,0.5,-4.4,5.7,Cherokee,TX,0.004718
Indiana,18063,471.8,456.5,487.4,760,rising,1.5,0.4,2.7,Hendricks,IN,0.004718
Michigan,26047,471.7,443.1,501.8,224,stable,1.1,-7.7,10.8,Emmet,MI,0.004717
Ohio,39105,471.6,437.0,508.5,147,stable,4.4,-1.9,11.1,Meigs,OH,0.004716000000000001
North Dakota,38057,471.5,415.2,534.0,56,stable,2.9,-19.6,31.6,Mercer,ND,0.004715
Georgia,13067,471.5,464.0,479.1,3280,falling,-0.3,-0.4,-0.1,Cobb,GA,0.004715
Montana,30089,471.5,424.2,523.4,94,stable,1.4,-6.7,10.2,Sanders,MT,0.004715
Tennessee,47129,471.5,434.9,510.5,130,stable,1.3,-3.1,5.9,Morgan,TN,0.004715
California,06021,471.4,437.8,507.1,151,stable,-0.5,-1.4,0.4,Glenn,CA,0.0047139999999999994
Wisconsin,55067,471.3,435.2,510.1,142,stable,-0.6,-4.0,2.8,Langlade,WI,0.004713
Alabama,01087,471.3,432.7,512.7,121,stable,11.4,-3.7,28.9,Macon,AL,0.004713
Alabama,01093,471.3,441.5,502.7,201,stable,-0.3,-6.3,6.2,Marion,AL,0.004713
North Carolina,37169,471.1,447.1,496.3,308,stable,-1.9,-6.0,2.4,Stokes,NC,0.004711
Iowa,19155,471.1,453.0,489.8,537,falling,-0.7,-1.3,-0.1,Pottawattamie,IA,0.004711
Kentucky,21003,471.1,433.4,511.5,121,stable,-0.4,-1.3,0.5,Allen,KY,0.004711
North Carolina,37041,471.1,428.8,516.9,104,stable,1.6,-14.9,21.2,Chowan,NC,0.004711
Mississippi,28101,471.1,433.2,511.5,119,stable,2.4,-2.0,7.0,Newton,MS,0.004711
North Carolina,37021,471.1,460.4,482.0,1560,stable,1.1,-2.3,4.6,Buncombe,NC,0.004711
South Carolina,45041,471.1,455.9,486.6,770,falling,-1.9,-2.9,-0.9,Florence,SC,0.004711
Ohio,39127,471.1,441.5,502.1,200,stable,-0.2,-1.9,1.6,Perry,OH,0.004711
Virginia,51650,471.0,455.4,487.0,723,stable,-0.6,-5.1,4.2,Hampton City,VA,0.00471
Mississippi,28089,470.9,451.7,490.7,486,stable,1.2,-2.9,5.6,Madison,MS,0.004709
North Carolina,37085,470.6,453.1,488.6,566,falling,-4.9,-8.8,-0.8,Harnett,NC,0.004706
Alabama,01079,470.5,441.1,501.4,203,stable,0.8,-10.8,13.9,Lawrence,AL,0.004705
North Dakota,38031,470.4,383.4,573.2,23,falling,-16.5,-27.3,-4.2,Foster,ND,0.004704
Louisiana,22005,470.3,451.8,489.5,525,falling,-0.9,-1.3,-0.5,Ascension,LA,0.004703
Illinois,17023,470.3,429.7,514.1,104,stable,2.5,-3.9,9.4,Clark,IL,0.004703
Indiana,18097,470.3,463.9,476.7,4374,stable,1.8,-0.5,4.1,Marion,IN,0.004703
Virginia,51690,470.2,425.4,518.8,87,stable,-2.7,-24.7,25.9,Martinsville City,VA,0.004702
Rhode Island,44001,470.2,446.2,495.3,316,stable,-3.2,-8.9,3.0,Bristol,RI,0.004702
Illinois,17057,470.2,442.7,499.1,232,stable,3.1,-5.6,12.6,Fulton,IL,0.004702
Iowa,19085,470.1,426.0,517.8,91,stable,-0.2,-0.9,0.5,Harrison,IA,0.004701
Virginia,51085,470.1,452.9,487.8,600,stable,1.2,-5.2,8.1,Hanover,VA,0.004701
Louisiana,22063,470.1,453.4,487.1,641,falling,-0.8,-1.3,-0.3,Livingston,LA,0.004701
Ohio,39025,470.0,457.3,483.0,1104,stable,-0.5,-6.1,5.4,Clermont,OH,0.0047
New York,36111,470.0,457.4,482.9,1131,falling,-0.9,-1.3,-0.5,Ulster,NY,0.0047
South Carolina,45061,470.0,429.7,513.2,108,stable,-0.7,-15.6,16.9,Lee,SC,0.0047
Texas,48257,469.9,451.6,488.8,523,stable,-0.2,-1.0,0.6,Kaufman,TX,0.004699
Oklahoma,40089,469.9,440.1,501.3,195,stable,-9.2,-20.9,4.2,McCurtain,OK,0.004699
Virginia,51710,469.9,456.7,483.3,1024,falling,-0.9,-1.8,-0.1,Norfolk City,VA,0.004699
Iowa,19103,469.8,452.3,487.8,580,stable,0.1,-0.2,0.4,Johnson,IA,0.004698
South Carolina,45067,469.7,439.5,501.6,196,stable,1.4,-6.3,9.8,Marion,SC,0.004697
Tennessee,47063,469.7,448.4,491.9,380,stable,-0.3,-5.4,5.2,Hamblen,TN,0.004697
Virginia,51005,469.6,429.5,513.0,113,stable,-4.0,-15.5,9.0,Alleghany,VA,0.0046960000000000005
West Virginia,54035,469.6,439.4,501.6,190,stable,0.1,-2.8,3.0,Jackson,WV,0.0046960000000000005
Wisconsin,55107,469.6,427.8,515.0,104,stable,-1.8,-4.6,1.2,Rusk,WI,0.0046960000000000005
Louisiana,22077,469.6,433.8,507.7,140,falling,-2.7,-4.8,-0.6,Pointe Coupee,LA,0.0046960000000000005
Florida,12121,469.5,444.6,495.5,287,stable,5.9,-0.8,13.0,Suwannee,FL,0.004695
Mississippi,28061,469.5,429.2,512.8,107,stable,5.4,-0.8,12.0,Jasper,MS,0.004695
Mississippi,28049,469.5,457.3,481.9,1194,stable,-0.5,-3.0,2.1,Hinds,MS,0.004695
Wisconsin,55089,469.5,451.3,488.2,547,stable,1.8,0.0,3.6,Ozaukee,WI,0.004695
Idaho,16027,469.4,455.8,483.4,929,stable,1.7,-1.0,4.5,Canyon,ID,0.004693999999999999
Georgia,13247,469.4,449.4,490.1,445,stable,1.8,-0.4,4.0,Rockdale,GA,0.004693999999999999
Kentucky,21231,469.3,432.8,508.2,131,stable,-0.1,-1.3,1.1,Wayne,KY,0.004693
Indiana,18089,469.2,461.2,477.4,2713,stable,-2.4,-5.3,0.7,Lake,IN,0.004692
Alabama,01041,469.2,424.6,517.5,86,rising,8.9,5.5,12.4,Crenshaw,AL,0.004692
Pennsylvania,42031,469.2,442.1,497.7,241,stable,-0.2,-3.6,3.4,Clarion,PA,0.004692
Tennessee,47109,469.2,437.2,503.1,171,stable,0.3,-4.7,5.6,McNairy,TN,0.004692
South Carolina,45035,469.1,453.4,485.3,719,stable,-2.4,-5.2,0.4,Dorchester,SC,0.004691
Wisconsin,55139,469.1,455.4,483.2,923,stable,-1.1,-4.8,2.7,Winnebago,WI,0.004691
Ohio,39061,469.1,462.7,475.5,4320,stable,-0.8,-4.7,3.1,Hamilton,OH,0.004691
Tennessee,47001,469.0,449.9,488.9,485,stable,-3.7,-10.1,3.1,Anderson,TN,0.00469
Indiana,18153,469.0,432.0,508.6,124,stable,-0.8,-10.2,9.5,Sullivan,IN,0.00469
Georgia,13023,469.0,420.2,522.1,71,rising,3.5,1.4,5.7,Bleckley,GA,0.00469
Indiana,18035,468.9,452.3,486.0,638,stable,1.3,-5.7,8.8,Delaware,IN,0.004689
Indiana,18131,468.9,423.2,518.6,81,stable,-2.0,-15.9,14.2,Pulaski,IN,0.004689
Mississippi,28045,468.8,443.8,495.0,282,stable,4.4,-3.5,13.0,Hancock,MS,0.004688
Iowa,19149,468.8,435.0,504.6,155,stable,-0.1,-0.6,0.3,Plymouth,IA,0.004688
Tennessee,47089,468.7,445.5,492.8,331,stable,1.7,-3.0,6.6,Jefferson,TN,0.004687
Georgia,13245,468.6,455.3,482.2,993,rising,2.8,0.2,5.4,Richmond,GA,0.004686
Maryland,24035,468.6,444.2,494.0,298,stable,4.0,-6.2,15.2,Queen Annes,MD,0.004686
Oklahoma,40109,468.5,461.7,475.5,3699,stable,0.7,-6.0,7.9,Oklahoma,OK,0.004685
Virginia,51775,468.4,435.0,503.9,156,stable,-3.8,-8.3,0.9,Salem City,VA,0.004684
Michigan,26031,468.4,437.4,501.3,198,stable,-3.8,-12.6,5.9,Cheboygan,MI,0.004684
Georgia,13121,468.3,461.9,474.7,4393,falling,-1.0,-1.3,-0.8,Fulton,GA,0.0046830000000000005
Arkansas,05077,468.3,415.4,526.5,60,stable,5.4,-4.0,15.7,Lee,AR,0.0046830000000000005
Alabama,01063,468.2,411.5,531.2,56,stable,-7.9,-21.8,8.4,Greene,AL,0.0046819999999999995
Ohio,39077,468.2,445.2,492.2,325,stable,2.8,-6.9,13.5,Huron,OH,0.0046819999999999995
Connecticut,09003,468.2,462.4,474.1,5173,falling,-1.5,-2.1,-0.9,Hartford,CT,0.0046819999999999995
Pennsylvania,42083,468.2,442.5,495.1,264,stable,1.9,-7.8,12.6,McKean,PA,0.0046819999999999995
Indiana,18071,468.1,441.6,495.8,241,stable,2.5,-6.8,12.8,Jackson,IN,0.004681
Virginia,51133,468.1,426.4,513.9,123,stable,-5.0,-9.8,0.1,Northumberland,VA,0.004681
North Carolina,37161,468.0,448.1,488.7,445,stable,1.3,-5.3,8.3,Rutherford,NC,0.00468
Arkansas,05009,467.9,441.0,496.2,241,stable,0.8,-5.4,7.3,Boone,AR,0.004679
Louisiana,22075,467.9,429.5,508.8,114,stable,-0.3,-1.4,0.9,Plaquemines,LA,0.004679
California,06007,467.9,456.1,479.8,1308,falling,-0.8,-1.2,-0.3,Butte,CA,0.004679
Georgia,13299,467.8,438.9,498.1,204,stable,-0.2,-1.1,0.7,Ware,GA,0.004678
Georgia,13181,467.7,410.7,531.3,56,stable,4.6,-1.3,10.9,Lincoln,GA,0.004677
New Jersey,34003,467.7,462.1,473.4,5482,falling,-1.0,-1.4,-0.6,Bergen,NJ,0.004677
Connecticut,09001,467.7,461.9,473.5,5172,stable,-0.9,-2.1,0.3,Fairfield,CT,0.004677
Rhode Island,44007,467.7,460.4,475.0,3351,falling,-3.3,-5.7,-0.9,Providence,RI,0.004677
Indiana,18065,467.6,443.8,492.6,300,stable,-3.1,-9.6,3.8,Henry,IN,0.0046760000000000005
Ohio,39101,467.6,446.4,489.6,385,stable,1.8,-1.6,5.3,Marion,OH,0.0046760000000000005
Ohio,39095,467.6,459.0,476.3,2375,stable,-0.8,-4.1,2.6,Lucas,OH,0.0046760000000000005
Virginia,51800,467.6,447.9,487.9,446,stable,0.5,-6.4,7.9,Suffolk City,VA,0.0046760000000000005
Virginia,51001,467.5,439.6,497.0,231,stable,-1.9,-10.9,8.0,Accomack,VA,0.004675
South Carolina,45089,467.5,438.1,498.5,205,stable,-1.4,-10.0,8.1,Williamsburg,SC,0.004675
Vermont,50003,467.4,440.5,495.7,252,stable,1.1,-8.4,11.6,Bennington,VT,0.004674
New York,36095,467.4,438.5,497.9,210,stable,-0.3,-1.1,0.4,Schoharie,NY,0.004674
Texas,48147,467.3,438.7,497.3,211,stable,0.3,-5.5,6.4,Fannin,TX,0.004673
Georgia,13077,467.2,450.9,484.0,660,stable,0.0,-0.5,0.5,Coweta,GA,0.004672
New Jersey,34035,467.1,457.3,477.0,1819,falling,-8.8,-14.1,-3.2,Somerset,NJ,0.004671
Illinois,17027,467.0,439.0,496.4,216,stable,1.2,-6.6,9.6,Clinton,IL,0.00467
Oklahoma,40141,467.0,408.2,532.5,49,stable,-0.9,-17.3,18.8,Tillman,OK,0.00467
Oregon,41013,467.0,431.7,504.7,155,stable,-2.9,-18.2,15.3,Crook,OR,0.00467
Nebraska,31147,466.9,413.1,526.8,62,stable,3.9,-8.2,17.7,Richardson,NE,0.0046689999999999995
Georgia,13105,466.9,429.6,506.8,124,stable,0.4,-0.8,1.6,Elbert,GA,0.0046689999999999995
Michigan,26029,466.8,434.7,500.9,182,stable,1.1,-6.7,9.5,Charlevoix,MI,0.004668
Ohio,39027,466.7,439.7,495.1,234,stable,-0.3,-1.6,1.1,Clinton,OH,0.004667
Iowa,19189,466.7,416.6,521.7,71,stable,0.5,-0.2,1.3,Winnebago,IA,0.004667
Oklahoma,40065,466.7,430.9,504.7,130,stable,-1.3,-9.8,7.9,Jackson,OK,0.004667
Oklahoma,40107,466.7,418.7,518.9,72,stable,-1.7,-16.5,15.6,Okfuskee,OK,0.004667
California,06061,466.7,457.9,475.6,2237,falling,-0.4,-0.7,-0.1,Placer,CA,0.004667
Pennsylvania,42087,466.7,442.6,491.8,305,stable,2.3,-2.7,7.4,Mifflin,PA,0.004667
Alabama,01103,466.7,450.9,482.9,688,stable,0.2,-4.1,4.6,Morgan,AL,0.004667
Georgia,13115,466.6,448.8,484.9,539,stable,-0.3,-0.9,0.3,Floyd,GA,0.004666
Arkansas,05107,466.5,427.4,508.3,114,stable,0.9,-6.4,8.7,Phillips,AR,0.004665
Indiana,18119,466.5,430.4,505.1,133,stable,4.6,-3.0,12.7,Owen,IN,0.004665
Texas,48005,466.5,447.5,486.1,467,stable,-2.0,-7.4,3.8,Angelina,TX,0.004665
Iowa,19153,466.4,457.4,475.5,2150,falling,-0.2,-0.4,-0.1,Polk,IA,0.004664
Mississippi,28127,466.3,433.3,501.3,156,stable,-5.7,-12.5,1.6,Simpson,MS,0.0046630000000000005
Louisiana,22083,466.2,428.0,506.9,116,stable,-0.5,-1.7,0.7,Richland,LA,0.0046619999999999995
Michigan,26157,466.1,443.7,489.5,347,stable,1.1,-7.4,10.3,Tuscola,MI,0.004661
South Carolina,45055,466.1,444.7,488.4,377,stable,-1.7,-8.2,5.2,Kershaw,SC,0.004661
Ohio,39113,466.0,458.5,473.6,3115,stable,1.2,-0.4,2.9,Montgomery,OH,0.00466
Arkansas,05129,466.0,409.3,529.1,58,stable,2.6,-14.0,22.4,Searcy,AR,0.00466
Ohio,39031,466.0,438.3,495.0,225,stable,5.0,-1.5,11.8,Coshocton,OH,0.00466
Iowa,19187,465.9,438.4,494.9,228,falling,-0.5,-0.8,-0.2,Webster,IA,0.004659
North Carolina,37089,465.8,450.9,481.2,830,stable,0.9,-3.5,5.5,Henderson,NC,0.004658
New York,36033,465.8,441.5,491.2,286,falling,-1.6,-2.1,-1.1,Franklin,NY,0.004658
Wisconsin,55071,465.8,447.2,485.1,512,rising,4.0,1.0,7.1,Manitowoc,WI,0.004658
Mississippi,28097,465.7,415.6,520.7,68,stable,2.2,-3.6,8.4,Montgomery,MS,0.004657
Tennessee,47163,465.7,452.7,479.0,1048,stable,0.9,-1.0,2.9,Sullivan,TN,0.004657
Missouri,29047,465.7,453.5,478.1,1153,stable,0.9,-4.3,6.3,Clay,MO,0.004657
Oklahoma,40015,465.6,433.7,499.4,164,stable,1.5,-13.1,18.6,Caddo,OK,0.004656
Florida,12103,465.6,460.4,470.9,6892,stable,-1.5,-4.2,1.3,Pinellas,FL,0.004656
Maryland,24003,465.5,457.8,473.4,2897,stable,-0.3,-1.9,1.3,Anne Arundel,MD,0.004655
Arkansas,05063,465.4,437.6,494.7,217,stable,2.3,-7.9,13.6,Independence,AR,0.004654
Tennessee,47165,465.4,451.8,479.3,930,stable,-0.6,-3.8,2.7,Sumner,TN,0.004654
Louisiana,22095,465.4,437.3,494.9,220,falling,-0.8,-1.4,-0.1,St John the Baptist,LA,0.004654
Indiana,18061,465.4,437.8,494.4,225,stable,-4.3,-12.9,5.0,Harrison,IN,0.004654
Alabama,01027,465.4,421.0,513.6,86,stable,1.2,-7.2,10.4,Clay,AL,0.004654
Tennessee,47093,465.4,456.9,474.0,2388,stable,0.4,-0.9,1.7,Knox,TN,0.004654
Illinois,17059,465.3,395.2,545.4,36,stable,3.7,-9.7,19.1,Gallatin,IL,0.004653
Pennsylvania,42099,465.3,440.2,491.7,276,stable,0.4,-7.2,8.7,Perry,PA,0.004653
West Virginia,54099,465.3,439.5,492.4,260,stable,2.7,-1.7,7.3,Wayne,WV,0.004653
Arkansas,05143,465.3,451.7,479.1,925,stable,2.1,-1.3,5.6,Washington,AR,0.004653
Tennessee,47059,465.3,445.5,485.8,450,rising,2.8,0.1,5.5,Greene,TN,0.004653
Oklahoma,40083,465.3,438.4,493.4,237,stable,-4.9,-23.2,17.9,Logan,OK,0.004653
Idaho,16039,465.2,427.6,505.3,117,falling,-3.1,-4.7,-1.5,Elmore,ID,0.004652
Louisiana,22125,465.2,420.6,513.5,88,stable,0.4,-1.2,2.0,West Feliciana,LA,0.004652
Illinois,17141,465.1,441.6,489.6,309,stable,2.3,-1.3,6.1,Ogle,IL,0.004651000000000001
Texas,48251,465.1,450.4,480.2,789,stable,1.5,-3.6,7.0,Johnson,TX,0.004651000000000001
Virginia,51065,465.1,432.6,499.5,160,stable,0.6,-6.5,8.3,Fluvanna,VA,0.004651000000000001
Ohio,39049,465.0,459.4,470.7,5521,stable,0.7,-1.0,2.5,Franklin,OH,0.00465
Massachusetts,25021,465.0,458.4,471.7,3943,falling,-2.1,-3.0,-1.3,Norfolk,MA,0.00465
Georgia,13069,465.0,436.6,494.8,208,stable,1.0,-0.2,2.3,Coffee,GA,0.00465
Iowa,19105,465.0,428.5,504.0,130,stable,-0.4,-0.8,0.1,Jones,IA,0.00465
South Carolina,45045,464.9,456.7,473.2,2543,stable,-0.4,-2.1,1.4,Greenville,SC,0.0046489999999999995
Utah,49009,464.8,326.1,652.1,8,unknown,0.0,0.0,0.0,Daggett,UT,0.004648
Ohio,39093,464.8,454.9,474.8,1777,stable,0.0,-2.7,2.8,Lorain,OH,0.004648
Georgia,13131,464.7,430.5,501.1,143,stable,-0.8,-1.9,0.3,Grady,GA,0.004647
South Carolina,45029,464.6,437.7,492.9,239,stable,0.1,-5.7,6.2,Colleton,SC,0.004646
Maine,23011,464.6,449.4,480.2,763,stable,-1.9,-5.1,1.3,Kennebec,ME,0.004646
Florida,12001,464.6,452.4,476.9,1188,stable,-2.0,-6.0,2.2,Alachua,FL,0.004646
Iowa,19091,464.5,412.9,521.5,65,stable,-0.3,-0.9,0.4,Humboldt,IA,0.004645
Utah,49013,464.5,419.9,512.4,82,stable,0.4,-0.2,1.1,Duchesne,UT,0.004645
Ohio,39081,464.5,444.4,485.3,446,stable,0.4,-2.8,3.7,Jefferson,OH,0.004645
Virginia,51810,464.4,455.5,473.5,2151,stable,0.0,-1.7,1.7,Virginia Beach City,VA,0.004644
South Carolina,45031,464.4,443.7,485.9,404,stable,-2.5,-9.9,5.6,Darlington,SC,0.004644
South Carolina,45027,464.3,436.0,494.2,226,falling,-7.2,-9.9,-4.3,Clarendon,SC,0.004643
Vermont,50019,464.3,433.3,497.2,184,stable,-1.3,-12.9,11.7,Orleans,VT,0.004643
Florida,12115,464.3,456.6,472.2,3733,stable,-0.7,-6.5,5.5,Sarasota,FL,0.004643
Michigan,26007,464.3,435.2,495.1,209,stable,-1.4,-5.8,3.1,Alpena,MI,0.004643
Indiana,18135,464.2,431.8,498.7,161,stable,-2.4,-14.4,11.3,Randolph,IN,0.004642
New Hampshire,33007,464.2,436.4,493.6,230,stable,1.3,-0.9,3.6,Coos,NH,0.004642
Tennessee,47177,464.2,437.3,492.4,233,stable,0.7,-3.4,4.9,Warren,TN,0.004642
Indiana,18163,464.2,451.1,477.6,1011,stable,0.6,-5.9,7.7,Vanderburgh,IN,0.004642
Ohio,39005,464.2,440.7,488.6,314,stable,-0.6,-13.0,13.7,Ashland,OH,0.004642
North Carolina,37183,464.2,457.8,470.6,4298,stable,0.7,-0.5,1.9,Wake,NC,0.004642
Illinois,17127,464.1,421.9,509.9,95,stable,-0.5,-13.2,14.0,Massac,IL,0.004641
Oregon,41007,464.0,436.9,492.5,246,stable,-3.6,-10.5,3.8,Clatsop,OR,0.00464
West Virginia,54063,464.0,421.1,510.6,96,stable,2.2,-2.1,6.7,Monroe,WV,0.00464
South Dakota,46015,464.0,392.7,545.3,32,stable,15.8,-2.7,37.8,Brule,SD,0.00464
West Virginia,54027,463.9,429.9,500.2,152,stable,-1.0,-7.4,5.8,Hampshire,WV,0.004639
New Hampshire,33003,463.9,441.2,487.7,370,stable,0.4,-4.1,5.0,Carroll,NH,0.004639
Illinois,17015,463.9,422.0,509.2,105,stable,-2.3,-11.0,7.2,Carroll,IL,0.004639
Indiana,18081,463.8,448.8,479.2,744,stable,2.6,-2.6,8.0,Johnson,IN,0.004638
Louisiana,22059,463.8,419.6,511.5,83,stable,-0.8,-1.7,0.0,La Salle,LA,0.004638
Georgia,13099,463.7,413.3,519.1,65,stable,1.3,-1.1,3.6,Early,GA,0.004637
South Carolina,45091,463.7,451.9,475.8,1236,stable,1.4,-2.2,5.2,York,SC,0.004637
Missouri,29001,463.7,426.0,503.9,118,stable,-5.1,-13.8,4.5,Adair,MO,0.004637
Missouri,29181,463.7,420.7,510.3,91,stable,1.4,-8.2,11.9,Ripley,MO,0.004637
West Virginia,54085,463.6,413.1,519.2,68,stable,0.1,-12.2,14.1,Ritchie,WV,0.004636
Maine,23005,463.5,453.5,473.8,1703,stable,-0.8,-3.1,1.6,Cumberland,ME,0.004635
Massachusetts,25027,463.5,457.2,469.8,4390,falling,-0.4,-0.7,-0.1,Worcester,MA,0.004635
South Carolina,45015,463.4,449.8,477.5,941,stable,-3.1,-7.8,1.9,Berkeley,SC,0.004634
Pennsylvania,42035,463.4,435.8,492.3,226,stable,-1.6,-11.2,9.1,Clinton,PA,0.004634
Illinois,17113,463.3,448.5,478.5,776,falling,-3.6,-6.1,-1.1,McLean,IL,0.004633
Wisconsin,55019,463.3,433.4,494.7,191,stable,-0.6,-5.9,5.0,Clark,WI,0.004633
