Site Name,Site Score,State,normalized_county,Status,Latitude,Longitude
Salford Quarry,50.0,Pennsylvania,Montgomery,NPL Site,40.251944,-75.382222
Oak Ridge Reservation (USDOE),51.13,Tennessee,Anderson,NPL Site,35.924719,-84.390139
Memphis Defense Depot (DLA),58.06,Tennessee,Shelby,NPL Site,35.093333,-90.003333
Ross Metals Inc.,37.65,Tennessee,Fayette,NPL Site,35.049167,-89.548611
Smalley-Piper,50.0,Tennessee,Shelby,NPL Site,35.044444,-89.685833
Smokey Mountain Smelters,50.0,Tennessee,Knox,NPL Site,35.919444,-83.925833
Alamo Contaminated Ground Water,50.0,Tennessee,Crockett,NPL Site,35.784153,-89.118022
Clinch River Corporation,48.03,Tennessee,Roane,NPL Site,35.93195,-84.539381
"Walker Machine Products, Inc.",50.0,Tennessee,Shelby,NPL Site,35.041589,-89.653469
Former Custom Cleaners,50.0,Tennessee,Shelby,NPL Site,35.115114,-89.945
Southside Chattanooga Lead,50.0,Tennessee,Hamilton,NPL Site,35.032552,-85.30055899999999
Crystal Chemical Co.,60.9,Texas,Harris,NPL Site,29.7206,-95.5644
"French, Ltd.",63.33,Texas,Harris,NPL Site,29.8796,-95.0739
Highlands Acid Pit,37.77,Texas,Harris,NPL Site,29.8141,-95.0786
"Motco, Inc.",0.0,Texas,Galveston,NPL Site,29.334719,-94.93333100000001
Sikes Disposal Pits,61.62,Texas,Harris,NPL Site,29.881669,-95.086669
United Creosoting Co.,37.29,Texas,Montgomery,NPL Site,30.331669,-95.45666899999999
Geneva Industries/Fuhrmann Energy,59.46,Texas,Harris,NPL Site,29.66,-95.25
Odessa Chromium #1,42.24,Texas,Ector,NPL Site,31.881669,-102.4033
"Koppers Co., Inc. (Texarkana Plant)",31.31,Texas,Bowie,NPL Site,33.416669,-94.065
Sol Lynn/Industrial Transformers,39.65,Texas,Harris,NPL Site,29.678889,-95.398611
"Petro-Chemical Systems, Inc. (Turtle Bayou)",29.94,Texas,Liberty,NPL Site,29.92,-94.688061
North Cavalcade Street,37.08,Texas,Harris,NPL Site,29.806669,-95.34916899999999
South Cavalcade Street,38.69,Texas,Harris,NPL Site,29.798331,-95.34778100000001
Lone Star Army Ammunition Plant,31.85,Texas,Bowie,NPL Site,33.4344,-94.2483
Longhorn Army Ammunition Plant,39.83,Texas,Harris,NPL Site,32.665,-94.123339
Texarkana Wood Preserving Co.,40.19,Texas,Bowie,NPL Site,33.408331,-94.05333900000001
Sheridan Disposal Services,30.16,Texas,Waller,NPL Site,30.2074,-96.1357
Pantex Plant (USDOE),51.22,Texas,Carson,NPL Site,35.321944,-101.563611
RSR Corp.,50.0,Texas,Dallas,NPL Site,32.776944,-96.8725
ALCOA (Point Comfort)/Lavaca Bay,50.0,Texas,Calhoun,NPL Site,28.650833000000002,-96.56222199999999
Tex-Tin Corp.,50.0,Texas,Galveston,NPL Site,29.356666999999998,-94.94166700000001
Sprague Road Ground Water Plume,43.21,Texas,Ector,NPL Site,31.918611,-102.428333
Jasper Creosoting Company Inc.,50.0,Texas,Jasper,NPL Site,30.933889,-93.9825
Rockwool Industries Inc.,48.0,Texas,Bell,NPL Site,31.051667,-97.438056
City of Perryton Well No. 2,50.0,Texas,Ochiltree,NPL Site,36.400556,-100.804722
"Many Diversified Interests, Inc.",32.07,Texas,Harris,NPL Site,29.767778000000003,-95.33166700000001
Hart Creosoting Company,48.0,Texas,Jasper,NPL Site,30.893611,-93.995278
Star Lake Canal,50.0,Texas,Jefferson,NPL Site,29.975,-93.917
Garland Creosoting,49.1,Texas,Gregg,NPL Site,32.442271999999996,-94.710903
State Road 114 Ground Water Plume,42.41,Texas,Hockley,NPL Site,33.599883,-102.40556099999999
"Malone Service Company, Inc.",50.0,Texas,Galveston,NPL Site,29.333056,-94.902778
Patrick Bayou,47.83,Texas,Harris,NPL Site,29.731944,-95.114583
Brine Service Company,50.0,Texas,Nueces,NPL Site,27.815371999999996,-97.508606
Gulfco Marine Maintenance,50.0,Texas,Brazoria,NPL Site,28.966846999999998,-95.28965600000001
Falcon Refinery,50.0,Texas,San Patricio,NPL Site,27.860725,-97.17930600000001
Jones Road Ground Water Plume,46.5,Texas,Harris,NPL Site,29.90465,-95.584319
Conroe Creosoting Company,48.0,Texas,Montgomery,NPL Site,30.318744,-95.435428
Air Force Plant #4 (General Dynamics),39.92,Texas,Tarrant,NPL Site,32.777781,-97.45
Sandy Beach Road Ground Water Plume,50.0,Texas,Tarrant,NPL Site,32.928472,-97.525
East 67th Street Ground Water Plume,50.0,Texas,Ector,NPL Site,31.908610999999997,-102.38583299999999
Bandera Road Ground Water Plume,50.0,Texas,Bexar,NPL Site,29.494433,-98.6205
Donna Reservoir and Canal System,50.0,Texas,Hidalgo,NPL Site,26.112285999999997,-98.086469
Midessa Ground Water Plume,50.0,Texas,Midland,NPL Site,31.90635,-102.23366899999999
San Jacinto River Waste Pits,50.0,Texas,Harris,NPL Site,29.7944,-95.0625
North East 2nd Street (formerly Attebury Grain Storage Facility),32.33,Texas,Swisher,NPL Site,34.745,-101.85333299999999
Van der Horst USA Corporation,48.0,Texas,Kaufman,NPL Site,32.734167,-96.273889
West County Road 112 Ground Water,50.0,Texas,Midland,NPL Site,31.964128999999996,-102.094921
US Oil Recovery,50.0,Texas,Harris,NPL Site,29.718389000000002,-95.221528
Circle Court Ground Water Plume,50.0,Texas,Parker,NPL Site,32.744778000000004,-97.679763
Main Street Ground Water Plume,50.0,Texas,Burnet,NPL Site,30.737147999999998,-98.22544
"Eldorado Chemical Co., Inc.",38.85,Texas,Bexar,NPL Site,29.568833,-98.350042
Highway 18 Ground Water,50.0,Texas,Winkler,NPL Site,31.851999999999997,-103.090681
"Lane Plating Works, Inc.",50.0,Texas,Dallas,NPL Site,32.687886,-96.769485
River City Metal Finishing,50.0,Texas,Bexar,NPL Site,29.430489,-98.731875
Delfasco Forge,50.0,Texas,Dallas,NPL Site,32.750269,-96.963228
Portland Cement (Kiln Dust 2 & 3),54.4,Utah,Salt Lake,NPL Site,40.7474,-111.9436
Hill Air Force Base,49.94,Utah,Davis,NPL Site,41.128331,-111.955
Ogden Defense Depot (DLA),45.1,Utah,Weber,NPL Site,41.266669,-112.0
Five Points PCE Plume,50.0,Utah,Davis,NPL Site,40.874583,-111.887028
Sharon Steel Corp (Farrell Works Disposal Area) ,50.0,Pennsylvania,Mercer,NPL Site,41.198611,-80.510278
New Cassel/Hicksville Ground Water Contamination,50.0,New York,Nassau,NPL Site,40.752446,-73.559781
U.S. Magnesium,59.18,Utah,Tooele,NPL Site,40.914993,-112.719949
Eighteenmile Creek,50.0,New York,Niagara,NPL Site,43.1813,-78.689544
Old Wilmington Road Ground Water Contamination,50.0,Pennsylvania,Chester,NPL Site,39.995833000000005,-75.908333
Moses Lake Wellfield Contamination,50.0,Washington,Grant,NPL Site,47.204722,-119.315556
700 South 1600 East PCE Plume,50.0,Utah,Salt Lake,NPL Site,40.753938,-111.848022
Wolff-Alport Chemical Company,50.0,New York,Queens,NPL Site,40.692671999999995,-73.901997
Ventron/Velsicol,51.38,New Jersey,Bergen,NPL Site,40.84,-74.07943900000001
Chisman Creek,47.19,Virginia,York,NPL Site,37.177,-76.4631
Wappinger Creek,50.0,New York,Dutchess,NPL Site,41.597684,-73.927136
Lower Darby Creek Area,50.0,Pennsylvania,Delaware,NPL Site,39.885556,-75.267778
Saltville Waste Disposal Ponds,29.52,Virginia,Smyth,NPL Site,36.883339,-81.783331
Valmont TCE,43.16,Pennsylvania,Luzerne,NPL Site,40.967778,-76.015556
Watson Johnson Landfill,70.71,Pennsylvania,Bucks,NPL Site,40.460139,-75.331861
Franklin Slag Pile (MDC),50.2,Pennsylvania,Philadelphia,NPL Site,39.983194,-75.083889
Letterkenny Army Depot (PDO Area),37.51,Pennsylvania,Franklin,NPL Site,40.0075,-77.64
Paoli Rail Yard,32.18,Pennsylvania,Chester,NPL Site,40.043189,-75.492919
Ryeland Road Arsenic,60.3,Pennsylvania,Berks,NPL Site,40.35395,-76.175361
Saint-Gobain Performance Plastics,50.0,New York,Rensselaer,NPL Site,42.8943,-73.3566
Price Battery,37.86,Pennsylvania,Berks,NPL Site,40.549507,-75.980228
Safety Light Corporation,70.71,Pennsylvania,Columbia,NPL Site,41.015278,-76.376389
Jackson Ceramix,30.22,Pennsylvania,Jefferson,NPL Site,41.139167,-78.80194399999999
Chem-Fab,50.0,Pennsylvania,Bucks,NPL Site,40.315958,-75.136003
BoRit Asbestos,50.0,Pennsylvania,Montgomery,NPL Site,40.153472,-75.228625
Metro Container Corporation,50.0,Pennsylvania,Delaware,NPL Site,39.824981,-75.399047
Baghurst Drive,50.0,Pennsylvania,Montgomery,NPL Site,40.299483,-75.45513299999999
Juncos Landfill,32.57,Puerto Rico,Juncos,NPL Site,18.2232,-65.9087
Vega Alta Public Supply Wells,42.24,Puerto Rico,Vega Alta,NPL Site,18.418060999999998,-66.330281
Upjohn Facility,41.92,Puerto Rico,Barceloneta,NPL Site,18.4292,-66.5901
Fibers Public Supply Wells,35.34,Puerto Rico,Guayama,NPL Site,17.9632,-66.1461
Vega Baja Solid Waste Disposal,50.37,Puerto Rico,Vega Baja,NPL Site,18.434306,-66.38972199999999
"Scorpio Recycling, Inc.",50.0,Puerto Rico,Toa Baja,NPL Site,18.409167,-66.231944
Pesticide Warehouse III,50.0,Puerto Rico,Manati,NPL Site,18.429139000000003,-66.458
Cidra Ground Water Contamination,50.0,Puerto Rico,Cidra,NPL Site,18.175276999999998,-66.16194399999999
Atlantic Fleet Weapons Training Area - Vieques,0.0,Puerto Rico,Vieques,NPL Site,18.13058,-65.3106
Pesticide Warehouse I,50.0,Puerto Rico,Arecibo,NPL Site,18.435556,-66.6
Maunabo Area Ground Water Contamination,50.0,Puerto Rico,Maunabo,NPL Site,18.005611,-65.90141700000001
San German Ground Water Contamination,50.0,Puerto Rico,San German,NPL Site,18.084472,-67.035306
"Papelera Puertorriquena, Inc.",34.69,Puerto Rico,Utuado,NPL Site,18.265194,-66.694908
Cabo Rojo Ground Water Contamination,50.0,Puerto Rico,Cabo Rojo,NPL Site,18.090725,-67.148325
Hormigas Ground Water Plume,50.0,Puerto Rico,Caguas,NPL Site,18.2206,-66.101
Corozal Well,50.0,Puerto Rico,Corozal,NPL Site,18.295710999999997,-66.286206
Dorado Ground Water Contamination,50.0,Puerto Rico,Dorado,NPL Site,18.42975602,-66.27832042
The Battery Recycling Company,56.66,Puerto Rico,Arecibo,NPL Site,18.453603,-66.694097
Davis Liquid Waste,47.25,Rhode Island,Providence,NPL Site,41.922219,-71.57776899999999
"Stamina Mills, Inc.",34.07,Rhode Island,Providence,NPL Site,41.9964,-71.5647
"Landfill & Resource Recovery, Inc. (L&RR)",49.58,Rhode Island,Providence,NPL Site,41.9795,-71.589
"Peterson/Puritan, Inc.",40.1,Rhode Island,Providence,NPL Site,41.929581,-71.4268
Picillo Farm,0.0,Rhode Island,Kent,NPL Site,41.671669,-71.70916899999999
Western Sand & Gravel,51.35,Rhode Island,Providence,NPL Site,41.9727,-71.595
Central Landfill,46.71,Rhode Island,Providence,NPL Site,41.808331,-71.534719
Rose Hill Regional Landfill,38.11,Rhode Island,Washington,NPL Site,41.470831,-71.49166899999999
Davisville Naval Construction Battalion Center,34.52,Rhode Island,Washington,NPL Site,41.6095,-71.47421999999999
Newport Naval Education/Training Center,32.25,Rhode Island,Newport,NPL Site,41.56445,-71.29346899999999
West Kingston Town Dump/URI Disposal Area,50.0,Rhode Island,Washington,NPL Site,41.496666999999995,-71.535278
Centredale Manor Restoration Project,70.71,Rhode Island,Providence,NPL Site,41.857667,-71.48725
"Carolawn, Inc.",32.04,South Carolina,Chester,NPL Site,34.686111,-80.94305
SCRDI Bluff Road,0.0,South Carolina,Richland,NPL Site,33.885419,-80.90875
SCRDI Dixiana,40.7,South Carolina,Lexington,NPL Site,33.90445,-81.063889
"Leonard Chemical Co., Inc.",47.1,South Carolina,York,NPL Site,34.851669,-80.904169
Kalama Specialty Chemicals,57.9,South Carolina,Beaufort,NPL Site,32.4734,-80.7401
Palmetto Wood Preserving,38.43,South Carolina,Lexington,NPL Site,33.920831,-81.060281
"Wamchem, Inc.",47.7,South Carolina,Beaufort,NPL Site,32.497219,-80.74166899999999
Medley Farm Drum Dump,31.58,South Carolina,Cherokee,NPL Site,34.9805,-81.6685
"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",37.63,South Carolina,Pickens,NPL Site,34.895,-82.7232
Rock Hill Chemical Co.,40.29,South Carolina,York,NPL Site,34.9661,-80.9985
Helena Chemical Co. Landfill,33.89,South Carolina,Allendale,NPL Site,32.9412,-81.23899999999999
"Para-Chem Southern, Inc.",32.94,South Carolina,Greenville,NPL Site,34.7134,-82.23299999999999
Lexington County Landfill Area,37.93,South Carolina,Lexington,NPL Site,33.919581,-81.074169
Elmore Waste Disposal,31.45,South Carolina,Spartanburg,NPL Site,34.935905,-82.216599
Townsend Saw Chain Co.,35.94,South Carolina,Richland,NPL Site,34.10625,-80.83416899999999
Beaunit Corp. (Circular Knit & Dye),32.44,South Carolina,Greenville,NPL Site,34.698060999999996,-82.216111
Savannah River Site (USDOE),47.7,South Carolina,Aiken,NPL Site,33.348889,-81.73778100000001
"Koppers Co., Inc. (Charleston Plant)",50.0,South Carolina,Charleston,NPL Site,32.822083,-79.958333
Aqua-Tech Environmental Inc. (Groce Laboratories),50.0,South Carolina,Spartanburg,NPL Site,34.9328,-82.1725
Parris Island Marine Corps Recruit Depot,50.0,South Carolina,Beaufort,NPL Site,32.3528,-80.7031
Shuron Inc.,68.26,South Carolina,Barnwell,NPL Site,33.236694,-81.375778
Macalloy Corporation,50.0,South Carolina,Charleston,NPL Site,32.838056,-79.951194
Brewer Gold Mine,50.0,South Carolina,Chester,NPL Site,34.652194,-80.411472
Barite Hill/Nevada Goldfields,50.0,South Carolina,McCormick,NPL Site,33.873090000000005,-82.30067
US Finishing/Cone Mills,50.0,South Carolina,Greenville,NPL Site,34.883292,-82.426303
Burlington Industries Cheraw,48.0,South Carolina,Chester,NPL Site,34.698689,-79.912786
Ellsworth Air Force Base,33.62,South Dakota,Meade,NPL Site,44.148061,-103.0958
U.S. Titanium,34.78,Virginia,Nelson,NPL Site,37.708331,-79.016669
Pacific Sound Resources,70.71,Washington,King,NPL Site,47.582332,-122.36666699999999
Puget Sound Naval Shipyard Complex,50.0,Washington,Kitsap,NPL Site,47.559166,-122.647222
"Avtex Fibers, Inc.",35.39,Virginia,Warren,NPL Site,38.925561,-78.211669
Magna Metals,50.0,New York,Westchester,NPL Site,41.2745,-73.8704
Jackson Park Housing Complex (USNAVY),50.0,Washington,Kitsap,NPL Site,47.588609999999996,-122.695972
Arsenic Mine,0.0,New York,Putnam,NPL Site,41.457972,-73.715285
L.A. Clarke & Son,34.24,Virginia,Spotsylvania,NPL Site,38.236111,-77.4325
Allied Chemical & Ironton Coke,47.05,Ohio,Lawrence,NPL Site,38.5057,-82.65799999999999
Defense General Supply Center (DLA),33.85,Virginia,Chesterfield,NPL Site,37.4189,-77.4485
Old Navy Dump/Manchester Laboratory (USEPA/NOAA),50.0,Washington,Kitsap,NPL Site,47.574443,-122.548055
Big D Campground,30.77,Ohio,Ashtabula,NPL Site,41.904169,-80.652781
Cinnaminson Township (Block 702) Ground Water Contamination,37.93,New Jersey,Burlington,NPL Site,40.0175,-74.9862
First Piedmont Corp. Rock Quarry (Route 719),30.16,Virginia,Pittsylvania,NPL Site,36.665831,-79.348611
Fried Industries,33.61,New Jersey,Middlesex,NPL Site,40.4424,-74.4412
"Atlantic Wood Industries, Inc.",37.14,Virginia,Portsmouth City,NPL Site,36.8065,-76.29899999999999
"Waldick Aerospace Devices, Inc.",44.86,New Jersey,Monmouth,NPL Site,40.143,-74.0613
Naval Weapons Station Earle (Site A),29.65,New Jersey,Monmouth,NPL Site,40.264581,-74.16291899999999
Naval Air Engineering Center,50.53,New Jersey,Ocean,NPL Site,40.029719,-74.369161
Boomsnub/Airco,0.0,Washington,Clark,NPL Site,45.677222,-122.62166699999999
"Monitor Devices, Inc./Intercircuits, Inc.",41.93,New Jersey,Monmouth,NPL Site,40.185280999999996,-74.11971899999999
Dayco Corp./L.E. Carpenter Co.,46.13,New Jersey,Morris,NPL Site,40.903331,-74.5775
Cosden Chemical Coatings Corp.,33.86,New Jersey,Burlington,NPL Site,40.058183,-74.925899
"Curcio Scrap Metal, Inc.",34.37,New Jersey,Bergen,NPL Site,40.8907,-74.1035
Brook Industrial Park,58.12,New Jersey,Somerset,NPL Site,40.560139,-74.536111
Pohatcong Valley Ground Water Contamination,28.9,New Jersey,Warren,NPL Site,40.75,-75.0
"Kauffman & Minteer, Inc.",28.51,New Jersey,Burlington,NPL Site,40.0363,-74.694
Picatinny Arsenal (USARMY),42.92,New Jersey,Morris,NPL Site,40.916669,-74.583339
South Jersey Clothing Co.,42.24,New Jersey,Atlantic,NPL Site,39.5206,-74.9491
Higgins Disposal,30.87,New Jersey,Somerset,NPL Site,40.3875,-74.61528100000001
Higgins Farm,30.47,New Jersey,Somerset,NPL Site,40.406389000000004,-74.60278100000001
Global Sanitary Landfill,45.92,New Jersey,Middlesex,NPL Site,40.446389,-74.286111
Garden State Cleaners Co.,28.9,New Jersey,Atlantic,NPL Site,39.519031,-74.94945
Federal Aviation Administration Technical Center,39.65,New Jersey,Atlantic,NPL Site,39.458331,-74.583339
Chemical Insecticide Corp.,37.93,New Jersey,Middlesex,NPL Site,40.5274,-74.368
White Chemical Corp.,0.0,New Jersey,Essex,NPL Site,40.698484,-74.19824200000001
Horseshoe Road,51.37,New Jersey,Middlesex,NPL Site,40.484722,-74.31944399999999
Franklin Burn,40.67,New Jersey,Gloucester,NPL Site,39.594444,-75.025
Welsbach & General Gas Mantle (Camden Radiation),41.46,New Jersey,Camden,NPL Site,39.919722,-75.121944
"Cornell Dubilier Electronics, Inc.",50.27,New Jersey,Middlesex,NPL Site,40.576389,-74.414167
LCP Chemicals Inc.,50.0,New Jersey,Union,NPL Site,40.6075,-74.210278
Puchack Well Field,50.0,New Jersey,Camden,NPL Site,39.976667,-75.05194399999999
Zschiegner Refining,50.0,New Jersey,Monmouth,NPL Site,40.145833,-74.2
Middlesex Sampling Plant (USDOE),50.0,New Jersey,Middlesex,NPL Site,40.569806,-74.49319399999999
United States Avenue Burn,50.0,New Jersey,Camden,NPL Site,39.834167,-74.963889
Emmell's Septic Landfill,50.0,New Jersey,Atlantic,NPL Site,39.500694,-74.543611
"Martin Aaron, Inc.",50.0,New Jersey,Camden,NPL Site,39.926111,-75.119167
Iceland Coin Laundry Area Ground Water Plume,30.3,New Jersey,Cumberland,NPL Site,39.45725,-75.04725
Lightman Drum Company,42.03,New Jersey,Camden,NPL Site,39.729721999999995,-74.905917
McGuire Air Force Base #1,47.2,New Jersey,Burlington,NPL Site,40.018056,-74.593611
Diamond Head Oil Refinery Div.,30.0,New Jersey,Hudson,NPL Site,40.747222,-74.132194
Quanta Resources,50.0,New Jersey,Bergen,NPL Site,40.804306,-73.98916700000001
Woodbrook Road Dump,50.0,New Jersey,Middlesex,NPL Site,40.561564000000004,-74.402914
Atlantic Resources Corporation,50.0,New Jersey,Middlesex,NPL Site,40.486111,-74.31944399999999
White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,41.63,New Jersey,Monmouth,NPL Site,40.135444,-74.063133
Standard Chlorine,50.0,New Jersey,Hudson,NPL Site,40.75,-74.097222
Rolling Knolls Landfill,58.31,New Jersey,Morris,NPL Site,40.729528,-74.447861
Sherwin-Williams/Hilliards Creek,50.0,New Jersey,Camden,NPL Site,39.835526,-74.964977
"Matteo & Sons, Inc.",50.0,New Jersey,Gloucester,NPL Site,39.854721999999995,-75.168306
Ringwood Mines/Landfill,52.58,New Jersey,Passaic,NPL Site,41.136669,-74.2725
"Curtis Specialty Papers, Inc.",50.0,New Jersey,Hunterdon,NPL Site,40.561758000000005,-75.089842
Raritan Bay Slag,50.0,New Jersey,Middlesex,NPL Site,40.464589000000004,-74.25801700000001
Mansfield Trail Dump,50.0,New Jersey,Sussex,NPL Site,40.9289443,-74.69959990000001
Garfield Ground Water Contamination,0.0,New Jersey,Bergen,NPL Site,40.871858,-74.106431
Orange Valley Regional Ground Water Contamination,50.0,New Jersey,Essex,NPL Site,40.779936,-74.225267
"Matlack, Inc.",45.54,New Jersey,Gloucester,NPL Site,39.763106,-75.32216899999999
Riverside Industrial Park,50.0,New Jersey,Essex,NPL Site,40.765722,-74.159084
Pierson's Creek,47.99,New Jersey,Essex,NPL Site,40.7163,-74.1452
Unimatic Manufacturing Corporation,50.0,New Jersey,Essex,NPL Site,40.878792,-74.269155
Former Kil-Tone Company,65.29,New Jersey,Cumberland,NPL Site,39.47841,-75.02548900000001
Homestake Mining Co.,34.21,New Mexico,Cibola,NPL Site,35.243331,-107.8633
South Valley,0.0,New Mexico,Bernalillo,NPL Site,35.0441,-106.6411
United Nuclear Corp.,30.36,New Mexico,McKinley,NPL Site,35.643330999999996,-108.5
Cimarron Mining Corp.,38.93,New Mexico,Lincoln,NPL Site,33.643469,-105.8647
Prewitt Abandoned Refinery,44.24,New Mexico,McKinley,NPL Site,35.3596,-108.0348
Lee Acres Landfill (USDOI),39.37,New Mexico,San Juan,NPL Site,36.7111,-108.0921
AT&SF (Albuquerque),50.0,New Mexico,Bernalillo,NPL Site,35.033333,-106.65527800000001
North Railroad Avenue Plume,50.0,New Mexico,Rio Arriba,NPL Site,35.9914,-106.08138400000001
Fruit Avenue Plume,50.0,New Mexico,Bernalillo,NPL Site,35.086444,-106.640611
Griggs & Walnut Ground Water Plume,50.0,New Mexico,Dona Ana,NPL Site,32.315556,-106.76
McGaffey and Main Groundwater Plume,50.0,New Mexico,Chaves,NPL Site,33.379792,-104.518722
Grants Chlorinated Solvents Plume,50.0,New Mexico,Cibola,NPL Site,35.155778000000005,-107.84388899999999
Eagle Picher Carefree Battery,50.0,New Mexico,Socorro,NPL Site,34.099517,-106.90123899999999
Chevron Questa Mine,50.0,New Mexico,Taos,NPL Site,36.700294,-105.49770600000001
Jackpile-Paguate Uranium Mine,50.0,New Mexico,Cibola,NPL Site,35.133728000000005,-107.347372
Lea and West Second Street,50.0,New Mexico,Chaves,NPL Site,33.394079,-104.529951
Carson River Mercury Site,39.07,Nevada,Churchill,NPL Site,39.23195,-119.5892
Saunders Supply Co.,36.88,Virginia,Suffolk City,NPL Site,36.86055,-76.58166899999999
Oeser Co,69.34,Washington,Whatcom,NPL Site,48.770278000000005,-122.514444
Palermo Well Field Ground Water Contamination,50.0,Washington,Thurston,NPL Site,47.001667,-122.90416699999999
"Rentokil, Inc. (Virginia Wood Preserving Division)",30.34,Virginia,Henrico,NPL Site,37.635831,-77.50361099999999
Chem-Dyne,0.0,Ohio,Butler,NPL Site,39.4079,-84.552
E.H. Schilling Landfill,34.56,Ohio,Lawrence,NPL Site,38.5725,-82.75555
Fields Brook,44.95,Ohio,Ashtabula,NPL Site,41.8915,-80.7754
Fultz Landfill,39.42,Ohio,Guernsey,NPL Site,39.984719,-81.541661
Nease Chemical,47.19,Ohio,Columbiana,NPL Site,40.916669,-80.891669
New Lyme Landfill,31.19,Ohio,Ashtabula,NPL Site,41.584719,-80.729161
"Pristine, Inc.",35.25,Ohio,Hamilton,NPL Site,39.236111,-84.43723100000001
Old Mill,35.95,Ohio,Ashtabula,NPL Site,41.6601,-80.8456
Skinner Landfill,30.23,Ohio,Butler,NPL Site,39.333331,-84.39971899999999
Summit National,52.28,Ohio,Portage,NPL Site,41.023999999999994,-81.0971
Van Dale Junkyard,33.03,Ohio,Washington,NPL Site,39.43195,-81.4025
Zanesville Well Field,35.59,Ohio,Muskingum,NPL Site,39.967781,-81.992231
Miami County Incinerator,57.84,Ohio,Miami,NPL Site,40.074169,-84.22416899999999
Powell Road Landfill,31.62,Ohio,Montgomery,NPL Site,39.833331,-84.16
South Point Plant,46.33,Ohio,Lawrence,NPL Site,38.4375,-82.591669
"United Scrap Lead Co., Inc.",58.15,Ohio,Miami,NPL Site,40.008889,-84.198611
Industrial Excess Landfill,51.13,Ohio,Stark,NPL Site,40.968331,-81.404169
"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",35.57,Ohio,Montgomery,NPL Site,39.716581,-84.201531
Ormet Corp.,46.44,Ohio,Monroe,NPL Site,39.705,-80.841669
"TRW, Inc. (Minerva Plant)",38.08,Ohio,Stark,NPL Site,40.745,-81.09
Wright-Patterson Air Force Base,57.85,Ohio,Greene,NPL Site,39.8071,-84.0697
Reilly Tar & Chemical Corp. (Dover Plant),31.38,Ohio,Tuscarawas,NPL Site,40.5175,-81.479
Feed Materials Production Center (USDOE),57.56,Ohio,Butler,NPL Site,39.29945,-84.688331
Mound Plant (USDOE),34.61,Ohio,Montgomery,NPL Site,39.6264,-84.2862
North Sanitary Landfill,50.0,Ohio,Montgomery,NPL Site,39.78611,-84.1525
Lammers Barrel,69.33,Ohio,Greene,NPL Site,39.726389000000005,-84.08430600000001
Peters Cartridge Factory,50.0,Ohio,Warren,NPL Site,39.350694,-84.242222
Copley Square Plaza,50.0,Ohio,Summit,NPL Site,41.092839,-81.61747199999999
East Troy Contaminated Aquifer,50.0,Ohio,Miami,NPL Site,40.0381,-84.1961
Behr Dayton Thermal System VOC Plume,50.0,Ohio,Montgomery,NPL Site,39.784444,-84.17944399999999
New Carlisle Landfill,46.4,Ohio,Clark,NPL Site,39.923333,-84.033694
Little Scioto River,48.03,Ohio,Marion,NPL Site,40.593061,-83.183461
Milford Contaminated Aquifer,50.0,Ohio,Clermont,NPL Site,39.177814,-84.293786
West Troy Contaminated Aquifer,50.0,Ohio,Miami,NPL Site,40.046408,-84.208928
Valley Pike VOCs,50.0,Ohio,Montgomery,NPL Site,39.797222,-84.1325
Donnelsville Contaminated Aquifer,35.06,Ohio,Clark,NPL Site,39.920558,-83.948728
Hardage/Criner,51.01,Oklahoma,McClain,NPL Site,34.9764,-97.5809
Tar Creek (Ottawa County),58.15,Oklahoma,Ottawa,NPL Site,36.943603,-94.841914
Tinker Air Force Base (Soldier Creek/Building 3001),42.24,Oklahoma,Oklahoma,NPL Site,35.413973,-97.401494
Oklahoma Refining Co.,46.01,Oklahoma,Caddo,NPL Site,34.898331,-98.193339
Tulsa Fuel and Manufacturing,50.0,Oklahoma,Tulsa,NPL Site,36.34625,-95.848611
Hudson Refinery,29.34,Oklahoma,Payne,NPL Site,35.985556,-96.77972199999999
Wilcox Oil Company,50.0,Oklahoma,Creek,NPL Site,35.840804999999996,-96.380193
Eagle Industries,50.0,Oklahoma,Oklahoma,NPL Site,35.435631,-97.33750699999999
Teledyne Wah Chang,54.27,Oregon,Linn,NPL Site,44.66,-123.0633
Umatilla Army Depot (Lagoons),31.31,Oregon,Morrow,NPL Site,45.836110999999995,-119.45
"United Chrome Products, Inc.",31.07,Oregon,Benton,NPL Site,44.5042,-123.2861
Union Pacific Railroad Co. Tie-Treating Plant,37.93,Oregon,Wasco,NPL Site,45.5986,-121.1651
Northwest Pipe & Casing/Hall Process Co,51.09,Oregon,Clackamas,NPL Site,45.416333,-122.56388899999999
Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),50.0,Oregon,Lake,NPL Site,42.336110999999995,-120.54166699999999
McCormick & Baxter Creosoting Co. (Portland Plant),50.0,Oregon,Multnomah,NPL Site,45.579443,-122.73943999999999
Reynolds Metals Company,70.71,Oregon,Multnomah,NPL Site,45.5569,-122.399161
Portland Harbor,50.0,Oregon,Multnomah,NPL Site,45.615278,-122.793056
Taylor Lumber and Treating,71.78,Oregon,Yamhill,NPL Site,45.097221999999995,-123.42694399999999
Midnite Mine,50.0,Washington,Stevens,NPL Site,47.9375,-118.094167
