name,latitude,longitude,primary_fuel,state,normalized_county,Fips
IRC Generator Facility,36.9708,-112.5264,Oil,Arizona,Coconino,4005
Indianola,41.3595,-93.5633,Oil,Iowa,Warren,19181
Industrial Park,41.7682,-89.6744,Oil,Illinois,White,17193
Industrial Plant,58.3676,-134.608,Oil,Alaska,Juneau,2110
Inforum,33.7533,-84.3889,Oil,Georgia,Fulton,13121
Iola,37.9231,-95.4256,Oil,Kansas,Allen,20001
Jackson (MO),37.3847,-89.6606,Oil,Missouri,Cape Girardeau,29031
Jackson (OH),39.0441,-82.6101,Oil,Ohio,Jackson,39079
Jackson Cntr Peaking,40.4597,-84.0401,Oil,Ohio,Shelby,39149
Jackson Square,39.0946,-94.4115,Oil,Missouri,Jackson,29095
Jamaica Bay Peaking,40.6097,-73.7622,Oil,New York,Nassau,36059
Jamestown,46.9057,-98.6622,Oil,North Dakota,Stutsman,38093
Janesville,44.1172,-93.7073,Oil,Minnesota,Waseca,27161
Jarvis Street,57.0497,-135.3128,Oil,Alaska,Sitka,2220
Jefferson Street Substation,37.7694,-90.4258,Oil,Missouri,St Francois,29187
Jetmore,38.0803,-99.8936,Oil,Kansas,Hodgeman,20083
Jewett City 1,41.6041,-71.9825,Oil,Connecticut,New London,9011
John Deere Dubuque Works,42.5734,-90.6926,Oil,Iowa,Dubuque,19061
John Street 1  3  4 & 5,41.4458,-72.8364,Oil,Connecticut,New Haven,9009
Johnson,37.5669,-101.7511,Oil,Kansas,Stanton,20187
Jones Street,41.2515,-95.9227,Oil,Nebraska,Douglas,31055
Julesburg,40.9505,-102.2795,Oil,Colorado,Sedgwick,8115
Kahe,21.3564,-158.1289,Oil,Hawaii,Honolulu,15003
Kahoka,40.4225,-91.7206,Oil,Missouri,Clark,29045
Kahului,20.8969,-156.4627,Oil,Hawaii,Maui,15009
Kake,56.963,-133.9226,Oil,Alaska,Wrangell-Petersburg,2280
Kalaeloa Cogen Plant,21.3021,-158.0963,Oil,Hawaii,Honolulu,15003
Kanoelehua,19.7052,-155.0625,Oil,Hawaii,Hawaii,15001
Kasigluk,60.8731,-162.5197,Oil,Alaska,Bethel,2050
Keahole,19.7317,-156.0283,Oil,Hawaii,Hawaii,15001
Kenyon Municipal,44.2718,-92.9848,Oil,Minnesota,Goodhue,27049
Kiana,66.9739,-160.4286,Oil,Alaska,Northwest Arctic,2188
Kimball,41.2382,-103.6667,Oil,Nebraska,Kimball,31105
Kindred School,46.6497,-97.0095,Oil,North Dakota,Cass,38017
King Cove,55.0617,-162.3103,Oil,Alaska,Aleutians East,2013
Kings Beach,39.2458,-120.0272,Oil,California,Placer,6061
Kivalina,67.7266,-164.5384,Oil,Alaska,Northwest Arctic,2188
Knoxville Industrial,41.316,-93.061,Oil,Iowa,Marion,19125
Kodiak Microgrid,57.79,-152.39700000000005,Oil,Alaska,Kodiak Island,2150
Kotlik,63.0322,-163.5531,Oil,Alaska,Nome,2180
Kotzebue,66.8378,-162.5569,Oil,Alaska,Northwest Arctic,2188
Koyuk,64.9321,-161.1671,Oil,Alaska,Northwest Arctic,2188
LNG 1 & 2,41.5694,-72.1175,Oil,Connecticut,New London,9011
La Crosse,38.5317,-99.3083,Oil,Kansas,Rush,20165
La Farge,43.5722,-90.6391,Oil,Wisconsin,Monroe,55081
La Junta,37.9876,-103.5468,Oil,Colorado,Otero,8089
La Plata,40.0244,-92.4896,Oil,Missouri,Macon,29121
La Porte,42.3159,-92.1928,Oil,Iowa,Black Hawk,19013
Lake (WY),44.415,-110.5739,Oil,Montana,Gallatin,30031
Lake Crystal,44.1069,-94.2197,Oil,Minnesota,Blue Earth,27013
Lake Marion,44.6003,-93.2939,Oil,Minnesota,Scott,27139
Lake Mills,43.4172,-93.5322,Oil,Iowa,Winnebago,19189
Lake Park,43.4301,-95.3153,Oil,Iowa,Dickinson,19059
Lake Preston,44.3649,-97.3811,Oil,South Dakota,Kingsbury,46077
Lakefield Utilities,43.6742,-95.1706,Oil,Minnesota,Jackson,27063
Lakeside,39.7573,-89.6005,Oil,Illinois,Sangamon,17167
Lamoni Municipal Utilities,40.622,-93.9326,Oil,Iowa,Decatur,19053
Landis Delivery No 2,35.542,-80.6123,Oil,North Carolina,Rowan,37159
Lanesboro,43.72,-91.9777,Oil,Minnesota,Fillmore,27045
Larned,38.1762,-99.1,Oil,Kansas,Pawnee,20145
Las Animas,38.0647,-103.2159,Oil,Colorado,Bent,8011
